Left_2D,Right_2D,Point_3d,Pred_Left,Pred_Right
"(560.0, 451.0)","(741.0, 408.0)","(589.6713256835938, -455.7855529785156, 306.6449890136719)","(560.79, 448.77)","(732.12, 408.14)"
"(557.0, 448.0)","(741.0, 409.0)","(589.061767578125, -456.2852783203125, 306.07684326171875)","(560.33, 449.33)","(732.31, 408.27)"
"(556.0, 449.0)","(741.0, 409.0)","(588.8709106445312, -456.32269287109375, 306.0431823730469)","(559.56, 449.29)","(759.77, 416.86)"
"(557.0, 448.0)","(741.0, 409.0)","(589.061767578125, -456.2852783203125, 306.07684326171875)","(558.35, 449.05)","(764.5, 416.12)"
"(556.0, 448.0)","(741.0, 409.0)","(588.86328125, -456.4001770019531, 305.9733581542969)","(556.74, 448.77)","(764.93, 416.15)"
"(555.0, 445.0)","(749.0, 410.0)","(589.9532470703125, -457.6534729003906, 306.2704162597656)","(555.23, 448.97)","(764.58, 416.6)"
"(554.0, 448.0)","(751.0, 411.0)","(590.1133422851562, -457.70477294921875, 306.4937438964844)","(554.54, 448.81)","(764.87, 416.71)"
"(550.0, 449.0)","(751.0, 411.0)","(589.3233642578125, -458.0863342285156, 306.1481018066406)","(553.24, 448.56)","(765.23, 417.14)"
"(551.0, 448.0)","(740.0, 408.0)","(587.6989135742188, -456.9285583496094, 305.4219665527344)","(551.74, 448.35)","(765.32, 417.89)"
"(549.0, 447.0)","(741.0, 406.0)","(587.4378662109375, -457.51220703125, 305.32318115234375)","(550.55, 448.18)","(765.5, 418.29)"
"(550.0, 449.0)","(747.0, 408.0)","(588.6451416015625, -457.82489013671875, 305.96356201171875)","(549.24, 448.0)","(765.79, 418.23)"
"(546.0, 448.0)","(750.0, 414.0)","(588.38330078125, -458.2701721191406, 305.4359130859375)","(547.74, 448.21)","(766.6, 417.74)"
"(544.0, 447.0)","(753.0, 410.0)","(588.4230346679688, -459.252197265625, 305.59515380859375)","(546.84, 448.03)","(767.64, 418.14)"
"(546.0, 444.0)","(750.0, 411.0)","(588.3206787109375, -458.8109130859375, 305.2984313964844)","(545.22, 447.99)","(770.57, 418.34)"
"(543.0, 447.0)","(755.0, 415.0)","(588.5957641601562, -459.22998046875, 305.41552734375)","(544.27, 448.01)","(770.82, 418.57)"
"(543.0, 444.0)","(756.0, 415.0)","(588.731201171875, -459.5860290527344, 305.2857971191406)","(543.37, 447.44)","(770.86, 418.0)"
"(539.0, 444.0)","(755.0, 413.0)","(587.74951171875, -460.07550048828125, 304.8827209472656)","(540.96, 446.9)","(767.99, 416.97)"
"(538.0, 447.0)","(756.0, 411.0)","(587.7176513671875, -460.2323913574219, 305.16729736328125)","(538.12, 447.21)","(766.82, 416.51)"
"(536.0, 441.0)","(756.0, 410.0)","(587.2525634765625, -461.0061950683594, 304.5807800292969)","(535.93, 446.85)","(766.61, 416.45)"
"(534.0, 445.0)","(757.0, 413.0)","(587.079833984375, -460.81707763671875, 304.59503173828125)","(536.48, 446.23)","(766.33, 416.61)"
"(533.0, 445.0)","(761.0, 413.0)","(587.5225830078125, -461.42291259765625, 304.815673828125)","(535.15, 446.24)","(766.4, 416.65)"
"(533.0, 445.0)","(759.0, 418.0)","(587.25244140625, -460.7953796386719, 304.416015625)","(533.61, 446.39)","(766.63, 416.48)"
"(529.0, 444.0)","(767.0, 414.0)","(587.682861328125, -462.62017822265625, 304.7654113769531)","(532.41, 446.19)","(766.48, 416.47)"
"(529.0, 444.0)","(769.0, 415.0)","(588.014404296875, -462.78973388671875, 304.8804016113281)","(531.71, 445.52)","(766.58, 416.38)"
"(528.0, 443.0)","(769.0, 415.0)","(587.8029174804688, -462.98236083984375, 304.7040710449219)","(528.03, 444.49)","(766.87, 416.25)"
"(524.0, 445.0)","(768.0, 414.0)","(586.8461303710938, -463.23828125, 304.3934020996094)","(527.83, 442.69)","(766.79, 416.23)"
"(525.0, 441.0)","(770.0, 417.0)","(587.3597412109375, -463.4532775878906, 304.2332458496094)","(526.33, 442.8)","(767.49, 416.56)"
"(525.0, 444.0)","(771.0, 415.0)","(587.5283813476562, -463.4939880371094, 304.6224060058594)","(524.45, 442.34)","(767.68, 416.87)"
"(523.0, 441.0)","(773.0, 415.0)","(587.4136352539062, -464.2032775878906, 304.35882568359375)","(523.15, 442.56)","(792.03, 424.58)"
"(522.0, 443.0)","(773.0, 417.0)","(587.25439453125, -464.0095520019531, 304.3034362792969)","(522.3, 442.31)","(792.34, 424.43)"
"(512.0, 443.0)","(785.0, 418.0)","(587.1519775390625, -466.5537109375, 304.1681823730469)","(513.1, 440.94)","(784.33, 419.71)"
"(510.0, 438.0)","(788.0, 417.0)","(587.1524658203125, -467.61865234375, 303.8808288574219)","(512.32, 441.55)","(784.87, 419.68)"
"(506.0, 440.0)","(787.0, 419.0)","(586.226806640625, -467.6459045410156, 303.43023681640625)","(508.62, 440.99)","(784.36, 419.32)"
"(503.0, 440.0)","(785.0, 419.0)","(585.30078125, -467.7439880371094, 302.953369140625)","(507.26, 441.17)","(785.32, 419.75)"
"(505.0, 441.0)","(790.0, 419.0)","(586.5091552734375, -468.0504150390625, 303.6361999511719)","(506.31, 440.93)","(785.92, 420.19)"
"(504.0, 441.0)","(794.0, 419.0)","(586.9374389648438, -468.6562194824219, 303.8492126464844)","(505.12, 440.67)","(787.43, 421.55)"
"(490.0, 441.0)","(803.0, 422.0)","(585.5269165039062, -471.137451171875, 302.9368896484375)","(490.93, 439.16)","(808.05, 424.2)"
"(487.0, 439.0)","(806.0, 424.0)","(585.381103515625, -471.85589599609375, 302.6163330078125)","(489.72, 438.94)","(808.53, 424.12)"
"(485.0, 438.0)","(809.0, 423.0)","(585.4122924804688, -472.6068115234375, 302.61065673828125)","(487.57, 438.78)","(808.72, 424.15)"
"(484.0, 438.0)","(810.0, 423.0)","(585.3626708984375, -472.843994140625, 302.5824279785156)","(486.32, 438.92)","(808.24, 424.07)"
"(483.0, 436.0)","(813.0, 423.0)","(585.5975341796875, -473.48431396484375, 302.56353759765625)","(485.54, 438.8)","(808.76, 424.04)"
"(482.0, 436.0)","(813.0, 423.0)","(585.3912353515625, -473.5986022949219, 302.4562683105469)","(483.95, 437.96)","(808.82, 423.93)"
"(482.0, 440.0)","(811.0, 426.0)","(585.1738891601562, -472.8131408691406, 302.4590148925781)","(483.1, 437.77)","(809.35, 424.18)"
"(481.0, 436.0)","(811.0, 424.0)","(584.8871459960938, -473.3924865722656, 302.147216796875)","(481.1, 437.53)","(809.62, 424.29)"
"(477.0, 436.0)","(812.0, 423.0)","(584.2045288085938, -474.0475158691406, 301.84173583984375)","(479.61, 434.87)","(810.29, 424.42)"
"(456.0, 434.0)","(835.0, 428.0)","(583.4398193359375, -479.05413818359375, 300.99560546875)","(457.79, 433.53)","(837.63, 427.21)"
"(455.0, 432.0)","(836.0, 427.0)","(583.338134765625, -479.523681640625, 300.8575134277344)","(455.52, 433.36)","(834.43, 426.74)"
"(453.0, 435.0)","(845.0, 427.0)","(584.3453979492188, -480.618896484375, 301.5606994628906)","(454.41, 433.32)","(834.79, 426.73)"
"(449.0, 436.0)","(845.0, 427.0)","(583.52294921875, -480.9953918457031, 301.2005920410156)","(452.55, 433.05)","(838.17, 427.4)"
"(451.0, 432.0)","(846.0, 427.0)","(584.0302734375, -481.2070617675781, 301.1925354003906)","(451.02, 433.43)","(839.61, 427.41)"
"(449.0, 436.0)","(846.0, 427.0)","(583.6757202148438, -481.11822509765625, 301.277587890625)","(450.0, 433.23)","(839.43, 427.57)"
"(447.0, 432.0)","(848.0, 428.0)","(583.5110473632812, -481.8344421386719, 300.8665466308594)","(449.41, 433.06)","(836.24, 427.52)"
"(445.0, 434.0)","(859.0, 427.0)","(584.7841186523438, -483.3279724121094, 301.6875)","(446.8, 432.84)","(846.16, 428.46)"
"(442.0, 435.0)","(858.0, 430.0)","(584.0634765625, -483.24639892578125, 301.22869873046875)","(445.2, 432.69)","(846.88, 428.48)"
"(440.0, 432.0)","(851.0, 430.0)","(582.52734375, -482.85247802734375, 300.2456359863281)","(444.1, 432.48)","(847.71, 428.57)"
"(441.0, 435.0)","(848.0, 428.0)","(582.30078125, -482.2800598144531, 300.43975830078125)","(442.91, 432.6)","(848.21, 428.52)"
"(440.0, 431.0)","(854.0, 427.0)","(582.9178466796875, -483.5210876464844, 300.5274658203125)","(441.92, 432.3)","(847.67, 428.5)"
"(438.0, 430.0)","(855.0, 431.0)","(582.6947021484375, -483.65625, 300.13671875)","(440.78, 431.91)","(847.72, 428.44)"
"(438.0, 432.0)","(854.0, 426.0)","(582.4974365234375, -483.7430114746094, 300.4277648925781)","(439.71, 431.57)","(850.86, 428.72)"
"(435.0, 428.0)","(856.0, 427.0)","(582.1141967773438, -484.5743408203125, 299.90216064453125)","(438.22, 431.5)","(850.22, 428.87)"
"(436.0, 431.0)","(860.0, 427.0)","(582.9823608398438, -484.7123107910156, 300.5462951660156)","(436.66, 431.31)","(851.15, 428.93)"
"(432.0, 427.0)","(857.0, 430.0)","(581.6627197265625, -484.8975524902344, 299.4444885253906)","(434.87, 431.78)","(852.91, 428.89)"
"(434.0, 431.0)","(860.0, 430.0)","(582.6083984375, -484.7193298339844, 300.19854736328125)","(434.22, 431.53)","(856.64, 429.01)"
"(432.0, 434.0)","(863.0, 428.0)","(582.658935546875, -485.2236022949219, 300.52252197265625)","(433.5, 431.1)","(858.33, 428.82)"
"(429.0, 430.0)","(865.0, 428.0)","(582.2540283203125, -486.1278381347656, 300.036865234375)","(432.12, 430.44)","(860.0, 429.08)"
"(431.0, 432.0)","(866.0, 430.0)","(582.8976440429688, -485.71746826171875, 300.4018249511719)","(431.53, 430.34)","(860.51, 429.33)"
"(426.0, 427.0)","(867.0, 432.0)","(581.9308471679688, -486.659912109375, 299.4570617675781)","(430.06, 430.0)","(862.3, 429.62)"
"(427.0, 427.0)","(870.0, 430.0)","(582.5608520507812, -487.0607604980469, 299.878662109375)","(428.03, 429.84)","(864.18, 429.35)"
"(424.0, 432.0)","(871.0, 430.0)","(582.165283203125, -487.1264953613281, 300.009521484375)","(425.32, 430.04)","(865.08, 429.28)"
"(423.0, 430.0)","(868.0, 431.0)","(581.4825439453125, -486.9580993652344, 299.47589111328125)","(424.6, 430.18)","(867.32, 429.61)"
"(422.0, 431.0)","(867.0, 431.0)","(581.1387329101562, -486.86956787109375, 299.3674011230469)","(424.07, 430.21)","(867.94, 429.95)"
"(419.0, 432.0)","(870.0, 427.0)","(580.90234375, -487.791259765625, 299.5088195800781)","(423.68, 429.62)","(868.5, 430.03)"
"(419.0, 428.0)","(874.0, 430.0)","(581.477294921875, -488.3809509277344, 299.3739929199219)","(423.32, 429.63)","(869.84, 429.96)"
"(420.0, 428.0)","(872.0, 426.0)","(581.3226928710938, -488.3144836425781, 299.5018310546875)","(423.23, 429.61)","(870.94, 429.43)"
"(417.0, 430.0)","(874.0, 430.0)","(581.0890502929688, -488.4487609863281, 299.3079528808594)","(420.97, 429.71)","(872.07, 429.32)"
"(416.0, 427.0)","(874.0, 430.0)","(580.8193969726562, -488.8016357421875, 298.9645080566406)","(417.33, 430.07)","(872.09, 428.68)"
"(414.0, 427.0)","(876.0, 432.0)","(580.7261962890625, -489.12799072265625, 298.8096618652344)","(413.79, 430.48)","(873.74, 428.48)"
"(411.0, 427.0)","(876.0, 430.0)","(580.0518798828125, -489.61480712890625, 298.5610046386719)","(412.71, 430.14)","(876.47, 429.42)"
"(412.0, 430.0)","(878.0, 428.0)","(580.5857543945312, -489.6525573730469, 299.13848876953125)","(412.41, 429.74)","(877.82, 429.41)"
"(412.0, 428.0)","(881.0, 430.0)","(581.0288696289062, -490.0339660644531, 299.1240234375)","(412.4, 429.59)","(879.24, 429.26)"
"(411.0, 430.0)","(881.0, 428.0)","(580.8190307617188, -490.133544921875, 299.2523498535156)","(411.62, 428.94)","(879.47, 429.04)"
"(410.0, 430.0)","(882.0, 430.0)","(580.7891845703125, -490.2239685058594, 299.1329345703125)","(410.28, 429.52)","(881.0, 428.99)"
"(410.0, 427.0)","(883.0, 427.0)","(580.82666015625, -490.80413818359375, 299.0979919433594)","(408.35, 427.35)","(881.84, 428.86)"
"(406.0, 426.0)","(885.0, 432.0)","(580.3359985351562, -491.2193603515625, 298.5171813964844)","(407.9, 427.32)","(883.8, 429.74)"
"(406.0, 424.0)","(887.0, 430.0)","(580.5570678710938, -491.7696838378906, 298.5919494628906)","(406.74, 427.31)","(884.62, 429.81)"
"(406.0, 426.0)","(886.0, 428.0)","(580.4131469726562, -491.6325988769531, 298.75701904296875)","(406.02, 427.16)","(886.08, 429.76)"
"(401.0, 426.0)","(887.0, 426.0)","(579.4530639648438, -492.4673156738281, 298.35662841796875)","(404.36, 426.98)","(887.37, 429.61)"
"(402.0, 424.0)","(892.0, 432.0)","(580.474365234375, -492.69085693359375, 298.43560791015625)","(399.94, 425.81)","(888.23, 429.52)"
"(400.0, 430.0)","(893.0, 427.0)","(580.2236938476562, -492.9229431152344, 298.9645080566406)","(397.36, 425.34)","(889.8, 429.39)"
"(397.0, 424.0)","(892.0, 432.0)","(579.3993530273438, -493.2580261230469, 297.8775939941406)","(394.31, 424.66)","(891.15, 429.45)"
"(395.0, 423.0)","(892.0, 431.0)","(578.9305419921875, -493.6375732421875, 297.6163024902344)","(392.67, 424.47)","(893.16, 429.67)"
"(389.0, 427.0)","(892.0, 428.0)","(577.6683349609375, -494.21417236328125, 297.3844909667969)","(391.34, 424.27)","(894.23, 429.5)"
"(391.0, 426.0)","(895.0, 430.0)","(578.5545043945312, -494.28997802734375, 297.6686706542969)","(390.15, 424.06)","(895.45, 429.29)"
"(390.0, 427.0)","(893.0, 428.0)","(578.0299682617188, -494.2231750488281, 297.56988525390625)","(389.12, 424.18)","(897.58, 429.33)"
"(390.0, 426.0)","(898.0, 427.0)","(578.7237548828125, -494.9869689941406, 297.8999328613281)","(388.11, 424.0)","(898.3, 429.17)"
"(389.0, 423.0)","(900.0, 427.0)","(578.737548828125, -495.5853271484375, 297.69683837890625)","(387.29, 423.93)","(899.92, 429.87)"
"(388.0, 424.0)","(900.0, 428.0)","(578.5615234375, -495.5462341308594, 297.62371826171875)","(386.2, 423.84)","(901.07, 429.79)"
"(383.0, 421.0)","(904.0, 428.0)","(578.0003662109375, -496.84234619140625, 297.1166076660156)","(383.82, 423.67)","(901.99, 429.6)"
"(382.0, 424.0)","(903.0, 430.0)","(577.740966796875, -496.4482421875, 297.08984375)","(382.08, 423.39)","(904.23, 429.48)"
"(381.0, 422.0)","(907.0, 428.0)","(578.0260009765625, -497.3549499511719, 297.1909484863281)","(380.82, 423.38)","(906.3, 429.48)"
"(381.0, 421.0)","(906.0, 426.0)","(577.8204956054688, -497.45703125, 297.117919921875)","(379.5, 423.22)","(907.97, 430.07)"
"(378.0, 422.0)","(913.0, 427.0)","(578.2286987304688, -498.49951171875, 297.3310546875)","(378.71, 423.09)","(908.27, 429.79)"
"(377.0, 424.0)","(912.0, 427.0)","(577.9104614257812, -498.3296813964844, 297.3055419921875)","(377.43, 423.18)","(908.89, 429.79)"
"(375.0, 421.0)","(909.0, 427.0)","(576.9739379882812, -498.4304504394531, 296.62060546875)","(375.49, 423.15)","(910.33, 429.52)"
"(375.0, 423.0)","(913.0, 427.0)","(577.5986938476562, -498.7582092285156, 297.07244873046875)","(374.25, 423.15)","(912.31, 429.29)"
"(373.0, 422.0)","(914.0, 430.0)","(577.3446044921875, -498.9718017578125, 296.7196960449219)","(373.44, 423.31)","(913.77, 429.38)"
"(373.0, 423.0)","(915.0, 430.0)","(577.5121459960938, -499.0136413574219, 296.8728332519531)","(372.51, 423.26)","(914.3, 429.28)"
"(369.0, 424.0)","(914.0, 428.0)","(576.48095703125, -499.4063415527344, 296.508056640625)","(371.85, 423.26)","(915.61, 429.92)"
"(368.0, 424.0)","(919.0, 428.0)","(576.9859619140625, -500.1300964355469, 296.75799560546875)","(370.66, 422.99)","(915.79, 429.28)"
"(370.0, 423.0)","(919.0, 427.0)","(577.3794555664062, -500.05615234375, 296.9435119628906)","(369.82, 422.83)","(916.89, 429.66)"
"(363.0, 422.0)","(920.0, 430.0)","(576.033447265625, -500.8347473144531, 296.0238952636719)","(368.6, 422.84)","(917.97, 429.47)"
"(366.0, 424.0)","(919.0, 428.0)","(576.550048828125, -500.35589599609375, 296.5315246582031)","(367.06, 422.82)","(919.64, 429.35)"
"(363.0, 422.0)","(919.0, 428.0)","(575.849853515625, -500.8555603027344, 296.0303649902344)","(366.06, 423.1)","(920.05, 429.12)"
"(365.0, 423.0)","(923.0, 430.0)","(576.925537109375, -500.8949890136719, 296.5484313964844)","(365.23, 423.15)","(922.01, 429.34)"
"(360.0, 422.0)","(922.0, 431.0)","(575.6864624023438, -501.3463439941406, 295.7890319824219)","(364.28, 423.12)","(921.42, 428.72)"
"(360.0, 424.0)","(923.0, 430.0)","(575.85693359375, -501.3788757324219, 296.06219482421875)","(363.41, 422.82)","(923.47, 429.47)"
"(361.0, 423.0)","(923.0, 427.0)","(575.9920043945312, -501.5604553222656, 296.212646484375)","(362.75, 422.61)","(924.54, 429.82)"
"(360.0, 421.0)","(925.0, 430.0)","(576.0740356445312, -501.8645935058594, 295.9637451171875)","(362.48, 422.52)","(926.21, 429.63)"
"(358.0, 419.0)","(929.0, 427.0)","(576.1021728515625, -502.9533996582031, 295.97906494140625)","(359.19, 419.38)","(927.5, 429.52)"
"(358.0, 421.0)","(931.0, 434.0)","(576.5790405273438, -502.5384521484375, 296.0123596191406)","(356.88, 419.24)","(929.85, 429.77)"
"(354.0, 421.0)","(928.0, 428.0)","(575.1505126953125, -503.0501403808594, 295.57568359375)","(355.06, 419.06)","(931.05, 429.83)"
"(354.0, 422.0)","(933.0, 432.0)","(575.9716796875, -503.29571533203125, 295.8603820800781)","(355.09, 421.82)","(932.18, 430.45)"
"(353.0, 423.0)","(933.0, 427.0)","(575.6740112304688, -503.68292236328125, 296.02252197265625)","(354.74, 421.83)","(932.67, 430.42)"
"(352.0, 422.0)","(937.0, 427.0)","(576.0018920898438, -504.3642883300781, 296.1139221191406)","(352.56, 419.42)","(934.61, 430.37)"
"(350.0, 423.0)","(938.0, 426.0)","(575.7085571289062, -504.7018127441406, 296.0775146484375)","(350.75, 419.65)","(938.76, 430.55)"
"(348.0, 421.0)","(941.0, 428.0)","(575.6881713867188, -505.3124694824219, 295.8224792480469)","(349.62, 419.46)","(940.03, 431.11)"
"(346.0, 419.0)","(940.0, 428.0)","(575.0552978515625, -505.5767822265625, 295.3579406738281)","(348.07, 419.33)","(939.78, 431.01)"
"(346.0, 422.0)","(940.0, 427.0)","(575.10888671875, -505.4056701660156, 295.6424865722656)","(347.39, 421.66)","(941.25, 431.11)"
"(345.0, 419.0)","(943.0, 430.0)","(575.3032836914062, -505.9139099121094, 295.3805847167969)","(344.68, 418.8)","(943.29, 430.99)"
"(344.0, 422.0)","(945.0, 428.0)","(575.400146484375, -506.1701354980469, 295.7320251464844)","(343.64, 418.55)","(944.15, 430.81)"
"(342.0, 422.0)","(944.0, 426.0)","(574.7744750976562, -506.4141845703125, 295.508056640625)","(342.69, 418.71)","(948.04, 431.42)"
"(341.0, 421.0)","(946.0, 428.0)","(574.8543090820312, -506.71002197265625, 295.3768615722656)","(341.39, 418.92)","(949.41, 431.47)"
"(341.0, 422.0)","(950.0, 427.0)","(575.4262084960938, -507.1880798339844, 295.7825012207031)","(340.35, 418.75)","(949.34, 431.37)"
"(338.0, 423.0)","(948.0, 428.0)","(574.5254516601562, -507.13006591796875, 295.33935546875)","(338.52, 419.09)","(950.37, 431.42)"
"(339.0, 422.0)","(950.0, 426.0)","(574.962158203125, -507.4831848144531, 295.59063720703125)","(338.76, 421.08)","(952.45, 431.47)"
"(340.0, 422.0)","(953.0, 427.0)","(575.6304321289062, -507.6666259765625, 295.8811950683594)","(335.7, 418.2)","(953.06, 431.23)"
"(338.0, 422.0)","(955.0, 430.0)","(575.5347900390625, -507.92431640625, 295.6786804199219)","(334.98, 418.18)","(954.91, 431.26)"
"(337.0, 426.0)","(953.0, 431.0)","(575.153564453125, -507.400390625, 295.7125244140625)","(333.68, 418.42)","(956.08, 431.44)"
"(337.0, 422.0)","(955.0, 428.0)","(575.2699584960938, -508.1771545410156, 295.63970947265625)","(331.43, 418.17)","(957.21, 431.35)"
"(335.0, 423.0)","(960.0, 431.0)","(575.6245727539062, -508.7210388183594, 295.7330017089844)","(330.11, 417.69)","(957.89, 431.32)"
"(330.0, 423.0)","(961.0, 432.0)","(574.6758422851562, -509.333740234375, 295.188720703125)","(329.12, 417.9)","(958.99, 431.3)"
"(329.0, 421.0)","(961.0, 431.0)","(574.3787841796875, -509.6770324707031, 294.9452819824219)","(327.78, 417.91)","(961.7, 431.26)"
"(328.0, 421.0)","(965.0, 430.0)","(574.6976318359375, -510.347412109375, 295.1501770019531)","(325.95, 418.08)","(962.89, 431.28)"
"(324.0, 418.0)","(963.0, 424.0)","(573.312744140625, -511.21356201171875, 294.5208740234375)","(324.57, 418.24)","(964.51, 431.46)"
"(324.0, 422.0)","(964.0, 430.0)","(573.6920166015625, -510.5931091308594, 294.69976806640625)","(323.66, 418.11)","(965.14, 431.43)"
"(322.0, 421.0)","(965.0, 430.0)","(573.3598022460938, -511.019775390625, 294.4554443359375)","(321.12, 417.69)","(967.09, 431.46)"
"(320.0, 419.0)","(969.0, 430.0)","(573.4194946289062, -511.8929443359375, 294.3377380371094)","(319.29, 417.84)","(967.94, 431.39)"
"(323.0, 419.0)","(970.0, 430.0)","(574.2303466796875, -511.6789245605469, 294.75628662109375)","(318.4, 418.12)","(969.82, 431.38)"
"(319.0, 424.0)","(973.0, 428.0)","(573.8474731445312, -512.229248046875, 294.99554443359375)","(317.96, 418.36)","(972.19, 431.52)"
"(246.0, 419.0)","(1042.0, 435.0)","(566.6805419921875, -528.6649780273438, 290.42108154296875)","(247.38, 422.83)","(1042.12, 433.6)"
"(240.0, 419.0)","(1039.0, 431.0)","(564.7911376953125, -529.233154296875, 289.6380920410156)","(246.44, 422.79)","(1042.65, 433.48)"
"(224.0, 419.0)","(1060.0, 430.0)","(563.807373046875, -533.6013793945312, 289.12384033203125)","(225.4, 423.84)","(1058.21, 432.27)"
"(222.0, 421.0)","(1061.0, 430.0)","(563.5416870117188, -533.780517578125, 289.1247253417969)","(223.99, 423.68)","(1058.57, 431.88)"
"(224.0, 422.0)","(1061.0, 430.0)","(564.044189453125, -533.4796752929688, 289.45635986328125)","(223.68, 423.67)","(1059.27, 431.65)"
"(224.0, 419.0)","(1061.0, 430.0)","(563.9380493164062, -533.721923828125, 289.18927001953125)","(223.18, 423.65)","(1059.54, 431.37)"
"(222.0, 423.0)","(1062.0, 430.0)","(563.7431030273438, -533.7396850585938, 289.3681945800781)","(222.39, 423.36)","(1060.18, 430.93)"
"(220.0, 423.0)","(1063.0, 430.0)","(563.4061889648438, -534.0802001953125, 289.1907958984375)","(221.79, 423.61)","(1061.02, 430.62)"
"(221.0, 421.0)","(1066.0, 430.0)","(563.9599609375, -534.4932250976562, 289.3300476074219)","(221.2, 423.64)","(1062.29, 430.5)"
"(220.0, 419.0)","(1066.0, 430.0)","(563.6542358398438, -534.7647094726562, 289.02972412109375)","(221.19, 423.86)","(1063.7, 430.62)"
"(220.0, 424.0)","(1067.0, 430.0)","(563.9634399414062, -534.4818725585938, 289.54144287109375)","(219.87, 424.19)","(1065.87, 430.6)"
"(217.0, 423.0)","(1067.0, 429.0)","(563.1979370117188, -534.9579467773438, 289.12042236328125)","(218.34, 424.3)","(1066.96, 430.57)"
"(215.0, 422.0)","(1069.0, 429.0)","(562.9530639648438, -535.4992065429688, 288.917724609375)","(216.77, 424.53)","(1068.35, 430.31)"
"(212.0, 424.0)","(1073.0, 430.0)","(562.8674926757812, -536.0830688476562, 288.95794677734375)","(211.99, 425.25)","(1073.05, 431.37)"
"(208.0, 424.0)","(1074.0, 430.0)","(562.05712890625, -536.6422729492188, 288.5345764160156)","(211.39, 425.58)","(1075.06, 431.49)"
"(206.0, 424.0)","(1077.0, 429.0)","(561.9461669921875, -537.2877807617188, 288.5169677734375)","(207.21, 425.77)","(1077.09, 431.22)"
"(204.0, 426.0)","(1077.0, 430.0)","(561.576904296875, -537.2805786132812, 288.4193420410156)","(205.76, 425.94)","(1078.18, 430.93)"
"(204.0, 426.0)","(1079.0, 430.0)","(561.8343505859375, -537.5208129882812, 288.5484619140625)","(205.06, 426.25)","(1079.2, 430.92)"
"(199.0, 427.0)","(1080.0, 430.0)","(560.8220825195312, -538.1083984375, 288.0908203125)","(204.1, 425.94)","(1079.81, 430.85)"
"(199.0, 424.0)","(1080.0, 430.0)","(560.7105712890625, -538.3501586914062, 287.82080078125)","(202.26, 425.92)","(1080.21, 430.78)"
"(201.0, 427.0)","(1082.0, 430.0)","(561.55029296875, -538.12939453125, 288.4645690917969)","(201.08, 425.85)","(1081.52, 431.09)"
"(199.0, 421.0)","(1083.0, 430.0)","(560.982666015625, -538.9520263671875, 287.7425231933594)","(199.72, 425.85)","(1082.61, 431.27)"
"(196.0, 427.0)","(1087.0, 430.0)","(561.0106201171875, -539.276611328125, 288.1725769042969)","(195.1, 426.24)","(1087.37, 431.04)"
"(193.0, 426.0)","(1088.0, 430.0)","(560.3910522460938, -539.8052368164062, 287.77752685546875)","(192.55, 426.04)","(1088.51, 431.1)"
"(192.0, 428.0)","(1090.0, 430.0)","(560.485107421875, -539.9932861328125, 287.9632568359375)","(191.77, 426.18)","(1089.38, 431.29)"
"(181.0, 424.0)","(1096.0, 430.0)","(558.4825439453125, -542.2356567382812, 286.6252136230469)","(182.62, 426.24)","(1096.09, 431.71)"
"(181.0, 426.0)","(1097.0, 430.0)","(558.6862182617188, -542.1937866210938, 286.87054443359375)","(182.03, 426.47)","(1096.76, 431.66)"
"(180.0, 424.0)","(1099.0, 430.0)","(558.6224975585938, -542.7027587890625, 286.6908264160156)","(180.69, 426.52)","(1098.7, 432.34)"
"(180.0, 422.0)","(1101.0, 431.0)","(558.824951171875, -543.0380859375, 286.6025390625)","(176.77, 425.6)","(1100.62, 433.04)"
"(178.0, 427.0)","(1103.0, 431.0)","(558.79541015625, -543.0921020507812, 286.93743896484375)","(176.44, 425.92)","(1102.1, 434.29)"
"(172.0, 426.0)","(1106.0, 431.0)","(557.7003173828125, -544.1849365234375, 286.2904357910156)","(172.68, 425.87)","(1103.91, 435.9)"
"(172.0, 423.0)","(1107.0, 432.0)","(557.7354736328125, -544.4815063476562, 286.0467224121094)","(171.38, 425.94)","(1105.19, 435.75)"
