Left_2D,Right_2D,Point_3d,Pred_Left,Pred_Right
"(401.0, 430.0)","(879.0, 438.0)","(578.5638427734375, -490.2955017089844, 297.5787353515625)","(402.42, 431.73)","(879.88, 437.42)"
"(406.0, 435.0)","(879.0, 436.0)","(579.691650390625, -489.4750061035156, 298.6031494140625)","(403.14, 431.85)","(878.67, 437.46)"
"(407.0, 432.0)","(875.0, 439.0)","(579.3042602539062, -488.8908386230469, 298.0559997558594)","(404.27, 432.07)","(877.37, 437.5)"
"(407.0, 434.0)","(875.0, 439.0)","(579.3425903320312, -488.7315673828125, 298.2106018066406)","(405.41, 432.19)","(876.66, 437.6)"
"(407.0, 434.0)","(875.0, 438.0)","(579.3251342773438, -488.8045349121094, 298.25262451171875)","(407.07, 432.43)","(875.58, 437.61)"
"(408.0, 431.0)","(875.0, 439.0)","(579.4977416992188, -488.8569030761719, 298.0889587402344)","(407.88, 432.63)","(874.15, 437.81)"
"(408.0, 432.0)","(878.0, 439.0)","(579.963623046875, -489.145263671875, 298.3910827636719)","(409.43, 432.69)","(872.6, 437.59)"
"(411.0, 432.0)","(872.0, 436.0)","(579.655517578125, -488.2874755859375, 298.398193359375)","(410.9, 432.93)","(871.7, 437.86)"
"(408.0, 432.0)","(870.0, 438.0)","(578.75537109375, -488.23712158203125, 297.8338623046875)","(411.64, 433.23)","(870.27, 437.71)"
"(413.0, 435.0)","(870.0, 440.0)","(579.9066162109375, -487.28350830078125, 298.5304260253906)","(411.97, 433.26)","(869.09, 437.76)"
"(414.0, 434.0)","(865.0, 436.0)","(579.2843017578125, -486.9288635253906, 298.3564758300781)","(413.59, 433.52)","(867.95, 437.85)"
"(415.0, 435.0)","(863.0, 439.0)","(579.265869140625, -486.2703552246094, 298.2651062011719)","(415.04, 433.86)","(867.4, 437.94)"
"(416.0, 435.0)","(865.0, 438.0)","(579.759765625, -486.475341796875, 298.5680236816406)","(416.08, 434.02)","(865.95, 438.15)"
"(420.0, 436.0)","(863.0, 436.0)","(580.2900390625, -485.84228515625, 299.017333984375)","(417.66, 433.98)","(864.02, 438.13)"
"(419.0, 435.0)","(863.0, 438.0)","(580.0941772460938, -485.8886413574219, 298.7460021972656)","(418.63, 434.19)","(863.1, 438.06)"
"(419.0, 436.0)","(859.0, 439.0)","(579.52880859375, -485.244873046875, 298.4775390625)","(419.89, 434.47)","(861.98, 437.94)"
"(422.0, 435.0)","(858.0, 438.0)","(579.9764404296875, -484.93359375, 298.6962890625)","(421.09, 434.61)","(860.86, 438.01)"
"(425.0, 438.0)","(858.0, 439.0)","(580.67822265625, -484.2806091308594, 299.2098083496094)","(422.53, 434.78)","(859.77, 438.2)"
"(424.0, 436.0)","(855.0, 438.0)","(579.964111328125, -484.2583312988281, 298.76373291015625)","(423.19, 434.81)","(858.13, 438.48)"
"(426.0, 436.0)","(858.0, 438.0)","(580.8370971679688, -484.39892578125, 299.2097473144531)","(426.87, 437.04)","(855.68, 438.38)"
"(426.0, 435.0)","(852.0, 438.0)","(579.9154663085938, -483.7418518066406, 298.6783447265625)","(428.48, 437.87)","(855.09, 438.27)"
"(427.0, 435.0)","(852.0, 438.0)","(580.1256103515625, -483.6279296875, 298.7873229980469)","(429.71, 438.05)","(854.02, 436.21)"
"(430.0, 436.0)","(850.0, 434.0)","(580.4065551757812, -483.2562255859375, 299.2102966308594)","(427.29, 435.54)","(854.75, 434.51)"
"(428.0, 434.0)","(851.0, 431.0)","(580.0543212890625, -483.9866943359375, 299.044677734375)","(428.33, 434.7)","(854.72, 433.77)"
"(428.0, 434.0)","(853.0, 428.0)","(580.306884765625, -484.45263671875, 299.32452392578125)","(429.92, 434.11)","(855.61, 432.74)"
"(431.0, 435.0)","(854.0, 434.0)","(581.20361328125, -483.7125549316406, 299.5476379394531)","(431.78, 433.35)","(857.53, 432.49)"
"(432.0, 432.0)","(854.0, 432.0)","(581.3297729492188, -483.9842529296875, 299.5140380859375)","(432.35, 432.59)","(856.74, 432.16)"
"(434.0, 434.0)","(854.0, 431.0)","(581.7693481445312, -483.6713562011719, 299.92816162109375)","(433.08, 432.66)","(856.02, 432.14)"
"(432.0, 432.0)","(850.0, 431.0)","(580.7098999023438, -483.5674743652344, 299.25299072265625)","(433.93, 432.79)","(854.95, 432.05)"
"(435.0, 431.0)","(855.0, 430.0)","(582.0634155273438, -483.9920959472656, 299.9276123046875)","(434.43, 432.86)","(853.32, 431.93)"
"(435.0, 432.0)","(854.0, 430.0)","(581.9293823242188, -483.7899169921875, 299.9278564453125)","(435.78, 432.47)","(852.26, 431.87)"
"(436.0, 435.0)","(851.0, 431.0)","(581.7531127929688, -482.9961853027344, 299.9940490722656)","(436.9, 432.57)","(851.73, 431.94)"
"(438.0, 434.0)","(849.0, 431.0)","(581.853271484375, -482.6023254394531, 299.98358154296875)","(438.35, 432.72)","(850.17, 431.66)"
"(440.0, 430.0)","(847.0, 431.0)","(581.9026489257812, -482.4468078613281, 299.7449645996094)","(439.97, 432.85)","(849.21, 431.5)"
"(441.0, 434.0)","(848.0, 432.0)","(582.3469848632812, -482.06390380859375, 300.19091796875)","(440.63, 432.85)","(848.22, 431.36)"
"(441.0, 432.0)","(847.0, 431.0)","(582.1460571289062, -482.1738586425781, 300.0059509277344)","(441.44, 433.03)","(847.44, 431.35)"
"(443.0, 435.0)","(844.0, 432.0)","(582.1744995117188, -481.26568603515625, 300.1778869628906)","(442.58, 433.32)","(845.8, 431.24)"
"(444.0, 434.0)","(845.0, 431.0)","(582.5042724609375, -481.4277038574219, 300.33111572265625)","(444.62, 432.98)","(845.03, 431.26)"
"(447.0, 434.0)","(845.0, 430.0)","(583.1174926757812, -481.1597900390625, 300.7010498046875)","(445.2, 433.03)","(843.98, 431.25)"
"(444.0, 434.0)","(843.0, 430.0)","(582.1842651367188, -481.2562561035156, 300.22119140625)","(446.94, 433.23)","(843.35, 431.1)"
"(445.0, 431.0)","(843.0, 428.0)","(582.313720703125, -481.52838134765625, 300.18939208984375)","(448.1, 433.43)","(842.4, 431.08)"
"(447.0, 434.0)","(839.0, 428.0)","(582.1719970703125, -480.5715637207031, 300.3272705078125)","(449.05, 433.44)","(840.77, 430.75)"
"(448.0, 432.0)","(838.0, 427.0)","(582.1812133789062, -480.56768798828125, 300.2514953613281)","(450.01, 433.47)","(839.65, 430.58)"
"(451.0, 435.0)","(836.0, 428.0)","(582.5654907226562, -479.6680603027344, 300.6060485839844)","(451.21, 433.75)","(838.6, 430.49)"
"(452.0, 435.0)","(837.0, 430.0)","(582.9572143554688, -479.5283508300781, 300.7040100097656)","(452.99, 433.47)","(836.93, 430.29)"
"(455.0, 434.0)","(833.0, 431.0)","(582.9695434570312, -478.6998596191406, 300.601318359375)","(453.89, 433.62)","(835.97, 430.09)"
"(456.0, 434.0)","(831.0, 427.0)","(582.8118896484375, -478.6376037597656, 300.73065185546875)","(455.5, 433.65)","(832.46, 428.82)"
"(458.0, 436.0)","(833.0, 428.0)","(583.5807495117188, -478.42218017578125, 301.2077331542969)","(456.82, 433.85)","(831.92, 428.93)"
"(455.0, 434.0)","(832.0, 430.0)","(582.8013916015625, -478.6513977050781, 300.5680236816406)","(458.03, 433.96)","(831.26, 429.04)"
"(458.0, 432.0)","(827.0, 428.0)","(582.598876953125, -478.0026550292969, 300.4440612792969)","(458.59, 434.08)","(829.98, 429.08)"
"(460.0, 434.0)","(828.0, 431.0)","(583.2420654296875, -477.5149230957031, 300.75482177734375)","(460.61, 433.99)","(829.36, 429.04)"
"(463.0, 438.0)","(826.0, 428.0)","(583.5733642578125, -476.8341064453125, 301.3543701171875)","(462.04, 434.23)","(828.38, 428.8)"
"(463.0, 435.0)","(828.0, 427.0)","(583.822265625, -477.39111328125, 301.3299560546875)","(462.98, 434.2)","(825.39, 427.87)"
"(465.0, 435.0)","(822.0, 427.0)","(583.3129272460938, -476.42633056640625, 301.0798645019531)","(464.14, 434.24)","(824.38, 427.65)"
"(465.0, 435.0)","(822.0, 428.0)","(583.3270874023438, -476.35162353515625, 301.0354919433594)","(466.13, 436.63)","(823.59, 427.42)"
"(465.0, 431.0)","(820.0, 427.0)","(582.9461059570312, -476.4976806640625, 300.6263122558594)","(467.63, 437.77)","(822.25, 427.35)"
"(469.0, 438.0)","(816.0, 424.0)","(583.2151489257812, -475.2200012207031, 301.3994140625)","(469.57, 437.89)","(820.29, 426.8)"
"(470.0, 435.0)","(817.0, 426.0)","(583.5614624023438, -475.3158874511719, 301.27294921875)","(471.21, 437.68)","(818.57, 426.48)"
"(474.0, 436.0)","(815.0, 423.0)","(584.05078125, -474.75860595703125, 301.75439453125)","(472.02, 437.5)","(817.18, 426.36)"
"(476.0, 438.0)","(810.0, 426.0)","(583.7562866210938, -473.53375244140625, 301.5914001464844)","(474.51, 437.8)","(816.29, 426.23)"
"(476.0, 436.0)","(811.0, 427.0)","(583.897705078125, -473.7393798828125, 301.4772033691406)","(475.94, 438.15)","(814.22, 425.94)"
"(477.0, 439.0)","(805.0, 424.0)","(583.171875, -472.8768615722656, 301.4702453613281)","(477.17, 438.61)","(812.04, 425.32)"
"(478.0, 439.0)","(811.0, 422.0)","(584.2828369140625, -473.6487731933594, 302.13720703125)","(478.08, 438.84)","(810.87, 424.93)"
"(479.0, 439.0)","(810.0, 423.0)","(584.3468017578125, -473.33685302734375, 302.1209411621094)","(479.05, 439.03)","(809.08, 424.78)"
"(480.0, 438.0)","(808.0, 424.0)","(584.2412109375, -472.98077392578125, 301.9522705078125)","(481.77, 439.02)","(808.73, 424.9)"
"(483.0, 439.0)","(807.0, 427.0)","(584.7553100585938, -472.2109069824219, 302.1322937011719)","(483.57, 439.14)","(806.56, 424.74)"
"(484.0, 440.0)","(808.0, 424.0)","(585.09033203125, -472.365966796875, 302.5270080566406)","(484.74, 439.32)","(804.54, 424.57)"
"(485.0, 436.0)","(800.0, 421.0)","(583.95556640625, -471.8100891113281, 301.84576416015625)","(485.7, 439.27)","(803.21, 424.41)"
"(486.0, 440.0)","(800.0, 423.0)","(584.238037109375, -471.22998046875, 302.15521240234375)","(486.92, 439.49)","(802.48, 423.94)"
"(488.0, 439.0)","(803.0, 422.0)","(585.091064453125, -471.5234069824219, 302.5769958496094)","(489.37, 439.68)","(800.86, 423.55)"
"(488.0, 440.0)","(798.0, 419.0)","(584.2832641601562, -471.0566711425781, 302.391845703125)","(490.58, 439.64)","(799.82, 423.35)"
"(489.0, 439.0)","(796.0, 424.0)","(584.2262573242188, -470.39898681640625, 302.0401916503906)","(491.18, 439.66)","(798.44, 423.3)"
"(493.0, 439.0)","(796.0, 424.0)","(585.0435180664062, -469.9409484863281, 302.46502685546875)","(492.28, 439.54)","(797.46, 423.26)"
"(492.0, 439.0)","(796.0, 422.0)","(584.8138427734375, -470.2061767578125, 302.4499816894531)","(494.05, 439.81)","(796.48, 423.2)"
"(495.0, 439.0)","(792.0, 422.0)","(584.7987670898438, -469.37164306640625, 302.451904296875)","(495.64, 440.0)","(795.84, 423.2)"
"(497.0, 440.0)","(791.0, 422.0)","(585.0613403320312, -468.941162109375, 302.6573486328125)","(496.47, 439.98)","(794.6, 422.84)"
"(499.0, 438.0)","(790.0, 423.0)","(585.2998046875, -468.6708679199219, 302.59869384765625)","(497.85, 440.26)","(793.34, 422.57)"
"(499.0, 440.0)","(791.0, 423.0)","(585.4813232421875, -468.6366271972656, 302.823486328125)","(498.87, 440.52)","(791.1, 422.23)"
"(500.0, 440.0)","(790.0, 423.0)","(585.5274658203125, -468.39923095703125, 302.8498840332031)","(499.87, 440.79)","(789.45, 422.01)"
"(501.0, 440.0)","(790.0, 421.0)","(585.7066040039062, -468.4357604980469, 303.04766845703125)","(501.03, 440.62)","(788.6, 421.79)"
"(502.0, 441.0)","(788.0, 421.0)","(585.6066284179688, -467.9971618652344, 303.0669250488281)","(502.72, 440.87)","(788.1, 421.73)"
"(503.0, 438.0)","(786.0, 421.0)","(585.4592895507812, -467.8725280761719, 302.7959899902344)","(503.85, 440.97)","(786.97, 421.03)"
"(503.0, 441.0)","(786.0, 422.0)","(585.5062866210938, -467.5613098144531, 302.96722412109375)","(504.51, 440.98)","(786.1, 420.81)"
"(504.0, 440.0)","(786.0, 419.0)","(585.661865234375, -467.752197265625, 303.1387939453125)","(505.64, 441.24)","(784.07, 420.4)"
"(505.0, 443.0)","(785.0, 419.0)","(585.74169921875, -467.2796325683594, 303.3819274902344)","(506.41, 441.42)","(783.09, 420.43)"
"(507.0, 441.0)","(781.0, 422.0)","(585.5275268554688, -466.4887390136719, 302.9904479980469)","(507.46, 441.59)","(781.86, 420.36)"
"(508.0, 441.0)","(781.0, 419.0)","(585.695068359375, -466.6015319824219, 303.2347717285156)","(508.76, 441.25)","(779.56, 419.37)"
"(509.0, 439.0)","(777.0, 418.0)","(585.2305908203125, -466.2286682128906, 302.9226379394531)","(510.48, 441.66)","(778.48, 419.1)"
"(510.0, 443.0)","(776.0, 422.0)","(585.3644409179688, -465.3739318847656, 303.0500183105469)","(511.77, 441.88)","(777.33, 419.0)"
"(513.0, 443.0)","(776.0, 419.0)","(585.9364624023438, -465.2578430175781, 303.5051574707031)","(513.13, 442.03)","(776.61, 418.8)"
"(514.0, 441.0)","(777.0, 419.0)","(586.2760009765625, -465.42254638671875, 303.5469055175781)","(513.89, 441.94)","(776.08, 418.69)"
"(515.0, 440.0)","(776.0, 418.0)","(586.2971801757812, -465.3393859863281, 303.5465393066406)","(514.72, 442.09)","(775.83, 418.63)"
"(518.0, 440.0)","(775.0, 418.0)","(586.744873046875, -464.87249755859375, 303.781982421875)","(515.86, 442.28)","(774.64, 418.51)"
"(517.0, 443.0)","(770.0, 419.0)","(585.7894287109375, -464.0623474121094, 303.44329833984375)","(518.05, 442.11)","(772.39, 417.76)"
"(519.0, 444.0)","(769.0, 413.0)","(585.9773559570312, -464.0884094238281, 303.9247741699219)","(518.94, 442.09)","(770.7, 417.36)"
"(521.0, 443.0)","(769.0, 419.0)","(586.4359130859375, -463.4806823730469, 303.7820739746094)","(520.11, 442.3)","(769.76, 417.19)"
"(520.0, 441.0)","(768.0, 415.0)","(586.0106811523438, -463.9336242675781, 303.6409912109375)","(521.22, 442.39)","(768.21, 417.01)"
"(521.0, 440.0)","(768.0, 417.0)","(586.2238159179688, -463.744873046875, 303.580810546875)","(522.11, 442.35)","(767.17, 417.0)"
"(522.0, 443.0)","(768.0, 415.0)","(586.4340209960938, -463.5477294921875, 303.993896484375)","(522.76, 442.59)","(766.18, 416.94)"
"(521.0, 443.0)","(765.0, 417.0)","(585.7756958007812, -463.141845703125, 303.55352783203125)","(524.28, 442.45)","(765.09, 416.74)"
"(525.0, 444.0)","(766.0, 417.0)","(586.749755859375, -462.7275390625, 304.1241149902344)","(525.91, 442.87)","(763.91, 416.58)"
"(524.0, 444.0)","(765.0, 417.0)","(586.3887329101562, -462.719482421875, 303.93865966796875)","(527.34, 442.85)","(763.03, 416.16)"
"(528.0, 443.0)","(761.0, 414.0)","(586.5104370117188, -462.0763244628906, 304.10369873046875)","(528.41, 445.27)","(762.36, 416.03)"
"(528.0, 445.0)","(762.0, 414.0)","(586.68994140625, -462.0429382324219, 304.326904296875)","(529.8, 445.28)","(761.46, 415.89)"
"(526.0, 441.0)","(761.0, 415.0)","(586.10009765625, -462.3859558105469, 303.7052001953125)","(531.26, 445.55)","(761.41, 415.91)"
"(529.0, 444.0)","(759.0, 417.0)","(586.4313354492188, -461.4089050292969, 303.9755554199219)","(532.09, 446.33)","(760.81, 415.98)"
"(535.0, 443.0)","(761.0, 410.0)","(587.8744506835938, -461.5783386230469, 305.0245361328125)","(533.34, 446.57)","(760.33, 416.08)"
"(533.0, 447.0)","(763.0, 417.0)","(587.9046020507812, -461.2076721191406, 304.9304504394531)","(534.22, 446.81)","(759.14, 416.17)"
"(533.0, 447.0)","(758.0, 415.0)","(587.079345703125, -460.7460021972656, 304.6186828613281)","(535.56, 446.65)","(757.56, 416.33)"
"(537.0, 441.0)","(758.0, 415.0)","(587.8253173828125, -460.7544860839844, 304.6109313964844)","(538.37, 447.1)","(757.02, 416.37)"
"(539.0, 447.0)","(755.0, 415.0)","(587.796142578125, -459.6889953613281, 304.99920654296875)","(539.77, 447.15)","(754.66, 415.36)"
"(541.0, 448.0)","(757.0, 413.0)","(588.5084838867188, -459.78057861328125, 305.5370178222656)","(541.9, 447.12)","(751.05, 415.01)"
"(543.0, 451.0)","(750.0, 413.0)","(587.8011474609375, -458.4583740234375, 305.3830261230469)","(542.87, 447.44)","(745.38, 411.82)"
"(542.0, 445.0)","(748.0, 408.0)","(587.1790161132812, -459.1768493652344, 304.9328918457031)","(544.42, 447.69)","(744.36, 411.51)"
"(546.0, 448.0)","(747.0, 412.0)","(587.8778076171875, -458.0549621582031, 305.2860107421875)","(546.0, 447.87)","(743.99, 411.36)"
"(547.0, 449.0)","(746.0, 411.0)","(587.9136352539062, -457.8164367675781, 305.4259033203125)","(546.83, 448.02)","(743.45, 411.27)"
"(548.0, 447.0)","(744.0, 411.0)","(587.7716674804688, -457.6112976074219, 305.22528076171875)","(548.42, 447.94)","(742.25, 411.14)"
"(546.0, 449.0)","(742.0, 410.0)","(587.0570678710938, -457.51690673828125, 305.0423889160156)","(549.53, 448.24)","(740.38, 410.42)"
"(552.0, 451.0)","(740.0, 410.0)","(587.9389038085938, -456.42742919921875, 305.63824462890625)","(551.61, 448.48)","(737.85, 409.61)"
"(553.0, 448.0)","(739.0, 410.0)","(587.9512329101562, -456.4223327636719, 305.4500427246094)","(553.89, 448.82)","(736.67, 409.33)"
"(553.0, 449.0)","(738.0, 409.0)","(587.7872314453125, -456.2989501953125, 305.4858093261719)","(555.38, 449.14)","(735.15, 409.06)"
"(555.0, 448.0)","(735.0, 409.0)","(587.6875610351562, -455.7785339355469, 305.3756103515625)","(556.98, 448.96)","(733.54, 408.84)"
"(555.0, 449.0)","(734.0, 408.0)","(587.5233764648438, -455.65521240234375, 305.4112548828125)","(557.87, 449.13)","(732.55, 408.7)"
"(557.0, 448.0)","(734.0, 408.0)","(587.91162109375, -455.5029602050781, 305.54791259765625)","(559.2, 449.33)","(731.66, 408.52)"
"(558.0, 449.0)","(732.0, 408.0)","(587.79052734375, -455.0650634765625, 305.5555419921875)","(560.34, 449.49)","(730.21, 407.67)"
"(558.0, 452.0)","(731.0, 408.0)","(587.6490478515625, -454.7100524902344, 305.6810607910156)","(561.14, 449.57)","(729.32, 407.47)"
"(560.0, 451.0)","(731.0, 407.0)","(588.0281372070312, -454.63470458984375, 305.86627197265625)","(561.72, 449.73)","(728.54, 407.21)"
"(560.0, 451.0)","(728.0, 407.0)","(587.5381469726562, -454.26666259765625, 305.6182556152344)","(562.52, 449.11)","(728.05, 406.97)"
"(564.0, 448.0)","(728.0, 407.0)","(588.3058471679688, -454.03912353515625, 305.8216552734375)","(564.78, 449.73)","(727.1, 406.86)"
"(564.0, 449.0)","(727.0, 406.0)","(588.140869140625, -453.91619873046875, 305.8569030761719)","(566.06, 449.94)","(726.24, 406.9)"
"(565.0, 448.0)","(726.0, 406.0)","(588.16748046875, -453.7560119628906, 305.8076171875)","(567.09, 450.02)","(725.58, 406.86)"
"(565.0, 451.0)","(725.0, 406.0)","(588.0240478515625, -453.401123046875, 305.9322204589844)","(568.14, 450.4)","(724.68, 406.67)"
"(566.0, 448.0)","(724.0, 406.0)","(588.036865234375, -453.3956298828125, 305.74462890625)","(569.45, 449.83)","(722.73, 405.34)"
"(568.0, 448.0)","(722.0, 405.0)","(588.0946655273438, -452.9975891113281, 305.8329162597656)","(570.23, 450.12)","(721.24, 404.92)"
"(570.0, 449.0)","(721.0, 405.0)","(588.3302001953125, -452.5675048828125, 306.0239562988281)","(571.44, 450.63)","(720.48, 404.78)"
"(572.0, 455.0)","(721.0, 404.0)","(588.753173828125, -451.95166015625, 306.69091796875)","(572.98, 450.65)","(718.9, 404.48)"
"(571.0, 451.0)","(719.0, 404.0)","(588.202880859375, -452.1299133300781, 306.1469421386719)","(574.24, 450.66)","(718.11, 404.25)"
"(574.0, 452.0)","(719.0, 404.0)","(588.7979125976562, -451.7077331542969, 306.5228271484375)","(575.2, 450.66)","(716.82, 403.67)"
"(575.0, 452.0)","(718.0, 404.0)","(588.829345703125, -451.47003173828125, 306.5417175292969)","(575.87, 450.57)","(714.67, 402.58)"
"(578.0, 449.0)","(717.0, 404.0)","(589.23486328125, -451.2339782714844, 306.5592041015625)","(576.91, 450.54)","(713.81, 402.55)"
"(579.0, 453.0)","(715.0, 403.0)","(589.1166381835938, -450.6424255371094, 306.81793212890625)","(576.87, 450.29)","(712.68, 403.09)"
"(580.0, 453.0)","(713.0, 402.0)","(588.9746704101562, -450.3596496582031, 306.8022155761719)","(580.04, 454.2)","(710.88, 402.48)"
"(579.0, 452.0)","(714.0, 403.0)","(588.9457397460938, -450.59686279296875, 306.6658630371094)","(581.03, 454.34)","(709.41, 402.09)"
"(581.0, 455.0)","(712.0, 402.0)","(589.01611328125, -449.9679870605469, 306.9571228027344)","(582.24, 454.41)","(708.59, 401.87)"
"(581.0, 452.0)","(710.0, 401.0)","(588.6616821289062, -450.0313720703125, 306.6343688964844)","(583.31, 454.35)","(707.73, 401.66)"
"(583.0, 451.0)","(709.0, 401.0)","(588.8815307617188, -449.75579833984375, 306.6861877441406)","(584.0, 454.27)","(706.86, 400.6)"
"(584.0, 452.0)","(708.0, 400.0)","(588.90966796875, -449.5186767578125, 306.8222351074219)","(585.44, 454.71)","(706.17, 400.37)"
"(586.0, 457.0)","(707.0, 400.0)","(589.1604614257812, -448.7813415527344, 307.282470703125)","(586.8, 455.2)","(704.98, 399.94)"
"(586.0, 452.0)","(706.0, 400.0)","(588.9686889648438, -449.0433349609375, 306.858154296875)","(587.68, 455.4)","(703.64, 399.49)"
"(590.0, 453.0)","(704.0, 399.0)","(589.4147338867188, -448.3386535644531, 307.2148742675781)","(588.71, 455.17)","(702.77, 399.29)"
"(586.0, 455.0)","(701.0, 397.0)","(588.1353149414062, -448.4327697753906, 306.7919616699219)","(590.58, 455.37)","(702.03, 399.25)"
"(592.0, 456.0)","(702.0, 399.0)","(589.4860229492188, -447.63275146484375, 307.45318603515625)","(591.62, 455.77)","(701.27, 399.19)"
"(592.0, 453.0)","(702.0, 398.0)","(589.4652099609375, -447.9411315917969, 307.29974365234375)","(592.92, 455.89)","(700.41, 398.92)"
"(592.0, 452.0)","(701.0, 398.0)","(589.2940673828125, -447.8954772949219, 307.1475830078125)","(593.8, 455.99)","(699.31, 398.68)"
"(592.0, 455.0)","(700.0, 398.0)","(589.14208984375, -447.5422058105469, 307.26690673828125)","(594.57, 456.09)","(697.78, 397.59)"
"(597.0, 455.0)","(698.0, 397.0)","(589.7737426757812, -446.7995910644531, 307.6553039550781)","(595.56, 456.28)","(696.69, 397.42)"
"(596.0, 453.0)","(696.0, 397.0)","(589.2374267578125, -446.82330322265625, 307.2497253417969)","(597.17, 456.28)","(694.76, 396.76)"
"(597.0, 456.0)","(695.0, 396.0)","(589.2716674804688, -446.4331359863281, 307.5195617675781)","(598.45, 456.57)","(693.59, 396.36)"
"(600.0, 456.0)","(694.0, 396.0)","(589.68603515625, -445.9653625488281, 307.7385559082031)","(599.68, 456.7)","(692.45, 395.74)"
"(600.0, 452.0)","(694.0, 396.0)","(589.6691284179688, -446.2724914550781, 307.4684753417969)","(601.03, 456.8)","(691.62, 395.3)"
"(599.0, 456.0)","(692.0, 395.0)","(589.1524047851562, -445.91339111328125, 307.5184326171875)","(601.99, 457.03)","(690.3, 394.6)"
"(601.0, 456.0)","(691.0, 395.0)","(589.3723754882812, -445.5606994628906, 307.63592529296875)","(603.2, 457.39)","(689.5, 394.46)"
"(604.0, 461.0)","(690.0, 394.0)","(589.7987670898438, -444.7882385253906, 308.2406005859375)","(605.03, 457.16)","(688.38, 393.77)"
"(601.0, 456.0)","(691.0, 394.0)","(589.3665161132812, -445.63873291015625, 307.6863708496094)","(604.06, 456.96)","(689.27, 393.84)"
"(602.0, 457.0)","(691.0, 394.0)","(589.56396484375, -445.4469909667969, 307.85479736328125)","(603.29, 457.4)","(690.02, 393.99)"
"(603.0, 458.0)","(692.0, 395.0)","(589.9345092773438, -445.2998046875, 308.0574645996094)","(602.54, 457.24)","(690.51, 394.06)"
"(604.0, 456.0)","(692.0, 395.0)","(590.1200561523438, -445.337890625, 308.0239562988281)","(601.85, 457.01)","(691.02, 394.23)"
"(604.0, 458.0)","(693.0, 395.0)","(590.2954711914062, -445.3072814941406, 308.2434997558594)","(601.2, 456.81)","(691.88, 394.74)"
"(599.0, 455.0)","(694.0, 395.0)","(589.4819946289062, -446.235107421875, 307.6202087402344)","(600.37, 456.67)","(692.46, 395.06)"
"(596.0, 457.0)","(696.0, 396.0)","(589.2488403320312, -446.5939636230469, 307.5703430175781)","(599.66, 456.66)","(693.21, 395.48)"
"(598.0, 457.0)","(696.0, 396.0)","(589.6365966796875, -446.36383056640625, 307.77288818359375)","(598.98, 456.66)","(694.16, 395.74)"
"(596.0, 456.0)","(697.0, 396.0)","(589.4111328125, -446.793212890625, 307.5873107910156)","(598.22, 456.59)","(694.67, 395.89)"
"(599.0, 456.0)","(698.0, 396.0)","(590.1602172851562, -446.57061767578125, 307.97601318359375)","(597.03, 456.26)","(696.92, 396.41)"
"(596.0, 457.0)","(699.0, 397.0)","(589.75537109375, -446.8838195800781, 307.77374267578125)","(595.62, 456.35)","(697.32, 396.48)"
"(595.0, 457.0)","(700.0, 397.0)","(589.7278442382812, -447.121337890625, 307.7568359375)","(594.57, 456.13)","(699.7, 397.53)"
"(594.0, 456.0)","(703.0, 398.0)","(590.0350952148438, -447.6031188964844, 307.7908935546875)","(593.59, 456.01)","(700.97, 398.38)"
"(590.0, 457.0)","(703.0, 398.0)","(589.2616577148438, -447.986328125, 307.4523010253906)","(591.81, 455.83)","(701.67, 398.54)"
"(591.0, 456.0)","(705.0, 398.0)","(589.7838745117188, -448.1933288574219, 307.6546630859375)","(591.29, 455.67)","(702.81, 398.82)"
"(590.0, 453.0)","(705.0, 399.0)","(589.580810546875, -448.46124267578125, 307.2990417480469)","(589.68, 455.25)","(703.75, 399.18)"
"(586.0, 455.0)","(705.0, 399.0)","(588.8116455078125, -448.7675476074219, 307.0282287597656)","(588.15, 454.91)","(704.36, 399.48)"
"(588.0, 453.0)","(706.0, 399.0)","(589.35693359375, -448.81390380859375, 307.17962646484375)","(587.39, 455.28)","(704.77, 399.81)"
"(583.0, 455.0)","(711.0, 400.0)","(589.2271728515625, -449.77044677734375, 307.1766357421875)","(586.65, 455.02)","(705.07, 400.08)"
"(583.0, 453.0)","(714.0, 401.0)","(589.7198486328125, -450.21478271484375, 307.241943359375)","(585.06, 454.61)","(706.41, 399.93)"
"(579.0, 451.0)","(725.0, 404.0)","(590.7644653320312, -451.9465026855469, 307.4678955078125)","(582.76, 451.35)","(731.77, 410.64)"
"(573.0, 451.0)","(721.0, 405.0)","(588.9323120117188, -452.0679016113281, 306.4691467285156)","(574.84, 450.81)","(740.42, 414.76)"
"(568.0, 447.0)","(733.0, 406.0)","(589.9000854492188, -454.3475341796875, 306.62744140625)","(567.88, 449.98)","(748.71, 415.49)"
"(565.0, 448.0)","(733.0, 406.0)","(589.3135986328125, -454.6149597167969, 306.3874816894531)","(567.19, 450.27)","(749.09, 415.75)"
"(564.0, 451.0)","(733.0, 406.0)","(589.1370849609375, -454.4977722167969, 306.4926452636719)","(566.15, 450.08)","(750.44, 415.82)"
"(563.0, 449.0)","(733.0, 407.0)","(588.9337158203125, -454.6903076171875, 306.2020568847656)","(562.69, 449.3)","(732.27, 408.4)"
"(560.0, 452.0)","(733.0, 407.0)","(588.3621215820312, -454.8028259277344, 306.10107421875)","(561.22, 449.62)","(732.23, 408.19)"
