Left_2D,Right_2D,Point_3d,Pred_Left,Pred_Right
"(330.0, 444.0)","(939.0, 434.0)","(572.142578125, -504.82427978515625, 295.2637939453125)","(343.32, 450.39)","(935.87, 435.77)"
"(332.0, 445.0)","(938.0, 434.0)","(572.4635620117188, -504.39794921875, 295.50048828125)","(343.46, 450.34)","(934.75, 435.66)"
"(332.0, 445.0)","(937.0, 434.0)","(572.321533203125, -504.2757568359375, 295.4288635253906)","(344.26, 450.41)","(933.2, 435.79)"
"(337.0, 448.0)","(936.0, 434.0)","(573.346435546875, -503.35382080078125, 296.1666259765625)","(345.0, 450.47)","(932.65, 436.0)"
"(340.0, 448.0)","(936.0, 434.0)","(574.0026245117188, -503.01727294921875, 296.5072937011719)","(345.43, 450.48)","(931.76, 436.06)"
"(344.0, 448.0)","(935.0, 434.0)","(574.73388671875, -502.4459533691406, 296.8890380859375)","(347.01, 450.69)","(930.41, 436.61)"
"(346.0, 448.0)","(934.0, 434.0)","(575.0274658203125, -502.09906005859375, 297.04351806640625)","(347.28, 450.63)","(930.03, 436.21)"
"(345.0, 448.0)","(933.0, 434.0)","(574.66552734375, -502.0888977050781, 296.857666015625)","(347.84, 450.58)","(929.68, 436.07)"
"(347.0, 449.0)","(932.0, 434.0)","(574.9822998046875, -501.66265869140625, 297.09185791015625)","(348.36, 450.55)","(929.07, 435.83)"
"(351.0, 448.0)","(931.0, 434.0)","(575.6875610351562, -501.1702880859375, 297.39239501953125)","(348.79, 450.66)","(928.26, 435.48)"
"(343.0, 449.0)","(930.0, 434.0)","(573.82275390625, -501.866943359375, 296.493896484375)","(349.28, 450.71)","(926.23, 435.73)"
"(348.0, 452.0)","(930.0, 434.0)","(574.9833984375, -501.06793212890625, 297.29931640625)","(349.37, 450.59)","(925.03, 435.97)"
"(352.0, 449.0)","(929.0, 434.0)","(575.6406860351562, -500.7337646484375, 297.4398498535156)","(350.36, 450.7)","(924.37, 435.97)"
"(351.0, 448.0)","(928.0, 434.0)","(575.2553100585938, -500.8028564453125, 297.1741027832031)","(350.85, 450.74)","(923.48, 435.76)"
"(350.0, 449.0)","(927.0, 434.0)","(574.9168701171875, -500.7135009765625, 297.0680847167969)","(351.63, 450.69)","(922.51, 435.69)"
"(350.0, 445.0)","(925.0, 434.0)","(574.5357055664062, -500.7861328125, 296.6036376953125)","(353.34, 450.83)","(921.22, 436.14)"
"(353.0, 448.0)","(924.0, 435.0)","(575.1340942382812, -500.01702880859375, 297.0688781738281)","(354.46, 450.95)","(919.84, 436.07)"
"(350.0, 448.0)","(923.0, 434.0)","(574.31787109375, -500.30316162109375, 296.6976623535156)","(357.21, 451.23)","(918.45, 436.08)"
"(353.0, 448.0)","(922.0, 434.0)","(574.8256225585938, -499.8433837890625, 296.96337890625)","(358.33, 451.4)","(917.73, 436.14)"
"(359.0, 448.0)","(921.0, 434.0)","(575.9839477539062, -499.0460510253906, 297.5668640136719)","(359.11, 451.53)","(916.84, 436.13)"
"(353.0, 448.0)","(919.0, 434.0)","(574.3931274414062, -499.4761657714844, 296.7449951171875)","(359.9, 451.64)","(915.57, 436.06)"
"(357.0, 451.0)","(918.0, 434.0)","(575.1840209960938, -498.666015625, 297.3601379394531)","(360.91, 451.72)","(913.96, 435.85)"
"(360.0, 448.0)","(916.0, 434.0)","(575.4766845703125, -498.3210754394531, 297.31378173828125)","(362.35, 451.9)","(913.1, 436.31)"
"(359.0, 447.0)","(916.0, 434.0)","(575.237548828125, -498.5129699707031, 297.12213134765625)","(363.09, 452.01)","(912.1, 436.31)"
"(354.0, 448.0)","(902.0, 419.0)","(571.8689575195312, -498.35821533203125, 296.22369384765625)","(388.22, 433.5)","(910.4, 436.62)"
"(369.0, 451.0)","(913.0, 434.0)","(577.05419921875, -496.7029113769531, 298.3412780761719)","(388.42, 433.48)","(909.39, 436.04)"
"(367.0, 453.0)","(912.0, 434.0)","(576.5202026367188, -496.6474914550781, 298.20068359375)","(387.73, 433.47)","(908.42, 436.28)"
"(367.0, 451.0)","(912.0, 434.0)","(576.476318359375, -496.8055419921875, 298.04327392578125)","(384.51, 434.39)","(907.27, 436.69)"
"(382.0, 453.0)","(897.0, 434.0)","(577.5504150390625, -493.1177673339844, 298.76568603515625)","(390.57, 433.08)","(895.06, 435.34)"
"(387.0, 457.0)","(897.0, 434.0)","(578.7039184570312, -492.239013671875, 299.63250732421875)","(390.4, 433.03)","(894.61, 435.68)"
"(384.0, 461.0)","(896.0, 434.0)","(577.99560546875, -492.1403503417969, 299.5339050292969)","(390.51, 433.15)","(890.42, 436.85)"
"(389.0, 458.0)","(896.0, 434.0)","(579.0044555664062, -491.81219482421875, 299.8573913574219)","(390.18, 433.15)","(887.38, 436.61)"
"(391.0, 458.0)","(889.0, 438.0)","(578.4674072265625, -490.43780517578125, 299.3858947753906)","(390.47, 433.09)","(884.05, 436.39)"
"(395.0, 460.0)","(887.0, 437.0)","(579.0438232421875, -489.6559143066406, 299.8736572265625)","(390.84, 433.11)","(883.12, 436.48)"
"(400.0, 460.0)","(885.0, 436.0)","(579.7919921875, -488.9180603027344, 300.3174743652344)","(390.85, 433.22)","(881.47, 436.23)"
"(399.0, 461.0)","(885.0, 436.0)","(579.5985717773438, -488.9526062011719, 300.2836608886719)","(390.62, 433.22)","(880.9, 436.23)"
"(406.0, 458.0)","(883.0, 435.0)","(580.7128295898438, -488.22369384765625, 300.71795654296875)","(390.28, 433.36)","(879.39, 436.23)"
"(404.0, 461.0)","(881.0, 435.0)","(580.0455322265625, -487.9688720703125, 300.5750732421875)","(390.46, 433.33)","(877.38, 436.41)"
"(407.0, 461.0)","(879.0, 434.0)","(580.3650512695312, -487.4566955566406, 300.796630859375)","(390.59, 433.34)","(875.17, 436.29)"
"(404.0, 460.0)","(877.0, 434.0)","(579.4107666015625, -487.6282043457031, 300.23846435546875)","(407.8, 462.4)","(873.09, 436.12)"
"(406.0, 461.0)","(876.0, 434.0)","(579.7035522460938, -487.200927734375, 300.4588928222656)","(409.79, 462.64)","(872.4, 436.3)"
"(410.0, 461.0)","(873.0, 434.0)","(580.1001586914062, -486.38006591796875, 300.6705627441406)","(411.34, 463.06)","(870.66, 436.52)"
"(410.0, 461.0)","(872.0, 434.0)","(579.949951171875, -486.2571716308594, 300.5945129394531)","(412.72, 463.84)","(868.8, 436.55)"
"(413.0, 464.0)","(870.0, 434.0)","(580.3374633789062, -485.4376220703125, 300.9985046386719)","(413.54, 463.89)","(867.56, 436.54)"
"(417.0, 461.0)","(870.0, 434.0)","(581.1275634765625, -485.2196350097656, 301.2098388671875)","(415.42, 463.98)","(866.7, 436.41)"
"(414.0, 461.0)","(868.0, 434.0)","(580.1930541992188, -485.31304931640625, 300.7284240722656)","(416.55, 464.02)","(864.8, 436.16)"
"(415.0, 462.0)","(867.0, 434.0)","(580.2713623046875, -484.9989013671875, 300.8373107910156)","(417.88, 464.14)","(863.6, 436.11)"
"(419.0, 462.0)","(865.0, 434.0)","(580.8123168945312, -484.30035400390625, 301.12200927734375)","(418.6, 464.29)","(862.12, 436.08)"
"(417.0, 464.0)","(864.0, 434.0)","(580.2757568359375, -484.24749755859375, 300.97772216796875)","(419.36, 464.64)","(860.51, 436.13)"
"(419.0, 466.0)","(864.0, 434.0)","(580.7317504882812, -483.86529541015625, 301.3467102050781)","(420.7, 464.85)","(859.73, 436.11)"
"(422.0, 465.0)","(862.0, 434.0)","(581.0421752929688, -483.3577880859375, 301.445556640625)","(422.22, 465.06)","(857.68, 435.79)"
"(420.0, 464.0)","(861.0, 434.0)","(580.4531860351562, -483.53912353515625, 301.07550048828125)","(423.47, 465.32)","(856.82, 435.76)"
"(425.0, 465.0)","(860.0, 434.0)","(581.3689575195312, -482.7722473144531, 301.61895751953125)","(425.68, 465.57)","(855.77, 435.56)"
"(427.0, 465.0)","(858.0, 434.0)","(581.4849243164062, -482.2997741699219, 301.68292236328125)","(427.04, 465.86)","(855.1, 435.86)"
"(428.0, 466.0)","(858.0, 434.0)","(581.7115478515625, -482.10870361328125, 301.86663818359375)","(427.8, 466.1)","(853.92, 435.88)"
"(429.0, 465.0)","(856.0, 434.0)","(581.5999145507812, -481.8271789550781, 301.7463684082031)","(429.17, 467.71)","(852.51, 435.82)"
"(428.0, 466.0)","(856.0, 434.0)","(581.4073486328125, -481.8625793457031, 301.71240234375)","(430.23, 467.96)","(851.7, 435.69)"
"(430.0, 466.0)","(854.0, 434.0)","(581.5216674804688, -481.3899841308594, 301.77545166015625)","(431.52, 468.02)","(850.37, 435.58)"
"(430.0, 465.0)","(853.0, 434.0)","(581.3526000976562, -481.3447570800781, 301.62359619140625)","(432.52, 467.84)","(849.12, 435.36)"
"(434.0, 468.0)","(852.0, 434.0)","(582.086181640625, -480.5353088378906, 302.2040710449219)","(433.26, 467.75)","(847.91, 435.35)"
"(433.0, 472.0)","(850.0, 434.0)","(581.6376342773438, -480.0919189453125, 302.23773193359375)","(435.07, 468.4)","(846.55, 435.67)"
"(435.0, 466.0)","(850.0, 434.0)","(581.9566650390625, -480.3312683105469, 302.0087585449219)","(436.11, 469.15)","(845.9, 435.59)"
"(436.0, 470.0)","(848.0, 434.0)","(581.9246826171875, -479.66107177734375, 302.2590637207031)","(437.58, 469.84)","(843.69, 435.62)"
"(439.0, 470.0)","(846.0, 434.0)","(582.2433471679688, -479.0749206542969, 302.4281005859375)","(438.9, 469.94)","(841.77, 435.29)"
"(439.0, 468.0)","(845.0, 434.0)","(582.05810546875, -479.1070556640625, 302.2023010253906)","(439.71, 470.0)","(841.0, 435.29)"
"(441.0, 470.0)","(844.0, 434.0)","(582.3527221679688, -478.6020812988281, 302.488525390625)","(441.65, 470.26)","(840.17, 435.19)"
"(443.0, 472.0)","(842.0, 434.0)","(582.4926147460938, -477.97412109375, 302.6959533691406)","(443.29, 470.67)","(839.17, 435.28)"
"(444.0, 472.0)","(841.0, 434.0)","(582.5465087890625, -477.7376403808594, 302.7257080078125)","(444.3, 471.17)","(837.86, 435.32)"
"(441.0, 466.0)","(840.0, 434.0)","(581.676025390625, -478.4201965332031, 301.8817138671875)","(445.0, 471.28)","(836.13, 435.48)"
"(443.0, 470.0)","(839.0, 434.0)","(582.0003662109375, -477.75970458984375, 302.3146057128906)","(446.36, 471.54)","(835.48, 435.56)"
"(444.0, 472.0)","(837.0, 434.0)","(581.93115234375, -477.2449951171875, 302.4132995605469)","(447.52, 471.66)","(834.11, 435.33)"
"(446.0, 470.0)","(837.0, 434.0)","(582.3148803710938, -477.17315673828125, 302.48150634765625)","(448.55, 471.71)","(832.76, 435.12)"
"(447.0, 472.0)","(836.0, 434.0)","(582.3986206054688, -476.78173828125, 302.6578063964844)","(449.46, 471.79)","(831.87, 435.1)"
"(452.0, 473.0)","(834.0, 434.0)","(583.1395263671875, -475.8908996582031, 303.1115417480469)","(450.91, 472.0)","(831.19, 435.24)"
"(449.0, 470.0)","(834.0, 434.0)","(582.4738159179688, -476.46337890625, 302.56951904296875)","(451.73, 472.09)","(829.9, 435.21)"
"(451.0, 470.0)","(832.0, 434.0)","(582.5787963867188, -475.9900817871094, 302.6276550292969)","(452.51, 472.34)","(828.09, 435.27)"
"(451.0, 473.0)","(831.0, 433.0)","(582.454345703125, -475.7088623046875, 302.81402587890625)","(453.67, 472.6)","(827.17, 435.43)"
"(455.0, 473.0)","(830.0, 434.0)","(583.1400756835938, -475.0577087402344, 303.1189270019531)","(455.38, 472.88)","(825.65, 435.06)"
"(454.0, 472.0)","(828.0, 434.0)","(582.6094360351562, -475.00213623046875, 302.7815856933594)","(457.11, 473.2)","(824.51, 434.95)"
"(456.0, 473.0)","(827.0, 434.0)","(582.8814086914062, -474.5746154785156, 302.9898681640625)","(460.03, 475.03)","(823.6, 435.01)"
"(458.0, 474.0)","(825.0, 434.0)","(582.9974975585938, -474.02398681640625, 303.11895751953125)","(460.54, 475.26)","(822.15, 435.07)"
"(458.0, 474.0)","(824.0, 434.0)","(582.8422241210938, -473.9007263183594, 303.0400695800781)","(461.26, 475.4)","(819.71, 435.17)"
"(460.0, 474.0)","(822.0, 434.0)","(582.9427490234375, -473.4272155761719, 303.0957946777344)","(462.98, 475.66)","(819.12, 435.16)"
"(463.0, 474.0)","(820.0, 433.0)","(583.2335815429688, -472.91448974609375, 303.3035888671875)","(465.0, 475.54)","(816.54, 434.85)"
"(464.0, 475.0)","(819.0, 433.0)","(583.2969360351562, -472.6005554199219, 303.4034118652344)","(467.26, 476.3)","(815.52, 434.89)"
"(464.0, 475.0)","(817.0, 433.0)","(582.9852905273438, -472.3541259765625, 303.2450866699219)","(468.16, 476.97)","(814.07, 435.0)"
"(466.0, 475.0)","(816.0, 433.0)","(583.2391357421875, -472.0036926269531, 303.378662109375)","(468.82, 477.45)","(812.19, 435.14)"
"(468.0, 477.0)","(816.0, 433.0)","(583.6759033203125, -471.6224670410156, 303.735595703125)","(469.95, 477.67)","(811.5, 435.17)"
"(470.0, 475.0)","(814.0, 433.0)","(583.7455444335938, -471.3027648925781, 303.6452331542969)","(470.77, 477.78)","(810.15, 434.95)"
"(472.0, 477.0)","(812.0, 433.0)","(583.8681030273438, -470.6750183105469, 303.84234619140625)","(471.94, 478.0)","(808.49, 434.79)"
"(475.0, 475.0)","(829.0, 434.0)","(587.1385498046875, -472.5113220214844, 305.3274841308594)","(475.11, 478.71)","(808.89, 433.67)"
"(472.0, 478.0)","(809.0, 434.0)","(583.4247436523438, -470.15362548828125, 303.628662109375)","(475.35, 478.63)","(809.4, 433.0)"
"(476.0, 475.0)","(808.0, 432.0)","(584.0177001953125, -469.9559020996094, 303.8505859375)","(476.1, 477.93)","(809.28, 431.91)"
"(470.0, 472.0)","(818.0, 432.0)","(584.3165283203125, -472.1015319824219, 303.7924499511719)","(476.73, 474.27)","(810.16, 431.61)"
"(472.0, 472.0)","(809.0, 431.0)","(583.30517578125, -470.8399963378906, 303.3367004394531)","(477.59, 473.53)","(810.18, 430.92)"
"(474.0, 472.0)","(811.0, 430.0)","(584.0133666992188, -470.9335632324219, 303.7541809082031)","(478.04, 472.71)","(809.22, 430.51)"
"(474.0, 471.0)","(809.0, 430.0)","(583.6869506835938, -470.7643737792969, 303.5230712890625)","(477.38, 471.38)","(807.57, 429.86)"
"(472.0, 470.0)","(807.0, 430.0)","(582.95263671875, -470.822998046875, 303.08001708984375)","(477.07, 470.2)","(806.78, 430.33)"
"(474.0, 470.0)","(806.0, 429.0)","(583.1911010742188, -470.5470886230469, 303.2589111328125)","(477.72, 469.7)","(805.81, 430.47)"
"(474.0, 470.0)","(806.0, 429.0)","(583.1911010742188, -470.5470886230469, 303.2589111328125)","(479.28, 468.07)","(804.58, 430.6)"
"(475.0, 470.0)","(804.0, 429.0)","(583.0820922851562, -470.1871032714844, 303.2060241699219)","(479.18, 469.94)","(803.54, 430.37)"
"(474.0, 470.0)","(804.0, 429.0)","(582.8782348632812, -470.3009338378906, 303.10009765625)","(480.36, 470.07)","(803.09, 430.13)"
"(475.0, 470.0)","(802.0, 429.0)","(582.7691040039062, -469.94097900390625, 303.04718017578125)","(480.92, 469.72)","(801.62, 430.53)"
"(475.0, 471.0)","(801.0, 429.0)","(582.6254272460938, -469.7406005859375, 303.03955078125)","(483.15, 470.45)","(800.1, 430.18)"
"(478.0, 471.0)","(801.0, 429.0)","(583.23583984375, -469.39910888671875, 303.3568115234375)","(483.95, 470.82)","(799.21, 429.85)"
"(478.0, 471.0)","(799.0, 429.0)","(582.9222412109375, -469.1529541015625, 303.19757080078125)","(484.92, 470.94)","(798.14, 429.78)"
"(479.0, 472.0)","(798.0, 429.0)","(582.9810791015625, -468.8387451171875, 303.2950744628906)","(486.21, 470.99)","(796.94, 429.93)"
"(480.0, 472.0)","(797.0, 429.0)","(583.0271606445312, -468.6017761230469, 303.3208923339844)","(487.62, 471.01)","(795.5, 429.6)"
"(484.0, 472.0)","(795.0, 428.0)","(583.511474609375, -467.97509765625, 303.6296691894531)","(489.63, 471.21)","(794.43, 429.41)"
"(484.0, 472.0)","(793.0, 428.0)","(583.1966552734375, -467.7289123535156, 303.46978759765625)","(490.43, 471.33)","(792.77, 429.16)"
"(488.0, 472.0)","(793.0, 428.0)","(584.0071411132812, -467.27325439453125, 303.8910217285156)","(491.89, 471.49)","(791.69, 429.14)"
"(490.0, 472.0)","(791.0, 428.0)","(584.0962524414062, -466.79913330078125, 303.9411315917969)","(492.98, 471.51)","(790.63, 429.16)"
"(491.0, 472.0)","(789.0, 428.0)","(583.982421875, -466.43890380859375, 303.8857116699219)","(494.27, 471.65)","(789.28, 429.19)"
"(491.0, 472.0)","(788.0, 428.0)","(583.8243408203125, -466.3158264160156, 303.8054504394531)","(495.06, 471.74)","(787.82, 428.99)"
"(492.0, 473.0)","(787.0, 428.0)","(583.8798217773438, -466.00164794921875, 303.90106201171875)","(496.29, 471.86)","(787.31, 428.9)"
"(493.0, 473.0)","(787.0, 428.0)","(584.0817260742188, -465.8876953125, 304.0060119628906)","(498.34, 472.03)","(785.43, 428.37)"
"(492.0, 473.0)","(785.0, 428.0)","(583.5633544921875, -465.75543212890625, 303.7403259277344)","(499.08, 472.03)","(784.28, 428.35)"
"(493.0, 473.0)","(784.0, 428.0)","(583.6068115234375, -465.5183410644531, 303.7647705078125)","(500.32, 472.08)","(783.24, 428.24)"
"(493.0, 473.0)","(783.0, 428.0)","(583.448486328125, -465.39520263671875, 303.684326171875)","(501.51, 472.06)","(782.14, 428.17)"
"(493.0, 474.0)","(781.0, 427.0)","(583.1312255859375, -465.1474914550781, 303.64141845703125)","(504.17, 472.37)","(780.07, 427.89)"
"(497.0, 472.0)","(780.0, 427.0)","(583.75537109375, -464.72222900390625, 303.8381652832031)","(505.79, 472.7)","(778.47, 427.5)"
"(500.0, 474.0)","(777.0, 427.0)","(583.9041137695312, -463.85687255859375, 304.05072021484375)","(507.62, 472.86)","(776.44, 426.98)"
"(500.0, 475.0)","(776.0, 427.0)","(583.7559204101562, -463.6568298339844, 304.04022216796875)","(508.25, 472.93)","(775.21, 426.75)"
"(502.0, 473.0)","(775.0, 426.0)","(583.965087890625, -463.53497314453125, 304.07501220703125)","(510.95, 472.82)","(774.22, 426.8)"
"(502.0, 474.0)","(773.0, 426.0)","(583.6575317382812, -463.2118835449219, 303.98358154296875)","(512.84, 472.91)","(771.8, 426.59)"
"(506.0, 474.0)","(772.0, 426.0)","(584.2998046875, -462.63238525390625, 304.3194580078125)","(513.78, 473.05)","(770.77, 426.21)"
"(508.0, 474.0)","(770.0, 426.0)","(584.3810424804688, -462.15789794921875, 304.3654479980469)","(514.59, 473.15)","(769.16, 426.15)"
"(509.0, 474.0)","(768.0, 426.0)","(584.261474609375, -461.7975158691406, 304.30706787109375)","(515.92, 473.22)","(767.63, 425.69)"
"(510.0, 474.0)","(767.0, 426.0)","(584.3014526367188, -461.5602111816406, 304.3297424316406)","(518.33, 473.17)","(767.11, 425.57)"
"(514.0, 475.0)","(765.0, 425.0)","(584.779052734375, -460.8565368652344, 304.7001953125)","(520.94, 473.23)","(764.44, 425.22)"
"(516.0, 476.0)","(764.0, 425.0)","(585.0272827148438, -460.42840576171875, 304.895751953125)","(522.12, 473.5)","(763.03, 425.11)"
"(516.0, 476.0)","(762.0, 424.0)","(584.6954345703125, -460.2581481933594, 304.7807312011719)","(522.57, 473.56)","(761.35, 424.7)"
"(517.0, 477.0)","(761.0, 424.0)","(584.74365234375, -459.9443054199219, 304.8721923828125)","(524.54, 473.34)","(760.07, 424.48)"
"(517.0, 477.0)","(759.0, 424.0)","(584.42236328125, -459.69805908203125, 304.7088317871094)","(526.28, 473.51)","(759.53, 424.45)"
"(519.0, 477.0)","(759.0, 424.0)","(584.8201904296875, -459.4697265625, 304.9157409667969)","(528.04, 473.61)","(757.72, 424.36)"
"(520.0, 477.0)","(757.0, 424.0)","(584.697265625, -459.1092834472656, 304.8554992675781)","(528.71, 473.68)","(755.94, 424.26)"
"(522.0, 477.0)","(755.0, 423.0)","(584.761962890625, -458.7107849121094, 304.9468688964844)","(529.52, 473.03)","(754.95, 423.97)"
"(524.0, 477.0)","(755.0, 423.0)","(585.1589965820312, -458.4823913574219, 305.1534118652344)","(530.96, 474.16)","(754.13, 423.73)"
"(526.0, 477.0)","(755.0, 423.0)","(585.5560302734375, -458.25396728515625, 305.3599548339844)","(532.01, 474.25)","(752.74, 423.62)"
"(526.0, 477.0)","(752.0, 423.0)","(585.0714721679688, -457.884521484375, 305.113525390625)","(533.14, 473.89)","(751.98, 423.23)"
"(529.0, 478.0)","(751.0, 422.0)","(585.5029296875, -457.4185791015625, 305.458251953125)","(535.04, 474.14)","(750.62, 423.15)"
"(530.0, 478.0)","(749.0, 422.0)","(585.3772583007812, -457.0581359863281, 305.3966369628906)","(535.94, 473.42)","(749.16, 423.13)"
"(532.0, 478.0)","(749.0, 422.0)","(585.7728881835938, -456.82958984375, 305.60247802734375)","(537.6, 473.51)","(747.78, 423.14)"
"(534.0, 479.0)","(748.0, 422.0)","(586.0147705078125, -456.4017333984375, 305.7945251464844)","(538.78, 473.74)","(746.67, 422.7)"
"(536.0, 478.0)","(746.0, 422.0)","(586.0768432617188, -456.00311279296875, 305.7662658691406)","(539.95, 474.25)","(745.42, 422.88)"
"(536.0, 479.0)","(746.0, 422.0)","(586.0850830078125, -455.9269104003906, 305.8348693847656)","(540.82, 474.49)","(744.28, 422.46)"
"(538.0, 479.0)","(744.0, 422.0)","(586.1546020507812, -455.4520263671875, 305.874755859375)","(541.95, 474.65)","(743.5, 422.03)"
"(538.0, 479.0)","(743.0, 421.0)","(585.982421875, -455.4053649902344, 305.8412170410156)","(543.72, 474.85)","(742.63, 421.85)"
"(538.0, 479.0)","(743.0, 421.0)","(585.982421875, -455.4053649902344, 305.8412170410156)","(544.02, 473.97)","(741.44, 421.68)"
"(539.0, 479.0)","(741.0, 421.0)","(585.8541259765625, -455.0448303222656, 305.7781982421875)","(544.95, 474.66)","(740.01, 421.68)"
"(539.0, 480.0)","(739.0, 421.0)","(585.5364379882812, -454.722412109375, 305.6808166503906)","(546.58, 474.28)","(739.12, 421.21)"
"(541.0, 480.0)","(737.0, 420.0)","(585.5948486328125, -454.3242492675781, 305.7691650390625)","(547.87, 474.51)","(737.12, 420.63)"
"(543.0, 480.0)","(736.0, 420.0)","(585.8247680664062, -453.97247314453125, 305.8907165527344)","(548.41, 474.58)","(735.85, 420.7)"
"(543.0, 480.0)","(735.0, 420.0)","(585.6616821289062, -453.849365234375, 305.8077087402344)","(549.44, 474.56)","(735.15, 420.64)"
