Left_2D,Right_2D,Point_3d,Pred_Left,Pred_Right
"(649.0, 481.0)","(648.0, 408.0)","(591.31591796875, -431.84979248046875, 309.6460876464844)","(655.2, 480.44)","(645.62, 413.15)"
"(645.0, 478.0)","(649.0, 408.0)","(590.7362060546875, -432.6568908691406, 309.1520080566406)","(655.27, 480.47)","(646.27, 413.32)"
"(641.0, 481.0)","(651.0, 408.0)","(590.3317260742188, -433.1383361816406, 309.12677001953125)","(655.32, 480.48)","(647.17, 413.6)"
"(641.0, 479.0)","(652.0, 408.0)","(590.5021362304688, -433.41070556640625, 309.0870361328125)","(655.13, 480.59)","(648.16, 413.79)"
"(636.0, 481.0)","(653.0, 408.0)","(589.7356567382812, -433.9588928222656, 308.8118896484375)","(654.87, 480.64)","(649.86, 414.24)"
"(639.0, 479.0)","(655.0, 408.0)","(590.641845703125, -434.0091857910156, 309.1536865234375)","(655.01, 480.65)","(651.09, 414.21)"
"(637.0, 481.0)","(656.0, 409.0)","(590.4427490234375, -434.133544921875, 309.119140625)","(654.84, 480.67)","(652.12, 414.28)"
"(634.0, 482.0)","(656.0, 409.0)","(589.87890625, -434.4036560058594, 308.8883972167969)","(654.74, 480.72)","(653.02, 414.51)"
"(634.0, 482.0)","(656.0, 409.0)","(589.87890625, -434.4036560058594, 308.8883972167969)","(654.67, 480.8)","(654.04, 414.64)"
"(634.0, 482.0)","(658.0, 410.0)","(590.225830078125, -434.57061767578125, 309.0099182128906)","(655.47, 481.5)","(654.88, 415.21)"
"(637.0, 482.0)","(660.0, 410.0)","(591.1353149414062, -434.4715270996094, 309.48004150390625)","(655.37, 481.53)","(656.98, 415.39)"
"(630.0, 478.0)","(662.0, 410.0)","(590.150146484375, -435.82147216796875, 308.7090148925781)","(655.55, 481.48)","(658.04, 415.65)"
"(627.0, 479.0)","(663.0, 410.0)","(589.7555541992188, -436.2142639160156, 308.5647277832031)","(655.51, 481.49)","(659.97, 415.14)"
"(627.0, 481.0)","(665.0, 410.0)","(590.10107421875, -436.31011962890625, 308.8675842285156)","(655.53, 481.54)","(661.03, 415.4)"
"(626.0, 482.0)","(667.0, 410.0)","(590.2554321289062, -436.59588623046875, 309.0074157714844)","(655.52, 481.47)","(662.69, 416.06)"
"(624.0, 482.0)","(668.0, 410.0)","(590.0473022460938, -436.9485168457031, 308.8968811035156)","(655.48, 481.41)","(664.48, 416.41)"
"(625.0, 479.0)","(667.0, 411.0)","(590.0642700195312, -436.8570861816406, 308.6623229980469)","(655.37, 481.47)","(665.2, 416.6)"
"(621.0, 483.0)","(669.0, 411.0)","(589.6557006835938, -437.2625732421875, 308.69891357421875)","(655.26, 481.37)","(666.23, 416.88)"
"(621.0, 477.0)","(672.0, 411.0)","(590.1531982421875, -438.08172607421875, 308.5714416503906)","(655.26, 481.28)","(668.14, 416.46)"
"(615.0, 482.0)","(673.0, 412.0)","(589.1998901367188, -438.4398498535156, 308.3349304199219)","(655.16, 481.36)","(670.01, 416.63)"
"(618.0, 482.0)","(674.0, 412.0)","(589.9401245117188, -438.2182922363281, 308.71868896484375)","(655.26, 481.33)","(671.25, 416.69)"
"(614.0, 479.0)","(676.0, 412.0)","(589.5111083984375, -439.1489562988281, 308.3007507324219)","(655.28, 481.33)","(672.62, 417.05)"
"(616.0, 478.0)","(678.0, 412.0)","(590.2290649414062, -439.2403259277344, 308.6072998046875)","(615.35, 479.08)","(673.97, 417.55)"
"(614.0, 479.0)","(679.0, 416.0)","(590.0404052734375, -439.2045593261719, 308.35009765625)","(655.34, 481.28)","(675.73, 417.62)"
"(611.0, 479.0)","(682.0, 412.0)","(589.9563598632812, -440.2312927246094, 308.52069091796875)","(655.12, 481.31)","(677.82, 418.53)"
"(605.0, 478.0)","(682.0, 412.0)","(588.8067016601562, -440.99554443359375, 307.8579406738281)","(654.97, 481.29)","(678.97, 418.62)"
"(602.0, 475.0)","(683.0, 413.0)","(588.3970336914062, -441.611328125, 307.396484375)","(655.35, 481.39)","(680.85, 418.71)"
"(600.0, 478.0)","(685.0, 413.0)","(588.3617553710938, -441.86029052734375, 307.565185546875)","(655.26, 481.32)","(682.29, 419.23)"
"(602.0, 478.0)","(686.0, 418.0)","(588.9412841796875, -441.36297607421875, 307.5904541015625)","(655.21, 481.31)","(683.9, 418.56)"
"(597.0, 477.0)","(685.0, 419.0)","(587.8186645507812, -441.81146240234375, 306.8895568847656)","(602.46, 478.59)","(685.0, 418.65)"
"(599.0, 482.0)","(686.0, 415.0)","(588.36474609375, -441.6404113769531, 307.709228515625)","(602.13, 478.89)","(686.66, 418.67)"
"(600.0, 479.0)","(691.0, 418.0)","(589.4050903320312, -442.1327819824219, 307.8857116699219)","(655.34, 481.33)","(687.97, 418.82)"
"(599.0, 478.0)","(690.0, 418.0)","(589.0409545898438, -442.1997985839844, 307.634521484375)","(601.69, 478.8)","(689.26, 419.12)"
"(591.0, 478.0)","(695.0, 414.0)","(588.3200073242188, -444.04498291015625, 307.4685974121094)","(655.65, 481.33)","(690.5, 418.89)"
"(592.0, 482.0)","(695.0, 413.0)","(588.523193359375, -443.7061767578125, 307.8841857910156)","(602.06, 478.69)","(691.13, 419.28)"
"(588.0, 478.0)","(697.0, 413.0)","(588.0709228515625, -444.7129211425781, 307.3894958496094)","(655.33, 481.33)","(692.5, 419.53)"
"(584.0, 477.0)","(699.0, 414.0)","(587.6358642578125, -445.4156494140625, 307.0403137207031)","(655.39, 481.34)","(694.34, 419.9)"
"(588.0, 475.0)","(698.0, 414.0)","(588.2308959960938, -444.9852600097656, 307.2244873046875)","(655.64, 481.3)","(695.48, 420.43)"
"(580.0, 478.0)","(700.0, 414.0)","(587.0357055664062, -445.92156982421875, 306.7895202636719)","(655.33, 481.24)","(695.67, 420.62)"
"(578.0, 478.0)","(701.0, 414.0)","(586.816162109375, -446.2738952636719, 306.6731262207031)","(655.29, 481.39)","(697.58, 421.02)"
"(578.0, 477.0)","(702.0, 414.0)","(586.977294921875, -446.47265625, 306.691162109375)","(655.55, 481.36)","(699.1, 420.46)"
"(575.0, 475.0)","(704.0, 414.0)","(586.7191162109375, -447.2145080566406, 306.4246520996094)","(655.31, 481.34)","(700.3, 420.67)"
"(574.0, 474.0)","(705.0, 414.0)","(586.6859741210938, -447.5282287597656, 306.34130859375)","(655.28, 481.29)","(701.48, 420.95)"
"(575.0, 478.0)","(705.0, 414.0)","(586.9007568359375, -447.109619140625, 306.7091979980469)","(655.45, 481.35)","(702.47, 421.18)"
"(575.0, 478.0)","(707.0, 415.0)","(587.2398071289062, -447.278076171875, 306.827392578125)","(655.57, 481.31)","(704.31, 421.66)"
"(573.0, 475.0)","(708.0, 415.0)","(587.001953125, -447.858154296875, 306.5094909667969)","(580.23, 479.02)","(705.24, 422.16)"
"(571.0, 478.0)","(709.0, 415.0)","(586.7965087890625, -447.9825134277344, 306.5924987792969)","(579.44, 478.59)","(705.93, 422.25)"
"(549.0, 475.0)","(739.0, 424.0)","(587.493408203125, -453.7295227050781, 306.2152404785156)","(549.27, 473.85)","(739.05, 424.76)"
"(548.0, 477.0)","(742.0, 424.0)","(587.8030395507812, -454.06146240234375, 306.4990234375)","(548.65, 473.99)","(740.45, 425.04)"
"(550.0, 475.0)","(742.0, 427.0)","(588.2093505859375, -453.75469970703125, 306.4186706542969)","(656.02, 481.4)","(740.98, 425.21)"
"(546.0, 474.0)","(742.0, 423.0)","(587.3762817382812, -454.59539794921875, 306.1384582519531)","(655.85, 481.41)","(742.25, 425.19)"
"(544.0, 477.0)","(743.0, 423.0)","(587.1685791015625, -454.71875, 306.2214660644531)","(656.27, 481.37)","(744.01, 425.27)"
"(538.0, 474.0)","(749.0, 424.0)","(586.9461669921875, -456.29638671875, 305.8471374511719)","(656.14, 481.43)","(746.84, 424.62)"
"(537.0, 475.0)","(749.0, 427.0)","(586.7858276367188, -456.1049499511719, 305.6656494140625)","(656.08, 481.42)","(747.8, 424.7)"
"(535.0, 475.0)","(750.0, 424.0)","(586.5231323242188, -456.68621826171875, 305.68963623046875)","(656.04, 481.4)","(749.55, 425.01)"
"(526.0, 477.0)","(760.0, 432.0)","(586.4574584960938, -458.1843566894531, 305.332275390625)","(656.21, 481.45)","(758.72, 427.38)"
"(529.0, 474.0)","(760.0, 430.0)","(587.0057983398438, -458.22314453125, 305.5326843261719)","(656.13, 481.47)","(759.26, 427.49)"
"(526.0, 470.0)","(762.0, 430.0)","(586.6951904296875, -459.11883544921875, 305.109619140625)","(656.37, 481.45)","(760.2, 427.6)"
"(522.0, 472.0)","(762.0, 426.0)","(585.8743896484375, -459.72735595703125, 305.0278625488281)","(656.17, 481.41)","(762.21, 427.96)"
"(525.0, 474.0)","(767.0, 430.0)","(587.3413696289062, -459.5436706542969, 305.6941223144531)","(655.93, 481.44)","(764.16, 426.95)"
"(522.0, 475.0)","(765.0, 428.0)","(586.4077758789062, -459.7152099609375, 305.3852844238281)","(522.34, 468.85)","(765.22, 427.0)"
"(521.0, 473.0)","(769.0, 422.0)","(586.768310546875, -460.9311218261719, 305.7591857910156)","(656.28, 481.5)","(766.48, 427.25)"
"(523.0, 472.0)","(771.0, 422.0)","(587.4812622070312, -461.02587890625, 306.0613098144531)","(521.87, 468.88)","(767.95, 427.41)"
"(515.0, 470.0)","(771.0, 422.0)","(585.8574829101562, -462.092529296875, 305.086669921875)","(521.07, 468.99)","(768.5, 428.2)"
"(516.0, 473.0)","(773.0, 423.0)","(586.4203491210938, -461.9185485839844, 305.51666259765625)","(519.71, 469.0)","(768.91, 429.02)"
"(515.0, 468.0)","(773.0, 423.0)","(586.1686401367188, -462.4167175292969, 305.0610046386719)","(515.63, 471.21)","(768.94, 429.88)"
"(513.0, 469.0)","(774.0, 424.0)","(585.9487915039062, -462.6155090332031, 304.95611572265625)","(514.97, 471.63)","(772.52, 426.5)"
"(512.0, 470.0)","(776.0, 422.0)","(586.0556030273438, -463.0504455566406, 305.1797790527344)","(512.91, 471.9)","(774.33, 426.2)"
"(513.0, 472.0)","(777.0, 425.0)","(586.4716186523438, -462.6788024902344, 305.36334228515625)","(512.33, 468.96)","(774.88, 426.77)"
"(512.0, 469.0)","(778.0, 422.0)","(586.364990234375, -463.37353515625, 305.2716369628906)","(511.58, 468.87)","(779.37, 425.19)"
"(508.0, 468.0)","(779.0, 422.0)","(585.7085571289062, -464.0301208496094, 304.86297607421875)","(510.54, 468.67)","(779.34, 425.9)"
"(505.0, 470.0)","(780.0, 422.0)","(585.2852172851562, -464.3414001464844, 304.77099609375)","(509.58, 468.56)","(779.83, 426.08)"
"(502.0, 473.0)","(780.0, 430.0)","(584.8078002929688, -463.8482666015625, 304.2891845703125)","(508.36, 468.52)","(780.77, 427.05)"
"(504.0, 466.0)","(783.0, 423.0)","(585.5287475585938, -465.0574645996094, 304.57757568359375)","(507.49, 468.52)","(781.48, 427.61)"
"(503.0, 469.0)","(784.0, 423.0)","(585.5191650390625, -465.0633239746094, 304.7662658691406)","(505.34, 468.48)","(782.0, 428.01)"
"(503.0, 470.0)","(784.0, 427.0)","(585.5777587890625, -464.68438720703125, 304.64801025390625)","(504.15, 468.36)","(782.57, 428.14)"
"(502.0, 470.0)","(787.0, 426.0)","(585.8414306640625, -465.2434387207031, 304.83282470703125)","(503.44, 468.32)","(785.97, 427.57)"
"(472.0, 465.0)","(813.0, 423.0)","(583.7274780273438, -472.4710998535156, 303.5140686035156)","(471.53, 464.65)","(811.18, 429.58)"
"(463.0, 465.0)","(814.0, 426.0)","(582.0777587890625, -473.3941955566406, 302.49603271484375)","(470.64, 464.03)","(812.29, 429.39)"
"(466.0, 465.0)","(814.0, 427.0)","(582.7072143554688, -472.9783630371094, 302.77056884765625)","(466.32, 463.01)","(813.3, 428.86)"
"(463.0, 464.0)","(815.0, 427.0)","(582.2328491210938, -473.5203552246094, 302.4563293457031)","(465.11, 462.52)","(814.53, 428.73)"
"(461.0, 464.0)","(820.0, 427.0)","(582.5965576171875, -474.362548828125, 302.6354064941406)","(463.83, 462.45)","(815.84, 429.0)"
"(455.0, 460.0)","(820.0, 423.0)","(581.2461547851562, -475.6540222167969, 301.8794250488281)","(460.26, 462.68)","(817.03, 429.06)"
"(459.0, 464.0)","(822.0, 426.0)","(582.47998046875, -474.9101867675781, 302.6234130859375)","(458.74, 462.11)","(820.12, 427.99)"
"(458.0, 464.0)","(824.0, 424.0)","(582.5542602539062, -475.418212890625, 302.7630920410156)","(458.09, 461.77)","(821.06, 427.83)"
"(455.0, 458.0)","(824.0, 424.0)","(581.8470458984375, -476.22698974609375, 301.9991455078125)","(457.01, 461.81)","(821.92, 427.67)"
"(455.0, 461.0)","(826.0, 424.0)","(582.1993408203125, -476.2384338378906, 302.3764953613281)","(457.01, 459.07)","(824.24, 427.64)"
"(457.0, 461.0)","(828.0, 424.0)","(582.9213256835938, -476.2568359375, 302.7478332519531)","(457.02, 460.02)","(827.03, 426.85)"
"(456.0, 457.0)","(828.0, 424.0)","(582.6550903320312, -476.6826171875, 302.3446960449219)","(457.14, 459.92)","(827.84, 427.32)"
"(455.0, 460.0)","(831.0, 425.0)","(582.9697265625, -476.8565368652344, 302.6482849121094)","(456.95, 459.72)","(828.5, 427.21)"
"(453.0, 461.0)","(831.0, 425.0)","(582.5703125, -477.0058288574219, 302.5067138671875)","(456.41, 459.61)","(829.36, 427.4)"
"(452.0, 458.0)","(832.0, 426.0)","(582.486328125, -477.40234375, 302.21026611328125)","(455.71, 459.32)","(829.94, 427.51)"
"(451.0, 460.0)","(839.0, 423.0)","(583.3408813476562, -478.4418640136719, 302.9293212890625)","(454.68, 459.07)","(830.59, 427.33)"
"(452.0, 461.0)","(838.0, 423.0)","(583.4105224609375, -478.1275329589844, 303.0339050292969)","(453.4, 458.61)","(832.22, 427.15)"
"(449.0, 458.0)","(840.0, 423.0)","(583.0469360351562, -478.9477844238281, 302.6415710449219)","(451.82, 458.63)","(834.35, 426.42)"
"(449.0, 455.0)","(840.0, 423.0)","(582.9999389648438, -479.1822814941406, 302.417724609375)","(451.19, 458.6)","(835.32, 426.58)"
"(451.0, 455.0)","(840.0, 423.0)","(583.4168090820312, -478.9551696777344, 302.634521484375)","(380.02, 448.2)","(836.38, 427.11)"
"(449.0, 456.0)","(840.0, 422.0)","(583.00048828125, -479.17791748046875, 302.5365905761719)","(380.53, 448.42)","(836.93, 427.39)"
"(446.0, 456.0)","(841.0, 424.0)","(582.5587158203125, -479.49365234375, 302.2005615234375)","(381.01, 448.66)","(838.82, 427.49)"
"(444.0, 457.0)","(842.0, 422.0)","(582.2799682617188, -479.912841796875, 302.2239685058594)","(381.47, 449.03)","(839.48, 427.92)"
"(446.0, 456.0)","(843.0, 422.0)","(582.8344116210938, -479.8868408203125, 302.4436950683594)","(381.65, 449.15)","(840.37, 428.4)"
"(443.0, 458.0)","(844.0, 422.0)","(582.3930053710938, -480.193603515625, 302.34503173828125)","(381.72, 449.42)","(842.48, 428.58)"
"(443.0, 455.0)","(846.0, 426.0)","(582.712158203125, -480.37921142578125, 302.09918212890625)","(381.98, 449.59)","(844.0, 428.04)"
"(358.0, 453.0)","(898.0, 428.0)","(572.43603515625, -496.37799072265625, 296.41180419921875)","(326.74, 442.04)","(895.53, 432.57)"
"(370.0, 448.0)","(913.0, 432.0)","(577.1657104492188, -496.97064208984375, 298.2985534667969)","(371.85, 441.29)","(911.22, 433.82)"
"(367.0, 445.0)","(915.0, 434.0)","(576.7803955078125, -497.6482238769531, 297.7900695800781)","(371.09, 441.87)","(912.18, 433.82)"
"(366.0, 447.0)","(914.0, 432.0)","(576.423828125, -497.6227722167969, 297.84356689453125)","(370.5, 441.74)","(912.93, 433.75)"
"(368.0, 445.0)","(918.0, 428.0)","(577.316162109375, -498.331787109375, 298.365478515625)","(368.25, 446.23)","(914.28, 433.8)"
"(366.0, 443.0)","(920.0, 428.0)","(577.12744140625, -498.9604187011719, 298.12725830078125)","(367.62, 446.09)","(916.39, 433.27)"
"(366.0, 444.0)","(921.0, 428.0)","(577.295166015625, -499.00347900390625, 298.2801818847656)","(367.04, 445.3)","(918.05, 433.39)"
"(363.0, 444.0)","(922.0, 428.0)","(576.7879638671875, -499.4633483886719, 298.014404296875)","(365.85, 445.17)","(919.1, 433.43)"
"(362.0, 445.0)","(923.0, 428.0)","(576.7380981445312, -499.6188659667969, 298.05426025390625)","(365.66, 443.4)","(919.97, 433.72)"
"(361.0, 444.0)","(924.0, 428.0)","(576.642333984375, -499.9330749511719, 297.93438720703125)","(364.46, 444.85)","(920.87, 433.76)"
"(360.0, 443.0)","(926.0, 428.0)","(576.6908569335938, -500.36962890625, 297.88720703125)","(363.88, 445.16)","(921.56, 433.88)"
"(359.0, 445.0)","(926.0, 428.0)","(576.51904296875, -500.32330322265625, 297.9339294433594)","(362.8, 444.78)","(922.32, 434.06)"
"(357.0, 440.0)","(929.0, 428.0)","(576.3997802734375, -501.3125305175781, 297.52496337890625)","(355.16, 441.63)","(927.4, 434.01)"
"(352.0, 445.0)","(931.0, 428.0)","(575.713134765625, -501.72149658203125, 297.50433349609375)","(353.6, 441.44)","(928.53, 433.97)"
"(343.0, 440.0)","(945.0, 430.0)","(575.6690673828125, -504.7003479003906, 297.0097351074219)","(340.85, 440.78)","(942.17, 434.13)"
"(337.0, 443.0)","(943.0, 436.0)","(574.2646484375, -504.46649169921875, 296.1888732910156)","(339.63, 440.06)","(943.17, 435.08)"
"(339.0, 443.0)","(949.0, 435.0)","(575.5400390625, -505.04742431640625, 296.888427734375)","(339.6, 439.47)","(944.52, 435.44)"
"(335.0, 443.0)","(947.0, 435.0)","(574.3739013671875, -505.25079345703125, 296.2873229980469)","(338.66, 438.2)","(946.08, 435.68)"
"(337.0, 441.0)","(949.0, 438.0)","(575.11328125, -505.2192687988281, 296.3802490234375)","(336.55, 439.39)","(948.08, 434.95)"
"(335.0, 439.0)","(951.0, 436.0)","(574.864501953125, -505.9884338378906, 296.21063232421875)","(336.01, 440.64)","(949.44, 434.58)"
"(334.0, 443.0)","(952.0, 438.0)","(574.9301147460938, -505.7639465332031, 296.4151306152344)","(335.5, 440.73)","(951.2, 435.17)"
"(334.0, 440.0)","(954.0, 435.0)","(575.0746459960938, -506.4584655761719, 296.43157958984375)","(335.18, 441.05)","(952.68, 434.93)"
"(332.0, 438.0)","(959.0, 434.0)","(575.2704467773438, -507.52398681640625, 296.435546875)","(334.73, 440.39)","(956.05, 433.95)"
"(314.0, 436.0)","(968.0, 430.0)","(572.4010009765625, -511.0763244628906, 294.9868469238281)","(316.88, 438.17)","(966.73, 434.45)"
