Left_2D,Right_2D,3D_Point,Pred_left,Pred_right,Pred_3d
"(224.0, 425.0)","(1055.0, 439.0)","(563.60546875, -531.916259765625, 289.0257263183594)","(228.74, 425.8)","(1056.0, 441.0)","(564.920776,-531.317444,289.666229)"
"(226.0, 425.0)","(1057.0, 441.0)","(564.3870239257812, -531.8048706054688, 289.33111572265625)","(229.92, 425.88)","(1052.76, 441.28)","(564.778137,-530.769714,289.591644)"
"(224.0, 430.0)","(1053.0, 444.0)","(563.6505126953125, -530.9391479492188, 289.1639404296875)","(231.22, 426.43)","(1051.53, 441.39)","(564.939514,-530.425659,289.711243)"
"(228.0, 425.0)","(1055.0, 440.0)","(564.5624389648438, -531.4087524414062, 289.4743957519531)","(231.6, 425.57)","(1050.67, 441.39)","(564.884521,-530.348755,289.624512)"
"(230.0, 426.0)","(1050.0, 441.0)","(564.4293823242188, -530.4354858398438, 289.438720703125)","(232.92, 426.29)","(1050.06, 441.44)","(565.136169,-530.067871,289.804321)"
"(231.0, 426.0)","(1052.0, 440.0)","(564.898681640625, -530.6341552734375, 289.7255859375)","(233.81, 426.19)","(1049.95, 441.31)","(565.321106,-529.973083,289.899719)"
"(230.0, 425.0)","(1049.0, 443.0)","(564.3162231445312, -530.2615356445312, 289.216552734375)","(234.53, 426.32)","(1049.51, 441.3)","(565.434021,-529.830444,289.968781)"
"(233.0, 426.0)","(1050.0, 445.0)","(565.2312622070312, -529.8374633789062, 289.66253662109375)","(235.58, 426.17)","(1049.2, 441.34)","(565.632263,-529.686401,290.059875)"
"(232.0, 426.0)","(1050.0, 444.0)","(564.9728393554688, -530.0146484375, 289.5766296386719)","(236.39, 426.04)","(1048.54, 441.49)","(565.732056,-529.517395,290.096771)"
"(234.0, 426.0)","(1048.0, 444.0)","(565.1717529296875, -529.5512084960938, 289.6841125488281)","(238.11, 426.52)","(1045.21, 442.18)","(565.722900,-528.838684,290.099731)"
"(234.0, 426.0)","(1044.0, 441.0)","(564.5632934570312, -529.2667846679688, 289.521484375)","(238.82, 426.54)","(1044.05, 442.28)","(565.736267,-528.611145,290.105865)"
"(237.0, 426.0)","(1043.0, 444.0)","(565.2030639648438, -528.613037109375, 289.7113342285156)","(240.02, 426.59)","(1042.96, 442.2)","(565.868347,-528.347595,290.184021)"
"(236.0, 425.0)","(1041.0, 445.0)","(564.6994018554688, -528.4945068359375, 289.3368225097656)","(240.66, 426.5)","(1041.91, 442.22)","(565.874023,-528.155273,290.182068)"
"(238.0, 426.0)","(1040.0, 445.0)","(565.06201171875, -528.0713500976562, 289.5966796875)","(241.46, 426.3)","(1041.16, 442.37)","(565.956177,-527.981873,290.205109)"
"(236.0, 430.0)","(1041.0, 440.0)","(564.7367553710938, -528.427001953125, 289.94525146484375)","(242.52, 426.43)","(1040.72, 442.38)","(566.146851,-527.800049,290.313538)"
"(241.0, 426.0)","(1037.0, 445.0)","(565.3547973632812, -527.3750610351562, 289.75494384765625)","(243.71, 426.18)","(1040.23, 442.42)","(566.348877,-527.626465,290.399994)"
"(240.0, 425.0)","(1036.0, 443.0)","(564.9061889648438, -527.5795288085938, 289.55120849609375)","(244.81, 426.07)","(1039.68, 442.48)","(566.527222,-527.442871,290.483093)"
"(243.0, 426.0)","(1036.0, 444.0)","(565.6563110351562, -527.0994873046875, 289.96160888671875)","(246.25, 426.45)","(1036.51, 443.08)","(566.463989,-526.827515,290.454865)"
"(242.0, 425.0)","(1039.0, 443.0)","(565.7662353515625, -527.7222900390625, 289.9903869628906)","(246.75, 426.51)","(1035.61, 443.29)","(566.466248,-526.643799,290.452057)"
"(244.0, 426.0)","(1036.0, 444.0)","(565.8865966796875, -526.9888305664062, 290.0809631347656)","(247.88, 426.51)","(1035.07, 443.41)","(566.657227,-526.445068,290.546417)"
"(244.0, 425.0)","(1031.0, 443.0)","(565.1611938476562, -526.5296020507812, 289.6944885253906)","(248.69, 426.37)","(1033.95, 443.4)","(566.688782,-526.231079,290.556000)"
"(247.0, 426.0)","(1030.0, 443.0)","(565.749755859375, -525.9951171875, 290.0714416503906)","(249.68, 426.27)","(1033.08, 443.25)","(566.792908,-526.033936,290.612152)"
"(246.0, 425.0)","(1031.0, 444.0)","(565.646484375, -526.2405395507812, 289.8978576660156)","(250.32, 426.45)","(1032.63, 443.16)","(566.883301,-525.899963,290.676880)"
"(248.0, 426.0)","(1031.0, 444.0)","(566.1387939453125, -525.9383544921875, 290.2226257324219)","(251.5, 426.26)","(1032.3, 443.19)","(567.104858,-525.742432,290.777740)"
"(245.0, 430.0)","(1029.0, 444.0)","(565.3134765625, -525.70556640625, 290.0772399902344)","(252.25, 426.11)","(1031.89, 443.38)","(567.222290,-525.608765,290.819855)"
"(246.0, 430.0)","(1030.0, 444.0)","(565.6765747070312, -525.7163696289062, 290.2633361816406)","(252.98, 425.99)","(1031.45, 443.46)","(567.329041,-525.478638,290.863983)"
"(250.0, 426.0)","(1026.0, 441.0)","(565.8519897460938, -525.311767578125, 290.22979736328125)","(254.46, 426.48)","(1029.0, 443.79)","(567.363953,-524.954895,290.905609)"
"(250.0, 425.0)","(1030.0, 447.0)","(566.5084838867188, -525.47314453125, 290.2018737792969)","(255.22, 426.47)","(1028.08, 443.96)","(567.418579,-524.748047,290.927002)"
"(253.0, 426.0)","(1028.0, 444.0)","(566.8844604492188, -525.0194702148438, 290.61572265625)","(256.32, 426.46)","(1027.43, 444.02)","(567.584595,-524.543762,291.010864)"
"(252.0, 425.0)","(1026.0, 444.0)","(566.3543701171875, -524.9677124023438, 290.2757873535156)","(256.57, 425.55)","(1026.49, 444.14)","(567.489075,-524.466736,290.894257)"
"(254.0, 426.0)","(1027.0, 443.0)","(566.9539794921875, -524.8546752929688, 290.70233154296875)","(257.52, 425.49)","(1025.61, 444.16)","(567.586853,-524.257751,290.941742)"
"(254.0, 425.0)","(1023.0, 443.0)","(566.3845825195312, -524.4488525390625, 290.346435546875)","(258.46, 426.16)","(1024.87, 444.17)","(567.724182,-524.008850,291.060669)"
"(252.0, 430.0)","(1025.0, 443.0)","(566.3561401367188, -524.51123046875, 290.67474365234375)","(259.58, 425.93)","(1024.75, 443.9)","(567.950256,-523.906799,291.175201)"
"(260.0, 427.0)","(1023.0, 443.0)","(567.8215942382812, -523.6221313476562, 291.23040771484375)","(261.17, 426.06)","(1024.01, 443.98)","(568.220520,-523.624451,291.322052)"
"(256.0, 425.0)","(1024.0, 443.0)","(566.976806640625, -524.3485107421875, 290.6512145996094)","(261.93, 426.13)","(1021.55, 444.7)","(568.082275,-523.186035,291.225769)"
"(262.0, 428.0)","(1018.0, 445.0)","(567.684814453125, -522.5750732421875, 291.1427001953125)","(263.04, 426.25)","(1019.82, 444.95)","(568.112061,-522.825500,291.241150)"
"(260.0, 425.0)","(1018.0, 447.0)","(567.183837890625, -522.9027709960938, 290.5779113769531)","(264.78, 426.28)","(1019.03, 444.84)","(568.400696,-522.541077,291.399841)"
"(262.0, 426.0)","(1016.0, 445.0)","(567.3514404296875, -522.492431640625, 290.8356018066406)","(266.16, 426.43)","(1017.36, 445.01)","(568.498230,-522.160767,291.456207)"
"(264.0, 426.0)","(1018.0, 443.0)","(568.0282592773438, -522.64990234375, 291.2790832519531)","(267.81, 425.93)","(1016.2, 445.06)","(568.702759,-521.872925,291.527618)"
"(264.0, 426.0)","(1017.0, 445.0)","(567.9429321289062, -522.39208984375, 291.139892578125)","(269.25, 426.25)","(1015.55, 444.97)","(568.950500,-521.614014,291.683960)"
"(266.0, 426.0)","(1016.0, 444.0)","(568.2387084960938, -522.1161499023438, 291.3439636230469)","(270.29, 426.23)","(1014.99, 445.11)","(569.114258,-521.422241,291.761841)"
"(266.0, 426.0)","(1014.0, 445.0)","(567.9924926757812, -521.8043823242188, 291.1721496582031)","(270.96, 426.29)","(1012.71, 445.73)","(568.973816,-521.022644,291.668030)"
"(268.0, 426.0)","(1013.0, 444.0)","(568.28759765625, -521.5284423828125, 291.3758850097656)","(271.58, 426.25)","(1012.09, 445.79)","(569.030823,-520.877258,291.693176)"
"(268.0, 426.0)","(1014.0, 444.0)","(568.4232788085938, -521.6502685546875, 291.4440002441406)","(272.57, 426.35)","(1011.4, 445.62)","(569.160889,-520.686584,291.777313)"
"(270.0, 426.0)","(1010.0, 445.0)","(568.35986328125, -520.872314453125, 291.3713073730469)","(273.38, 426.36)","(1010.84, 445.41)","(569.263977,-520.541748,291.842896)"
"(268.0, 431.0)","(1007.0, 444.0)","(567.6270751953125, -520.395263671875, 291.39276123046875)","(273.91, 426.21)","(1010.0, 445.38)","(569.264587,-520.394470,291.836121)"
"(274.0, 425.0)","(1008.0, 443.0)","(568.9170532226562, -520.4007568359375, 291.6925048828125)","(276.8, 426.23)","(1008.76, 445.27)","(569.750061,-519.927612,292.097107)"
"(278.0, 429.0)","(1007.0, 444.0)","(569.8350219726562, -519.4437255859375, 292.3988342285156)","(277.73, 426.26)","(1005.87, 446.16)","(569.588745,-519.408142,291.978455)"
"(279.0, 425.0)","(1004.0, 444.0)","(569.5303344726562, -519.2880859375, 291.9705505371094)","(278.86, 426.34)","(1004.86, 446.26)","(569.711670,-519.145752,292.044983)"
"(277.0, 426.0)","(1003.0, 447.0)","(569.0435180664062, -519.1026000976562, 291.64324951171875)","(279.71, 426.29)","(1004.19, 446.3)","(569.812134,-518.970642,292.093079)"
"(274.0, 431.0)","(1000.0, 445.0)","(568.0570678710938, -518.8059692382812, 291.58172607421875)","(280.62, 426.39)","(1003.56, 446.53)","(569.940674,-518.768555,292.156708)"
"(278.0, 426.0)","(1001.0, 445.0)","(568.9481201171875, -518.884521484375, 291.6958923339844)","(281.19, 426.22)","(1003.06, 446.56)","(569.996826,-518.655579,292.173676)"
"(275.0, 431.0)","(1002.0, 445.0)","(568.5563354492188, -518.9384155273438, 291.8361511230469)","(282.12, 425.54)","(1002.84, 446.47)","(570.154846,-518.586121,292.213379)"
"(280.0, 426.0)","(1001.0, 448.0)","(569.4734497070312, -518.4556274414062, 291.8213806152344)","(283.17, 425.79)","(1002.11, 446.17)","(570.292725,-518.380432,292.318359)"
"(280.0, 425.0)","(998.0, 445.0)","(568.9603881835938, -518.3764038085938, 291.63970947265625)","(284.84, 426.19)","(1000.83, 446.6)","(570.517273,-517.976379,292.444092)"
"(282.0, 426.0)","(999.0, 447.0)","(569.6276245117188, -518.0573120117188, 291.95452880859375)","(285.96, 426.23)","(999.26, 446.82)","(570.561218,-517.641479,292.462280)"
"(279.0, 430.0)","(995.0, 445.0)","(568.4730224609375, -517.7196044921875, 291.7389831542969)","(286.63, 426.36)","(997.0, 447.48)","(570.421326,-517.234802,292.371338)"
"(280.0, 429.0)","(995.0, 447.0)","(568.7169189453125, -517.5508422851562, 291.6984558105469)","(287.49, 426.41)","(996.32, 447.52)","(570.524353,-517.049072,292.427673)"
"(286.0, 428.0)","(997.0, 445.0)","(570.2681274414062, -517.3439331054688, 292.52685546875)","(288.07, 427.24)","(995.78, 447.45)","(570.603638,-516.856506,292.530609)"
"(282.0, 429.0)","(994.0, 445.0)","(568.9830322265625, -517.343505859375, 291.93646240234375)","(288.62, 426.89)","(994.38, 447.45)","(570.524536,-516.652283,292.468536)"
"(283.0, 429.0)","(994.0, 444.0)","(569.1845703125, -517.3008422851562, 292.08990478515625)","(289.6, 426.59)","(993.88, 447.49)","(570.668823,-516.503235,292.521698)"
"(284.0, 429.0)","(990.0, 449.0)","(568.979736328125, -516.3564453125, 291.74713134765625)","(291.0, 426.37)","(993.21, 447.52)","(570.886292,-516.280701,292.619141)"
"(285.0, 430.0)","(993.0, 445.0)","(569.55126953125, -516.8065795898438, 292.30206298828125)","(292.05, 426.29)","(992.78, 447.48)","(571.060303,-516.120117,292.706604)"
"(286.0, 430.0)","(992.0, 448.0)","(569.71044921875, -516.3660888671875, 292.2392272949219)","(294.24, 426.47)","(992.16, 447.47)","(571.473206,-515.786194,292.934723)"
"(286.0, 430.0)","(989.0, 447.0)","(569.2738037109375, -516.0687866210938, 292.068603515625)","(294.84, 426.46)","(994.0, 446.81)","(571.847168,-515.990540,293.156189)"
"(288.0, 430.0)","(990.0, 448.0)","(569.8849487304688, -515.8984985351562, 292.3338928222656)","(295.27, 426.48)","(988.02, 447.86)","(571.141418,-515.137329,292.753418)"
"(289.0, 430.0)","(989.0, 448.0)","(569.9719848632812, -515.664794921875, 292.38104248046875)","(296.28, 426.59)","(993.07, 446.71)","(572.044434,-515.712585,293.274292)"
"(289.0, 430.0)","(990.0, 448.0)","(570.1099853515625, -515.7869873046875, 292.4504089355469)","(296.84, 426.73)","(993.71, 446.47)","(572.257874,-515.733765,293.404907)"
"(290.0, 428.0)","(988.0, 448.0)","(570.0009155273438, -515.5917358398438, 292.2606201171875)","(297.97, 426.51)","(992.95, 446.45)","(572.400330,-515.533691,293.466156)"
"(291.0, 428.0)","(986.0, 445.0)","(569.8790893554688, -515.4432983398438, 292.3492736816406)","(298.57, 426.73)","(991.29, 446.51)","(572.312927,-515.241943,293.436737)"
"(292.0, 428.0)","(983.0, 448.0)","(569.7599487304688, -514.7576293945312, 292.14654541015625)","(299.62, 426.76)","(989.87, 446.51)","(572.352905,-514.948608,293.462646)"
"(296.0, 426.0)","(985.0, 447.0)","(570.8534545898438, -514.7849731445312, 292.6201171875)","(300.79, 426.61)","(989.27, 446.51)","(572.528625,-514.756653,293.544617)"
"(294.0, 429.0)","(983.0, 449.0)","(570.2603149414062, -514.3843383789062, 292.4251708984375)","(302.39, 426.84)","(988.47, 446.53)","(572.784363,-514.460266,293.693695)"
"(295.0, 430.0)","(984.0, 448.0)","(570.628173828125, -514.3836669921875, 292.7315368652344)","(302.97, 426.74)","(988.73, 446.3)","(572.942749,-514.451294,293.779633)"
"(296.0, 429.0)","(982.0, 448.0)","(570.546875, -514.1078491210938, 292.6249694824219)","(303.85, 426.73)","(988.85, 445.97)","(573.149475,-514.391357,293.902039)"
"(297.0, 429.0)","(983.0, 448.0)","(570.9096069335938, -514.1182250976562, 292.81072998046875)","(304.29, 426.1)","(989.1, 445.72)","(573.259583,-514.440674,293.927368)"
"(298.0, 429.0)","(984.0, 444.0)","(571.179443359375, -514.406005859375, 293.1455383300781)","(305.25, 426.63)","(988.99, 445.62)","(573.473022,-514.284424,294.079681)"
"(298.0, 430.0)","(982.0, 449.0)","(571.0466918945312, -513.7345581054688, 292.90313720703125)","(306.21, 426.43)","(989.03, 445.2)","(573.679138,-514.227295,294.193329)"
"(305.0, 429.0)","(979.0, 448.0)","(572.1453247070312, -512.7344970703125, 293.4592590332031)","(306.83, 426.62)","(988.51, 445.1)","(573.749084,-514.086060,294.248749)"
"(312.0, 425.0)","(974.0, 447.0)","(572.8782958984375, -511.7301940917969, 293.624267578125)","(313.08, 426.78)","(971.14, 449.43)","(572.822693,-510.946533,293.603729)"
"(315.0, 427.0)","(969.0, 452.0)","(573.0143432617188, -510.2719421386719, 293.5950622558594)","(313.97, 426.01)","(970.79, 449.25)","(572.947021,-510.878418,293.624939)"
"(313.0, 429.0)","(971.0, 451.0)","(572.8812255859375, -510.6505126953125, 293.7085876464844)","(314.62, 426.05)","(970.32, 449.1)","(573.023743,-510.755280,293.675873)"
"(312.0, 429.0)","(970.0, 451.0)","(572.5181884765625, -510.64013671875, 293.5227966308594)","(315.85, 426.47)","(969.91, 449.11)","(573.252014,-510.532806,293.823273)"
"(315.0, 428.0)","(965.0, 449.0)","(572.4124145507812, -509.9119567871094, 293.5095520019531)","(317.79, 426.74)","(969.17, 449.26)","(573.590942,-510.192474,294.011444)"
"(315.0, 427.0)","(965.0, 449.0)","(572.385498046875, -509.99237060546875, 293.4271240234375)","(318.75, 426.72)","(968.11, 449.24)","(573.654663,-509.958069,294.046356)"
"(312.0, 430.0)","(968.0, 449.0)","(572.2198486328125, -510.45489501953125, 293.54034423828125)","(320.09, 426.77)","(970.87, 448.56)","(574.328003,-510.189484,294.426178)"
"(319.0, 428.0)","(963.0, 449.0)","(573.0200805664062, -509.2184143066406, 293.8285217285156)","(320.81, 425.91)","(970.66, 448.43)","(574.432800,-510.161102,294.428284)"
"(322.0, 429.0)","(964.0, 449.0)","(573.8538818359375, -508.9240417480469, 294.3265380859375)","(322.13, 426.45)","(963.69, 449.62)","(573.785034,-509.032532,294.086090)"
"(324.0, 428.0)","(966.0, 448.0)","(574.5320434570312, -509.0950622558594, 294.6546325683594)","(323.55, 426.19)","(963.11, 449.73)","(574.014221,-508.815308,294.182709)"
"(322.0, 429.0)","(962.0, 448.0)","(573.549560546875, -508.749267578125, 294.2230529785156)","(324.1, 426.3)","(969.64, 448.25)","(575.028809,-509.648682,294.774872)"
"(324.0, 429.0)","(960.0, 448.0)","(573.7108764648438, -508.2799072265625, 294.3109130859375)","(325.86, 426.55)","(971.77, 447.03)","(575.701843,-509.777924,295.196564)"
"(324.0, 427.0)","(958.0, 451.0)","(573.4420776367188, -507.9845886230469, 293.8898620605469)","(326.59, 426.49)","(971.77, 446.92)","(575.860657,-509.708618,295.280151)"
"(325.0, 428.0)","(958.0, 451.0)","(573.6898803710938, -507.7920227050781, 294.08648681640625)","(328.0, 426.5)","(956.72, 451.1)","(574.136108,-507.411377,294.212677)"
"(329.0, 427.0)","(955.0, 449.0)","(574.0809326171875, -507.1960754394531, 294.3267517089844)","(328.49, 425.64)","(956.05, 451.12)","(574.127747,-507.341888,294.149994)"
"(329.0, 427.0)","(952.0, 449.0)","(573.6561889648438, -506.8287658691406, 294.1133728027344)","(330.38, 425.74)","(954.79, 450.75)","(574.362061,-506.993103,294.299286)"
"(330.0, 425.0)","(949.0, 453.0)","(573.4874267578125, -506.22723388671875, 293.696533203125)","(332.05, 426.32)","(953.33, 451.31)","(574.551453,-506.540314,294.412201)"
"(333.0, 430.0)","(948.0, 457.0)","(574.2203979492188, -505.08282470703125, 294.21795654296875)","(333.5, 427.15)","(951.6, 452.49)","(574.672729,-506.015259,294.476410)"
"(326.0, 432.0)","(948.0, 455.0)","(572.686767578125, -505.8517761230469, 293.66094970703125)","(332.69, 430.74)","(951.12, 452.19)","(574.510803,-505.780975,294.653381)"
"(330.0, 432.0)","(952.0, 451.0)","(574.0487670898438, -506.1744079589844, 294.55780029296875)","(332.67, 432.29)","(950.97, 451.94)","(574.519043,-505.658478,294.776001)"
"(330.0, 432.0)","(951.0, 452.0)","(573.9284057617188, -505.98126220703125, 294.447509765625)","(333.3, 432.7)","(950.31, 452.21)","(574.580322,-505.454895,294.823425)"
"(332.0, 432.0)","(950.0, 452.0)","(574.2273559570312, -505.6338806152344, 294.60430908203125)","(334.46, 432.54)","(949.83, 451.92)","(574.757324,-505.298920,294.919678)"
"(332.0, 432.0)","(949.0, 452.0)","(574.085205078125, -505.5112609863281, 294.5328063964844)","(335.46, 432.5)","(948.63, 451.94)","(574.806091,-505.041046,294.943695)"
"(334.0, 432.0)","(948.0, 452.0)","(574.3834228515625, -505.16375732421875, 294.68927001953125)","(336.25, 432.23)","(947.66, 452.16)","(574.839600,-504.839203,294.933685)"
"(334.0, 432.0)","(947.0, 452.0)","(574.2410888671875, -505.04107666015625, 294.61767578125)","(337.69, 432.41)","(946.81, 452.42)","(575.045410,-504.540161,295.041107)"
"(336.0, 432.0)","(947.0, 452.0)","(574.6812744140625, -504.8160705566406, 294.8454895019531)","(338.6, 432.53)","(946.0, 452.71)","(575.139160,-504.308319,295.084869)"
"(336.0, 432.0)","(946.0, 452.0)","(574.5387573242188, -504.6934509277344, 294.7738342285156)","(339.22, 432.62)","(945.18, 452.59)","(575.157898,-504.139221,295.108429)"
"(336.0, 432.0)","(945.0, 452.0)","(574.396240234375, -504.5708923339844, 294.7021484375)","(339.9, 432.62)","(944.13, 452.46)","(575.154541,-503.943085,295.115417)"
"(338.0, 432.0)","(944.0, 453.0)","(574.7144775390625, -504.1522521972656, 294.8186950683594)","(340.4, 432.63)","(942.96, 452.8)","(575.104553,-503.718353,295.075531)"
"(339.0, 432.0)","(943.0, 453.0)","(574.7914428710938, -503.9170837402344, 294.8605651855469)","(341.12, 432.67)","(942.35, 452.99)","(575.180481,-503.545837,295.109222)"
"(340.0, 432.0)","(943.0, 452.0)","(574.9898681640625, -503.8753356933594, 295.0135498046875)","(342.11, 432.54)","(941.98, 452.9)","(575.339722,-503.405670,295.188110)"
"(340.0, 432.0)","(941.0, 453.0)","(574.7252197265625, -503.55914306640625, 294.8304748535156)","(342.92, 432.51)","(941.31, 452.89)","(575.420532,-503.235352,295.229767)"
"(342.0, 433.0)","(941.0, 453.0)","(575.1886596679688, -503.25396728515625, 295.1381530761719)","(343.72, 432.03)","(940.61, 452.66)","(575.479248,-503.114075,295.240601)"
"(343.0, 433.0)","(940.0, 453.0)","(575.2647705078125, -503.0185852050781, 295.1795959472656)","(346.17, 432.2)","(940.19, 452.53)","(575.957825,-502.782227,295.507263)"
"(344.0, 433.0)","(940.0, 453.0)","(575.4840698242188, -502.906005859375, 295.2930908203125)","(347.75, 432.41)","(939.48, 452.22)","(576.200989,-502.522339,295.664429)"
"(346.0, 433.0)","(927.0, 484.0)","(574.6998901367188, -498.868408203125, 293.33660888671875)","(348.88, 432.62)","(939.35, 451.41)","(576.418213,-502.419891,295.832214)"
"(347.0, 433.0)","(939.0, 453.0)","(575.9982299804688, -502.44537353515625, 295.5611877441406)","(349.67, 432.8)","(938.63, 451.46)","(576.493225,-502.224579,295.882263)"
"(348.0, 433.0)","(939.0, 453.0)","(576.2174072265625, -502.3326721191406, 295.6745910644531)","(350.88, 432.83)","(938.02, 451.28)","(576.667542,-502.023804,295.984863)"
"(349.0, 433.0)","(938.0, 453.0)","(576.292724609375, -502.0972595214844, 295.71563720703125)","(351.04, 432.31)","(937.38, 451.11)","(576.594299,-501.980774,295.921600)"
"(350.0, 433.0)","(938.0, 453.0)","(576.51171875, -501.9845886230469, 295.8289489746094)","(352.73, 432.42)","(936.82, 450.82)","(576.880493,-501.733490,296.092987)"
"(351.0, 433.0)","(938.0, 452.0)","(576.7100219726562, -501.94305419921875, 295.9820556640625)","(354.25, 432.69)","(935.82, 450.79)","(577.074890,-501.420013,296.215546)"
"(352.0, 433.0)","(938.0, 452.0)","(576.92919921875, -501.8304138183594, 296.0954895019531)","(355.53, 433.05)","(935.69, 450.58)","(577.340576,-501.246033,296.388367)"
"(354.0, 434.0)","(938.0, 452.0)","(577.391357421875, -501.52545166015625, 296.4024963378906)","(356.79, 433.42)","(937.96, 449.48)","(577.930908,-501.431824,296.769928)"
"(356.0, 434.0)","(933.0, 454.0)","(577.1473388671875, -500.5431823730469, 296.18524169921875)","(358.7, 433.18)","(938.93, 448.49)","(578.463806,-501.425507,297.077545)"
"(358.0, 434.0)","(933.0, 454.0)","(577.5842895507812, -500.3176574707031, 296.4112854003906)","(360.63, 433.14)","(922.53, 455.33)","(576.646973,-498.707581,295.822327)"
