Left_2D,Right_2D,3D_Point,Pred_left,Pred_right,Pred_3d
"(329.0, 400.0)","(949.0, 436.0)","(572.2481079101562, -509.5681457519531, 292.1660461425781)","(332.11, 400.56)","(980.37, 442.73)","(577.513062,-512.527344,294.522675)"
"(330.0, 400.0)","(950.0, 438.0)","(572.6534423828125, -509.4358825683594, 292.2763366699219)","(333.69, 400.21)","(954.38, 437.96)","(574.092957,-509.538849,293.027496)"
"(331.0, 400.0)","(946.0, 434.0)","(572.2288208007812, -509.1186218261719, 292.2612609863281)","(335.25, 399.83)","(953.2, 437.05)","(574.244263,-509.314301,293.126923)"
"(334.0, 399.0)","(944.0, 438.0)","(572.6727905273438, -508.3355712890625, 292.2328186035156)","(336.74, 399.68)","(949.69, 437.63)","(574.090027,-508.689697,293.017670)"
"(334.0, 399.0)","(941.0, 435.0)","(572.187744140625, -508.182861328125, 292.1353454589844)","(337.48, 399.64)","(948.12, 437.84)","(574.036560,-508.403229,292.981201)"
"(336.0, 399.0)","(943.0, 439.0)","(572.9962768554688, -507.9169006347656, 292.35455322265625)","(339.78, 399.51)","(944.4, 438.15)","(574.025330,-507.678833,292.961212)"
"(338.0, 399.0)","(944.0, 437.0)","(573.5371704101562, -507.954345703125, 292.7297058105469)","(341.49, 398.56)","(942.96, 437.71)","(574.166992,-507.418915,292.993835)"
"(340.0, 398.0)","(941.0, 434.0)","(573.4678955078125, -507.65728759765625, 292.7782897949219)","(342.89, 397.81)","(941.45, 437.55)","(574.240967,-507.149292,292.991791)"
"(341.0, 398.0)","(940.0, 434.0)","(573.5482177734375, -507.4225769042969, 292.8227233886719)","(344.08, 397.5)","(939.88, 437.26)","(574.268250,-506.869354,293.002808)"
"(342.0, 398.0)","(938.0, 434.0)","(573.4873657226562, -507.06610107421875, 292.7966613769531)","(344.89, 397.52)","(938.77, 436.76)","(574.280396,-506.676361,293.037903)"
"(343.0, 398.0)","(937.0, 434.0)","(573.567138671875, -506.8312683105469, 292.8408203125)","(346.36, 397.62)","(937.16, 435.99)","(574.363708,-506.360443,293.130096)"
"(346.0, 397.0)","(936.0, 434.0)","(574.0629272460938, -506.4520263671875, 293.0310363769531)","(348.14, 397.66)","(935.76, 435.56)","(574.550415,-506.015808,293.254547)"
"(346.0, 397.0)","(934.0, 434.0)","(573.7802734375, -506.20855712890625, 292.8899841308594)","(350.29, 397.04)","(934.72, 435.59)","(574.862488,-505.694305,293.374573)"
"(348.0, 397.0)","(932.0, 434.0)","(573.9382934570312, -505.7387390136719, 292.9775390625)","(351.1, 396.94)","(932.81, 435.61)","(574.767944,-505.376648,293.322906)"
"(348.0, 397.0)","(931.0, 433.0)","(573.7761840820312, -505.688232421875, 292.9449157714844)","(352.22, 396.69)","(931.49, 435.18)","(574.812256,-505.140076,293.353119)"
"(350.0, 397.0)","(930.0, 433.0)","(574.0748901367188, -505.3400573730469, 293.1027526855469)","(353.31, 396.44)","(930.77, 435.0)","(574.940186,-504.962219,293.412842)"
"(351.0, 396.0)","(929.0, 433.0)","(574.1285400390625, -505.18695068359375, 293.0636291503906)","(354.44, 396.32)","(929.23, 434.72)","(574.961304,-504.676392,293.433411)"
"(352.0, 396.0)","(927.0, 433.0)","(574.0650024414062, -504.8302307128906, 293.0362854003906)","(355.77, 395.98)","(927.93, 434.26)","(575.051208,-504.427887,293.482452)"
"(353.0, 396.0)","(927.0, 433.0)","(574.2847900390625, -504.7168884277344, 293.15032958984375)","(356.7, 395.66)","(927.36, 434.16)","(575.164795,-504.286407,293.525543)"
"(354.0, 396.0)","(925.0, 432.0)","(574.2002563476562, -504.4314880371094, 293.160888671875)","(358.13, 395.33)","(926.16, 433.96)","(575.296204,-504.019440,293.583832)"
"(355.0, 396.0)","(924.0, 432.0)","(574.2778930664062, -504.1964416503906, 293.2039794921875)","(359.31, 395.44)","(924.4, 433.73)","(575.302612,-503.678711,293.611053)"
"(358.0, 395.0)","(923.0, 432.0)","(574.77001953125, -503.81646728515625, 293.3924560546875)","(360.29, 395.42)","(923.43, 433.63)","(575.376892,-503.458191,293.655823)"
"(358.0, 395.0)","(922.0, 432.0)","(574.627685546875, -503.6947937011719, 293.3214416503906)","(361.48, 395.15)","(922.62, 433.17)","(575.506653,-503.279510,293.729126)"
"(360.0, 395.0)","(921.0, 432.0)","(574.9238891601562, -503.3461608886719, 293.4779968261719)","(362.9, 394.79)","(920.85, 432.88)","(575.551025,-502.953094,293.746216)"
"(360.0, 395.0)","(920.0, 432.0)","(574.7814331054688, -503.2244567871094, 293.4069519042969)","(363.69, 394.54)","(919.98, 432.55)","(575.587280,-502.801575,293.766235)"
"(360.0, 395.0)","(918.0, 431.0)","(574.4765014648438, -503.05267333984375, 293.3031921386719)","(364.51, 394.29)","(919.2, 432.51)","(575.648804,-502.636871,293.784882)"
"(362.0, 395.0)","(917.0, 431.0)","(574.7716674804688, -502.70391845703125, 293.45928955078125)","(365.71, 394.08)","(917.79, 432.5)","(575.704773,-502.346802,293.803833)"
"(363.0, 394.0)","(916.0, 431.0)","(574.82421875, -502.5506896972656, 293.4197082519531)","(366.91, 393.96)","(916.27, 432.44)","(575.745911,-502.039551,293.824097)"
"(364.0, 394.0)","(915.0, 431.0)","(574.9002075195312, -502.3154602050781, 293.4620361328125)","(367.72, 393.83)","(915.42, 432.27)","(575.794983,-501.866882,293.851257)"
"(368.0, 393.0)","(914.0, 430.0)","(575.588623046875, -501.8931884765625, 293.80133056640625)","(369.45, 393.59)","(914.24, 432.16)","(575.996338,-501.554138,293.947784)"
"(368.0, 393.0)","(913.0, 430.0)","(575.4456176757812, -501.771484375, 293.7299499511719)","(371.07, 393.32)","(913.4, 432.11)","(576.222656,-501.293488,294.051270)"
"(370.0, 393.0)","(912.0, 430.0)","(575.7393188476562, -501.4224853515625, 293.8853454589844)","(372.12, 393.23)","(912.14, 432.1)","(576.268799,-501.028778,294.073120)"
"(370.0, 393.0)","(910.0, 430.0)","(575.4526977539062, -501.17901611328125, 293.7424011230469)","(372.98, 393.09)","(911.3, 431.92)","(576.329224,-500.853088,294.105927)"
"(370.0, 393.0)","(909.0, 430.0)","(575.3094482421875, -501.05731201171875, 293.67095947265625)","(374.45, 392.73)","(909.49, 431.75)","(576.378235,-500.507172,294.119843)"
"(372.0, 392.0)","(908.0, 430.0)","(575.5792236328125, -500.790283203125, 293.74420166015625)","(375.67, 392.44)","(908.1, 431.65)","(576.435730,-500.230103,294.138428)"
"(373.0, 392.0)","(907.0, 430.0)","(575.6537475585938, -500.5548095703125, 293.78582763671875)","(376.65, 392.17)","(907.32, 431.48)","(576.527710,-500.057983,294.177917)"
"(376.0, 391.0)","(906.0, 429.0)","(576.1216430664062, -500.2459411621094, 294.0107727050781)","(377.66, 392.09)","(906.49, 431.38)","(576.624451,-499.855743,294.229889)"
"(376.0, 391.0)","(904.0, 429.0)","(575.8341674804688, -500.00250244140625, 293.867431640625)","(378.77, 391.96)","(904.68, 431.3)","(576.600891,-499.525330,294.217804)"
"(378.0, 391.0)","(904.0, 429.0)","(576.26953125, -499.7748718261719, 294.09344482421875)","(380.15, 391.63)","(904.09, 430.99)","(576.802734,-499.345856,294.316467)"
"(378.0, 391.0)","(902.0, 429.0)","(575.981689453125, -499.53143310546875, 293.949951171875)","(380.92, 391.42)","(903.07, 430.55)","(576.809998,-499.182892,294.330170)"
"(379.0, 390.0)","(901.0, 429.0)","(576.03271484375, -499.3780517578125, 293.90966796875)","(381.86, 391.19)","(901.82, 430.86)","(576.834717,-498.920044,294.315460)"
"(380.0, 390.0)","(900.0, 428.0)","(576.0869750976562, -499.2146911621094, 293.9897155761719)","(382.36, 391.15)","(899.83, 430.58)","(576.649841,-498.644318,294.236328)"
"(381.0, 390.0)","(899.0, 428.0)","(576.16015625, -498.97906494140625, 294.03070068359375)","(386.17, 388.14)","(899.24, 430.47)","(577.323364,-498.393280,294.383240)"
"(384.0, 389.0)","(897.0, 428.0)","(576.5008544921875, -498.4760437011719, 294.1438293457031)","(386.72, 387.97)","(898.26, 430.32)","(577.294373,-498.235992,294.366638)"
"(384.0, 389.0)","(896.0, 428.0)","(576.3565063476562, -498.3543395996094, 294.0718994140625)","(387.83, 387.51)","(896.75, 430.26)","(577.305603,-497.967712,294.347839)"
"(386.0, 388.0)","(895.0, 428.0)","(576.6238403320312, -498.0867614746094, 294.14398193359375)","(388.41, 387.31)","(895.29, 429.73)","(577.205750,-497.778595,294.312408)"
"(386.0, 388.0)","(893.0, 428.0)","(576.3348999023438, -497.84344482421875, 294.0)","(389.51, 386.93)","(893.5, 429.48)","(577.171997,-497.484497,294.286041)"
"(390.0, 387.0)","(891.0, 427.0)","(576.8714599609375, -497.29852294921875, 294.2638244628906)","(392.91, 385.52)","(891.55, 429.16)","(577.589355,-496.998260,294.425903)"
"(392.0, 387.0)","(890.0, 427.0)","(577.1594848632812, -496.9486083984375, 294.4164123535156)","(394.59, 385.2)","(890.81, 428.95)","(577.834839,-496.757874,294.543518)"
"(393.0, 386.0)","(888.0, 427.0)","(577.064208984375, -496.6732482910156, 294.3033142089844)","(395.87, 384.77)","(888.81, 428.35)","(577.801025,-496.447174,294.531464)"
"(394.0, 386.0)","(887.0, 426.0)","(577.1170043945312, -496.5101013183594, 294.3826904296875)","(396.68, 384.53)","(887.4, 427.94)","(577.758606,-496.232544,294.517120)"
"(394.0, 386.0)","(885.0, 426.0)","(576.8268432617188, -496.2668151855469, 294.2381591796875)","(397.49, 384.29)","(885.84, 427.69)","(577.697083,-495.988037,294.485504)"
"(396.0, 385.0)","(884.0, 426.0)","(577.0922241210938, -495.9989929199219, 294.309326171875)","(398.81, 384.11)","(883.83, 427.23)","(577.677551,-495.640808,294.491516)"
"(398.0, 385.0)","(883.0, 426.0)","(577.37841796875, -495.6487731933594, 294.4610595703125)","(399.78, 384.07)","(883.22, 427.12)","(577.795227,-495.467010,294.557129)"
"(399.0, 384.0)","(881.0, 426.0)","(577.2822265625, -495.3734436035156, 294.3475341796875)","(401.56, 384.19)","(882.07, 426.78)","(578.007996,-495.138428,294.696198)"
"(401.0, 384.0)","(880.0, 425.0)","(577.5497436523438, -495.0960998535156, 294.53851318359375)","(404.27, 383.86)","(879.77, 425.93)","(578.234497,-494.637817,294.839600)"
"(401.0, 384.0)","(878.0, 425.0)","(577.2584838867188, -494.852783203125, 294.3935241699219)","(405.19, 383.1)","(878.76, 426.02)","(578.271057,-494.465576,294.804260)"
"(404.0, 383.0)","(876.0, 425.0)","(577.5918579101562, -494.3486022949219, 294.503173828125)","(407.1, 381.75)","(876.53, 425.99)","(578.328186,-494.088959,294.748169)"
"(406.0, 382.0)","(875.0, 424.0)","(577.837890625, -494.1535949707031, 294.61322021484375)","(408.19, 381.14)","(875.43, 425.68)","(578.383911,-493.903229,294.753174)"
"(406.0, 382.0)","(874.0, 424.0)","(577.69189453125, -494.0319519042969, 294.54052734375)","(409.92, 380.96)","(874.72, 425.34)","(578.642395,-493.658447,294.893768)"
"(410.0, 381.0)","(873.0, 424.0)","(578.3851928710938, -493.5347900390625, 294.833984375)","(411.17, 380.76)","(873.02, 424.78)","(578.648315,-493.365875,294.915680)"
"(410.0, 381.0)","(871.0, 424.0)","(578.0924072265625, -493.29144287109375, 294.6883239746094)","(412.02, 380.57)","(872.15, 424.69)","(578.697998,-493.184845,294.935394)"
"(410.0, 381.0)","(871.0, 424.0)","(578.0924072265625, -493.29144287109375, 294.6883239746094)","(413.65, 380.13)","(871.67, 424.71)","(578.969238,-492.974518,295.046082)"
"(411.0, 380.0)","(870.0, 424.0)","(578.140625, -493.1377258300781, 294.646728515625)","(414.86, 379.8)","(870.14, 424.66)","(578.997009,-492.680511,295.044800)"
"(412.0, 380.0)","(868.0, 423.0)","(578.044921875, -492.8531494140625, 294.65234375)","(416.27, 379.38)","(868.58, 424.46)","(579.058533,-492.378296,295.062256)"
"(413.0, 380.0)","(867.0, 423.0)","(578.11279296875, -492.6169738769531, 294.69085693359375)","(417.4, 378.9)","(867.56, 424.29)","(579.138611,-492.176666,295.081909)"
"(416.0, 379.0)","(866.0, 423.0)","(578.5891723632812, -492.23388671875, 294.8717041015625)","(418.6, 378.35)","(866.97, 424.16)","(579.296021,-492.022186,295.133514)"
"(416.0, 379.0)","(865.0, 422.0)","(578.4252319335938, -492.1856689453125, 294.8386535644531)","(419.69, 377.74)","(866.05, 423.78)","(579.375854,-491.863495,295.153931)"
"(416.0, 379.0)","(864.0, 422.0)","(578.2783813476562, -492.0640869140625, 294.7656555175781)","(420.47, 377.34)","(864.42, 423.62)","(579.292419,-491.620392,295.095795)"
"(418.0, 378.0)","(863.0, 422.0)","(578.5401611328125, -491.795654296875, 294.83502197265625)","(420.98, 377.2)","(863.84, 423.26)","(579.307373,-491.529297,295.113312)"
"(418.0, 378.0)","(862.0, 422.0)","(578.3931884765625, -491.67401123046875, 294.761962890625)","(422.15, 376.75)","(862.76, 423.1)","(579.387268,-491.312531,295.134705)"
"(422.0, 377.0)","(860.0, 422.0)","(578.9349365234375, -491.0542907714844, 294.9800720214844)","(423.31, 376.46)","(860.94, 423.0)","(579.359924,-490.989227,295.111084)"
"(422.0, 377.0)","(859.0, 421.0)","(578.7708129882812, -491.00634765625, 294.947021484375)","(424.68, 376.25)","(859.85, 422.92)","(579.486633,-490.722504,295.169739)"
"(422.0, 377.0)","(858.0, 421.0)","(578.6235961914062, -490.8847351074219, 294.87384033203125)","(425.88, 376.11)","(859.0, 422.27)","(579.604004,-490.540802,295.255585)"
"(424.0, 376.0)","(857.0, 421.0)","(578.8842163085938, -490.6161193847656, 294.942626953125)","(427.25, 375.93)","(858.14, 422.5)","(579.770020,-490.276672,295.320801)"
"(424.0, 376.0)","(856.0, 421.0)","(578.73681640625, -490.4945373535156, 294.8693542480469)","(428.16, 375.63)","(856.31, 422.02)","(579.680115,-490.009644,295.282715)"
"(426.0, 375.0)","(855.0, 420.0)","(578.9805297851562, -490.2995910644531, 294.978271484375)","(429.36, 374.16)","(855.45, 421.83)","(579.778259,-489.902557,295.243042)"
"(428.0, 375.0)","(854.0, 420.0)","(579.2594604492188, -489.9482727050781, 295.1265869140625)","(430.1, 373.57)","(854.42, 421.54)","(579.767883,-489.762390,295.213989)"
"(428.0, 375.0)","(852.0, 420.0)","(578.9640502929688, -489.7049865722656, 294.9797668457031)","(432.02, 373.14)","(853.34, 421.47)","(580.008301,-489.451019,295.315857)"
"(430.0, 374.0)","(852.0, 420.0)","(579.3714599609375, -489.5578308105469, 295.12152099609375)","(432.77, 372.9)","(852.25, 421.22)","(579.998169,-489.270416,295.309692)"
"(432.0, 373.0)","(850.0, 420.0)","(579.4829711914062, -489.1673583984375, 295.11627197265625)","(433.77, 372.73)","(851.15, 420.89)","(580.039612,-489.060089,295.339203)"
"(432.0, 373.0)","(849.0, 419.0)","(579.3186645507812, -489.1197204589844, 295.0831298828125)","(434.37, 372.66)","(849.45, 420.27)","(579.904053,-488.836029,295.299957)"
"(434.0, 373.0)","(848.0, 419.0)","(579.5960693359375, -488.7680969238281, 295.230712890625)","(435.9, 372.03)","(849.05, 420.19)","(580.157471,-488.669342,295.392792)"
"(434.0, 373.0)","(847.0, 419.0)","(579.4479370117188, -488.6465148925781, 295.1571044921875)","(437.27, 371.36)","(847.68, 419.86)","(580.228088,-488.424927,295.403412)"
"(436.0, 372.0)","(846.0, 418.0)","(579.6904907226562, -488.4516906738281, 295.2655029296875)","(438.94, 370.78)","(846.41, 419.74)","(580.382080,-488.135071,295.453003)"
"(438.0, 371.0)","(844.0, 418.0)","(579.8006591796875, -488.06109619140625, 295.2595520019531)","(439.88, 370.45)","(844.29, 419.34)","(580.254395,-487.825989,295.390381)"
"(438.0, 371.0)","(843.0, 418.0)","(579.6522216796875, -487.9395446777344, 295.1858215332031)","(441.47, 369.96)","(842.79, 418.47)","(580.346375,-487.565613,295.451569)"
"(440.0, 370.0)","(842.0, 418.0)","(579.9102783203125, -487.6705017089844, 295.2533874511719)","(442.8, 369.48)","(842.26, 418.39)","(580.539978,-487.393616,295.524292)"
"(440.0, 370.0)","(841.0, 418.0)","(579.7615966796875, -487.5488586425781, 295.1795959472656)","(443.83, 369.0)","(841.01, 418.18)","(580.560547,-487.178314,295.515961)"
"(442.0, 369.0)","(840.0, 417.0)","(580.0036010742188, -487.35406494140625, 295.28759765625)","(444.9, 368.63)","(839.92, 417.72)","(580.611389,-486.987335,295.542725)"
"(442.0, 369.0)","(838.0, 417.0)","(579.7061767578125, -487.1109924316406, 295.13995361328125)","(445.54, 368.38)","(839.23, 417.5)","(580.636292,-486.866669,295.551300)"
"(444.0, 369.0)","(837.0, 417.0)","(579.9808959960938, -486.7589111328125, 295.2862854003906)","(446.6, 367.96)","(838.52, 417.36)","(580.745667,-486.703430,295.588043)"
"(445.0, 368.0)","(836.0, 416.0)","(580.0107421875, -486.6794128417969, 295.28399658203125)","(447.94, 367.43)","(836.53, 417.28)","(580.722107,-486.356781,295.549500)"
"(448.0, 367.0)","(835.0, 416.0)","(580.479248046875, -486.2948913574219, 295.46099853515625)","(449.49, 367.0)","(835.28, 416.82)","(580.849060,-486.095978,295.612244)"
"(451.0, 366.0)","(834.0, 416.0)","(580.947509765625, -485.9101867675781, 295.6378479003906)","(450.42, 366.43)","(834.43, 418.12)","(580.928955,-485.835663,295.553284)"
"(446.0, 367.0)","(833.0, 416.0)","(579.7581176757812, -486.2825012207031, 295.0931396484375)","(450.47, 365.93)","(833.5, 419.54)","(580.813660,-485.652222,295.392151)"
"(443.0, 368.0)","(834.0, 417.0)","(579.3054809570312, -486.5925598144531, 294.8755798339844)","(451.23, 365.91)","(834.28, 421.07)","(581.114136,-485.546844,295.469269)"
"(446.0, 371.0)","(835.0, 417.0)","(580.140625, -486.1195068359375, 295.516357421875)","(451.96, 365.67)","(835.07, 421.94)","(581.395935,-485.513672,295.553467)"
"(446.0, 367.0)","(839.0, 418.0)","(580.6832275390625, -486.8629150390625, 295.4552917480469)","(452.56, 367.19)","(837.85, 421.77)","(581.962891,-485.669800,295.953033)"
"(446.0, 367.0)","(841.0, 417.0)","(580.9658203125, -487.1805725097656, 295.6439514160156)","(454.51, 367.25)","(840.3, 421.85)","(582.745972,-485.732483,296.351532)"
"(449.0, 370.0)","(831.0, 426.0)","(580.2973022460938, -484.6977844238281, 295.1000671386719)","(455.46, 367.73)","(833.05, 424.21)","(581.902161,-484.523438,295.856018)"
"(454.0, 368.0)","(834.0, 424.0)","(581.7378540039062, -484.80108642578125, 295.796630859375)","(456.04, 368.38)","(832.06, 424.52)","(581.891357,-484.258911,295.883972)"
"(454.0, 368.0)","(833.0, 423.0)","(581.572509765625, -484.7539978027344, 295.76336669921875)","(455.74, 368.94)","(832.03, 424.53)","(581.833069,-484.242828,295.892395)"
"(454.0, 368.0)","(832.0, 422.0)","(581.4072265625, -484.7069091796875, 295.7301330566406)","(455.46, 369.13)","(832.78, 423.67)","(581.876892,-484.415131,295.968170)"
"(451.0, 369.0)","(827.0, 421.0)","(580.0272216796875, -484.4366149902344, 295.1494445800781)","(454.63, 369.55)","(829.22, 423.07)","(581.164917,-484.087372,295.669495)"
"(452.0, 369.0)","(826.0, 424.0)","(580.133056640625, -483.9748229980469, 295.0605773925781)","(455.57, 369.3)","(828.08, 423.3)","(581.191040,-483.843445,295.658234)"
"(456.0, 371.0)","(826.0, 423.0)","(580.9923095703125, -483.42230224609375, 295.6954040527344)","(456.61, 368.98)","(827.19, 423.39)","(581.272278,-483.634644,295.676727)"
"(456.0, 367.0)","(831.0, 422.0)","(581.6625366210938, -484.43707275390625, 295.7962951660156)","(457.25, 368.89)","(825.92, 423.45)","(581.215332,-483.408905,295.642303)"
"(457.0, 367.0)","(824.0, 421.0)","(580.8068237304688, -483.54412841796875, 295.42535400390625)","(458.51, 368.72)","(825.12, 423.39)","(581.356323,-483.184479,295.709381)"
"(458.0, 367.0)","(826.0, 422.0)","(581.3326416015625, -483.59710693359375, 295.6423645019531)","(459.35, 368.57)","(824.27, 423.33)","(581.401611,-483.000824,295.728363)"
"(458.0, 367.0)","(826.0, 422.0)","(581.3326416015625, -483.59710693359375, 295.6423645019531)","(460.25, 368.45)","(823.01, 422.99)","(581.393921,-482.778687,295.737122)"
"(459.0, 366.0)","(823.0, 422.0)","(581.0755004882812, -483.1990966796875, 295.449462890625)","(461.22, 368.3)","(822.56, 422.95)","(581.526917,-482.627167,295.799225)"
"(460.0, 366.0)","(821.0, 423.0)","(580.9993896484375, -482.7648620605469, 295.3677978515625)","(461.9, 368.23)","(821.79, 422.84)","(581.550842,-482.468842,295.814880)"
"(461.0, 366.0)","(821.0, 422.0)","(581.1946411132812, -482.7242736816406, 295.5184020996094)","(462.7, 368.09)","(820.65, 422.8)","(581.543945,-482.252014,295.807465)"
"(462.0, 366.0)","(817.0, 423.0)","(580.8164672851562, -482.04644775390625, 295.286865234375)","(463.81, 368.02)","(819.5, 422.53)","(581.598206,-482.009674,295.848083)"
"(462.0, 366.0)","(814.0, 422.0)","(580.3500366210938, -481.7564392089844, 295.104248046875)","(465.38, 368.19)","(818.55, 422.32)","(581.783569,-481.714081,295.969849)"
"(463.0, 366.0)","(817.0, 419.0)","(580.9681396484375, -482.23150634765625, 295.5621643066406)","(466.84, 368.03)","(817.69, 422.4)","(581.958191,-481.447723,296.048462)"
"(464.0, 366.0)","(817.0, 424.0)","(581.25, -481.7397766113281, 295.4627685546875)","(467.94, 367.96)","(815.97, 422.34)","(581.926270,-481.121185,296.035980)"
"(466.0, 366.0)","(814.0, 424.0)","(581.215576171875, -481.1427917480469, 295.4554138183594)","(468.42, 368.01)","(814.99, 422.03)","(581.874756,-480.965485,296.031433)"
"(467.0, 365.0)","(812.0, 422.0)","(581.0784301757812, -481.0169982910156, 295.4200134277344)","(470.03, 367.78)","(813.93, 421.93)","(582.045959,-480.676544,296.112976)"
"(468.0, 365.0)","(811.0, 422.0)","(581.1362915039062, -480.7794494628906, 295.45361328125)","(470.82, 367.55)","(813.15, 421.85)","(582.088318,-480.515167,296.125641)"
"(469.0, 365.0)","(810.0, 426.0)","(581.2503051757812, -480.2398986816406, 295.3192443847656)","(471.91, 367.59)","(812.08, 421.68)","(582.152100,-480.268158,296.173676)"
"(472.0, 365.0)","(810.0, 423.0)","(581.8345336914062, -480.1189270019531, 295.7705383300781)","(474.02, 367.49)","(811.04, 421.38)","(582.429199,-479.928040,296.329163)"
"(472.0, 365.0)","(810.0, 422.0)","(581.8204956054688, -480.1943664550781, 295.81256103515625)","(474.9, 367.44)","(809.61, 421.57)","(582.397522,-479.641632,296.304840)"
"(472.0, 365.0)","(806.0, 422.0)","(581.2140502929688, -479.7071228027344, 295.5116882324219)","(475.62, 367.33)","(808.53, 421.34)","(582.378723,-479.453125,296.302612)"
"(474.0, 365.0)","(805.0, 423.0)","(581.492919921875, -479.2779541015625, 295.6108093261719)","(476.76, 367.15)","(807.32, 421.39)","(582.430359,-479.184692,296.318665)"
"(476.0, 368.0)","(806.0, 424.0)","(582.11962890625, -478.84429931640625, 296.0919189453125)","(477.49, 366.84)","(806.13, 421.31)","(582.395752,-478.986786,296.287262)"
"(475.0, 366.0)","(805.0, 421.0)","(581.6884155273438, -479.23046875, 295.880615234375)","(477.83, 366.55)","(804.82, 421.25)","(582.262024,-478.816284,296.205231)"
"(476.0, 365.0)","(804.0, 421.0)","(581.7299194335938, -479.0755310058594, 295.83612060546875)","(479.19, 364.83)","(804.08, 421.08)","(582.405090,-478.723633,296.170807)"
"(478.0, 365.0)","(801.0, 421.0)","(581.68994140625, -478.4782409667969, 295.8260498046875)","(481.46, 366.09)","(802.94, 421.03)","(582.721497,-478.221222,296.429413)"
"(480.0, 365.0)","(799.0, 422.0)","(581.8145141601562, -477.9269104003906, 295.8485107421875)","(483.22, 365.79)","(801.54, 421.14)","(582.870972,-477.863007,296.485718)"
"(481.0, 365.0)","(796.0, 423.0)","(581.5780029296875, -477.36944580078125, 295.6869201660156)","(483.99, 365.49)","(799.74, 420.92)","(582.748718,-477.595734,296.418610)"
"(483.0, 364.0)","(798.0, 419.0)","(582.2305908203125, -477.76739501953125, 296.1467590332031)","(485.13, 364.26)","(798.86, 420.99)","(582.834595,-477.452728,296.377319)"
"(484.0, 364.0)","(796.0, 421.0)","(582.159423828125, -477.2559509277344, 296.01824951171875)","(486.47, 364.14)","(797.47, 421.02)","(582.898926,-477.135437,296.405914)"
