Left_2D,Right_2D,3D_Point,Pred_left,Pred_right,Pred_3d
"(304.0, 402.0)","(979.0, 436.0)","(570.8798217773438, -515.8670654296875, 291.5159912109375)","(308.58, 406.2)","(980.75, 440.71)","(572.381226,-514.896423,292.355774)"
"(306.0, 403.0)","(976.0, 441.0)","(571.0593872070312, -514.8479614257812, 291.44525146484375)","(309.42, 404.2)","(979.59, 440.57)","(572.349304,-514.833374,292.209259)"
"(308.0, 403.0)","(976.0, 443.0)","(571.5545043945312, -514.48388671875, 291.6048889160156)","(310.86, 404.22)","(978.48, 440.3)","(572.513672,-514.553711,292.311798)"
"(308.0, 403.0)","(976.0, 439.0)","(571.462890625, -514.7626953125, 291.75128173828125)","(312.24, 403.82)","(977.46, 440.32)","(572.671509,-514.305603,292.367310)"
"(310.0, 403.0)","(975.0, 439.0)","(571.7737426757812, -514.4163208007812, 291.9150085449219)","(313.42, 405.45)","(976.68, 440.3)","(572.873840,-513.946777,292.589020)"
"(311.0, 403.0)","(971.0, 440.0)","(571.466796875, -513.7472534179688, 291.7178649902344)","(314.67, 405.44)","(975.4, 440.1)","(572.971680,-513.665161,292.652069)"
"(312.0, 403.0)","(973.0, 439.0)","(571.9456176757812, -513.9481811523438, 292.00933837890625)","(315.7, 405.68)","(973.91, 439.95)","(572.998718,-513.358826,292.693939)"
"(313.0, 402.0)","(971.0, 440.0)","(571.8870849609375, -513.60400390625, 291.8658752441406)","(316.59, 406.11)","(973.02, 439.93)","(573.085938,-513.116760,292.772369)"
"(314.0, 402.0)","(969.0, 438.0)","(571.7885131835938, -513.3878173828125, 291.91693115234375)","(317.11, 405.99)","(972.28, 439.85)","(573.094238,-512.983521,292.774109)"
"(315.0, 402.0)","(968.0, 441.0)","(571.941162109375, -512.9437866210938, 291.85321044921875)","(318.05, 403.61)","(971.39, 439.8)","(573.113708,-512.966614,292.622833)"
"(316.0, 405.0)","(967.0, 436.0)","(571.9967041015625, -512.8145751953125, 292.33673095703125)","(319.03, 403.59)","(970.73, 439.82)","(573.241211,-512.776184,292.688232)"
"(316.0, 402.0)","(969.0, 440.0)","(572.281494140625, -513.0230712890625, 292.0755310058594)","(319.81, 403.45)","(969.65, 439.69)","(573.258545,-512.577393,292.696594)"
"(318.0, 405.0)","(964.0, 440.0)","(572.1156005859375, -511.9443054199219, 292.2118225097656)","(320.57, 403.27)","(969.02, 439.67)","(573.335449,-512.431213,292.726501)"
"(318.0, 402.0)","(966.0, 438.0)","(572.2670288085938, -512.57275390625, 292.1729431152344)","(322.03, 405.09)","(968.39, 439.54)","(573.621338,-512.051208,293.009674)"
"(320.0, 402.0)","(967.0, 441.0)","(572.9208374023438, -512.2593994140625, 292.363525390625)","(323.0, 405.23)","(967.96, 439.54)","(573.782104,-511.878265,293.103851)"
"(320.0, 404.0)","(965.0, 440.0)","(572.6743774414062, -511.9226989746094, 292.42919921875)","(323.89, 405.9)","(967.15, 439.34)","(573.881653,-511.638947,293.214020)"
"(322.0, 405.0)","(964.0, 439.0)","(572.9866333007812, -511.564453125, 292.7120361328125)","(324.14, 403.31)","(965.72, 439.43)","(573.668823,-511.640900,292.922394)"
"(322.0, 402.0)","(963.0, 439.0)","(572.7652587890625, -511.6871337890625, 292.3906555175781)","(324.73, 403.33)","(964.9, 439.36)","(573.684937,-511.477814,292.937653)"
"(322.0, 402.0)","(962.0, 439.0)","(572.625732421875, -511.5653076171875, 292.3209228515625)","(326.01, 403.44)","(964.57, 439.4)","(573.928589,-511.281769,293.070557)"
"(324.0, 402.0)","(962.0, 439.0)","(573.0722045898438, -511.34014892578125, 292.5523681640625)","(327.01, 403.38)","(963.69, 439.4)","(574.027039,-511.066772,293.119690)"
"(324.0, 402.0)","(962.0, 439.0)","(573.0722045898438, -511.34014892578125, 292.5523681640625)","(327.46, 403.23)","(963.18, 439.28)","(574.049377,-510.974640,293.127991)"
"(326.0, 402.0)","(959.0, 439.0)","(573.0988159179688, -510.7493591308594, 292.5740966796875)","(328.33, 403.16)","(962.04, 438.87)","(574.072693,-510.772125,293.158203)"
"(326.0, 402.0)","(960.0, 438.0)","(573.2167358398438, -510.9414978027344, 292.6812438964844)","(328.95, 402.98)","(960.92, 438.89)","(574.049561,-510.578979,293.135590)"
"(328.0, 402.0)","(959.0, 436.0)","(573.4786987304688, -510.7349548339844, 292.9170227050781)","(330.13, 402.98)","(959.81, 438.61)","(574.150757,-510.330444,293.204651)"
"(328.0, 402.0)","(958.0, 436.0)","(573.3386840820312, -510.6131286621094, 292.8470764160156)","(331.13, 402.69)","(958.82, 438.54)","(574.225342,-510.125671,293.229095)"
"(330.0, 402.0)","(960.0, 436.0)","(574.0648803710938, -510.631591796875, 293.2183837890625)","(332.12, 403.01)","(957.59, 438.33)","(574.276978,-509.852814,293.291656)"
"(330.0, 402.0)","(958.0, 436.0)","(573.7843627929688, -510.3878173828125, 293.0782165527344)","(333.3, 403.2)","(956.69, 438.26)","(574.416626,-509.599548,293.383118)"
"(330.0, 402.0)","(958.0, 436.0)","(573.7843627929688, -510.3878173828125, 293.0782165527344)","(334.57, 403.21)","(955.69, 437.86)","(574.550049,-509.361847,293.475159)"
"(331.0, 402.0)","(956.0, 436.0)","(573.7265625, -510.0315246582031, 293.0535583496094)","(335.2, 403.1)","(955.14, 437.91)","(574.611023,-509.229218,293.498077)"
"(332.0, 402.0)","(956.0, 437.0)","(573.970947265625, -509.8484191894531, 293.1316223144531)","(336.09, 403.05)","(954.2, 437.77)","(574.672119,-509.028168,293.535583)"
"(333.0, 401.0)","(955.0, 437.0)","(574.0265502929688, -509.6954040527344, 293.0933532714844)","(336.6, 402.98)","(953.12, 437.62)","(574.628174,-508.855255,293.518158)"
"(334.0, 401.0)","(953.0, 437.0)","(573.9679565429688, -509.3389587402344, 293.06829833984375)","(337.51, 402.76)","(951.53, 437.59)","(574.599731,-508.578766,293.493744)"
"(335.0, 401.0)","(953.0, 437.0)","(574.1902465820312, -509.2261962890625, 293.18359375)","(338.52, 402.23)","(950.97, 437.61)","(574.731628,-508.438293,293.525696)"
"(336.0, 401.0)","(952.0, 436.0)","(574.2501831054688, -509.06201171875, 293.2660827636719)","(339.39, 402.58)","(950.43, 437.59)","(574.857300,-508.247192,293.617645)"
"(337.0, 401.0)","(951.0, 436.0)","(574.3316040039062, -508.827392578125, 293.3110046386719)","(340.43, 402.92)","(949.69, 437.57)","(574.991943,-508.013367,293.714081)"
"(337.0, 401.0)","(950.0, 436.0)","(574.1907348632812, -508.7055358886719, 293.2406311035156)","(341.48, 403.09)","(949.22, 437.58)","(575.163025,-507.822998,293.815399)"
"(339.0, 401.0)","(949.0, 436.0)","(574.4938354492188, -508.3580017089844, 293.4004821777344)","(342.69, 402.96)","(948.46, 437.71)","(575.323303,-507.595123,293.885071)"
"(340.0, 401.0)","(949.0, 436.0)","(574.7157592773438, -508.2451171875, 293.5155944824219)","(343.41, 402.83)","(946.67, 436.93)","(575.209595,-507.361298,293.860016)"
"(341.0, 401.0)","(948.0, 436.0)","(574.7964477539062, -508.0104064941406, 293.56011962890625)","(344.25, 402.74)","(946.02, 436.82)","(575.298950,-507.202301,293.907227)"
"(342.0, 401.0)","(947.0, 436.0)","(574.8768920898438, -507.7756042480469, 293.60455322265625)","(344.88, 402.59)","(944.13, 436.52)","(575.160522,-506.934021,293.844696)"
"(342.0, 401.0)","(946.0, 436.0)","(574.7355346679688, -507.6536560058594, 293.533935546875)","(345.57, 402.49)","(943.83, 436.44)","(575.266479,-506.833374,293.897400)"
"(343.0, 401.0)","(945.0, 436.0)","(574.8157958984375, -507.4188537597656, 293.5782775878906)","(346.43, 402.54)","(942.66, 436.35)","(575.290161,-506.595825,293.920715)"
"(344.0, 401.0)","(944.0, 436.0)","(574.895751953125, -507.18402099609375, 293.6224365234375)","(347.72, 402.49)","(941.67, 436.05)","(575.427429,-506.354706,294.005768)"
"(345.0, 401.0)","(943.0, 435.0)","(574.9545288085938, -507.0200500488281, 293.7044677734375)","(348.62, 402.71)","(940.79, 435.85)","(575.502747,-506.141968,294.072296)"
"(346.0, 401.0)","(942.0, 435.0)","(575.0340576171875, -506.78515625, 293.74847412109375)","(349.42, 402.79)","(940.06, 435.72)","(575.575134,-505.965302,294.123749)"
"(346.0, 401.0)","(942.0, 435.0)","(575.0340576171875, -506.78515625, 293.74847412109375)","(350.56, 402.69)","(938.25, 435.18)","(575.555725,-505.662140,294.138062)"
"(348.0, 401.0)","(940.0, 435.0)","(575.1927490234375, -506.31536865234375, 293.8362121582031)","(351.47, 402.6)","(937.34, 434.98)","(575.620789,-505.469849,294.177765)"
"(349.0, 401.0)","(939.0, 435.0)","(575.2718505859375, -506.0804138183594, 293.8799133300781)","(352.47, 402.55)","(936.83, 434.89)","(575.765686,-505.305054,294.255249)"
"(350.0, 400.0)","(939.0, 435.0)","(575.4675903320312, -506.0489501953125, 293.91180419921875)","(353.01, 402.37)","(936.4, 434.77)","(575.816650,-505.214752,294.276184)"
"(350.0, 400.0)","(938.0, 434.0)","(575.3048095703125, -505.99810791015625, 293.8789978027344)","(353.78, 402.21)","(936.1, 435.01)","(575.944763,-505.087067,294.320557)"
"(352.0, 400.0)","(937.0, 434.0)","(575.6043090820312, -505.65008544921875, 294.037109375)","(354.53, 402.23)","(935.48, 434.87)","(576.019348,-504.934967,294.369202)"
"(352.0, 400.0)","(934.0, 432.0)","(575.1365356445312, -505.4266662597656, 293.90045166015625)","(355.9, 402.19)","(934.68, 434.83)","(576.205444,-504.688568,294.467072)"
"(354.0, 400.0)","(933.0, 435.0)","(575.4970092773438, -504.8649597167969, 293.9434509277344)","(356.85, 402.26)","(933.42, 434.54)","(576.230713,-504.442352,294.502655)"
"(356.0, 403.0)","(934.0, 434.0)","(576.13330078125, -504.5874328613281, 294.52850341796875)","(358.38, 402.27)","(931.81, 434.03)","(576.327454,-504.108368,294.582947)"
"(356.0, 402.0)","(932.0, 434.0)","(575.823486328125, -504.4248962402344, 294.3036804199219)","(359.28, 402.2)","(930.21, 433.62)","(576.286682,-503.846222,294.581421)"
"(356.0, 400.0)","(932.0, 434.0)","(575.7744750976562, -504.58795166015625, 294.13909912109375)","(360.31, 402.13)","(929.01, 433.47)","(576.336853,-503.599701,294.613220)"
"(358.0, 403.0)","(931.0, 433.0)","(576.1248779296875, -504.0665283203125, 294.5813903808594)","(360.98, 401.93)","(928.21, 433.4)","(576.363464,-503.447540,294.618744)"
"(358.0, 400.0)","(930.0, 433.0)","(575.9089965820312, -504.18902587890625, 294.2633972167969)","(361.79, 401.87)","(927.57, 433.33)","(576.446899,-503.287689,294.663055)"
"(360.0, 400.0)","(928.0, 433.0)","(576.0632934570312, -503.7187194824219, 294.34893798828125)","(363.26, 402.05)","(925.67, 433.12)","(576.497620,-502.889832,294.717407)"
"(362.0, 400.0)","(927.0, 433.0)","(576.3598022460938, -503.370361328125, 294.50555419921875)","(365.39, 402.01)","(924.49, 433.03)","(576.792969,-502.514282,294.875519)"
"(364.0, 400.0)","(925.0, 432.0)","(576.4925537109375, -502.97137451171875, 294.6290588378906)","(367.01, 401.99)","(922.71, 432.72)","(576.885925,-502.137421,294.942505)"
"(364.0, 400.0)","(920.0, 431.0)","(575.7567138671875, -502.43341064453125, 294.31011962890625)","(367.95, 401.84)","(920.73, 432.33)","(576.796143,-501.829468,294.910095)"
"(366.0, 400.0)","(922.0, 432.0)","(576.5012817382812, -502.37890625, 294.64190673828125)","(368.93, 401.03)","(919.14, 431.99)","(576.756470,-501.614777,294.854370)"
"(368.0, 402.0)","(921.0, 432.0)","(576.8431396484375, -501.8673400878906, 294.9610900878906)","(370.46, 401.75)","(917.79, 431.8)","(576.910034,-501.231598,294.997162)"
"(368.0, 400.0)","(920.0, 431.0)","(576.6325073242188, -501.97991943359375, 294.7646789550781)","(372.12, 401.64)","(916.81, 431.66)","(577.126587,-500.942841,295.111450)"
"(370.0, 400.0)","(918.0, 431.0)","(576.7830810546875, -501.5093994140625, 294.8484191894531)","(373.91, 401.79)","(915.59, 431.63)","(577.344666,-500.580933,295.239929)"
"(372.0, 399.0)","(916.0, 430.0)","(576.8898315429688, -501.1919250488281, 294.8890075683594)","(374.68, 401.77)","(914.87, 431.41)","(577.404175,-500.423126,295.282227)"
"(374.0, 399.0)","(915.0, 430.0)","(577.1830444335938, -500.8431091308594, 295.0440368652344)","(376.31, 401.7)","(912.41, 431.0)","(577.395203,-499.973236,295.299744)"
"(376.0, 402.0)","(914.0, 430.0)","(577.5445556640625, -500.2498474121094, 295.4429626464844)","(378.31, 401.69)","(911.74, 430.91)","(577.732544,-499.671814,295.480438)"
"(376.0, 399.0)","(911.0, 430.0)","(577.0431518554688, -500.12841796875, 294.9826965332031)","(380.6, 401.68)","(909.32, 430.46)","(577.872437,-499.149811,295.581329)"
"(378.0, 399.0)","(910.0, 429.0)","(577.3155517578125, -499.851318359375, 295.1761169433594)","(382.51, 401.67)","(907.69, 429.7)","(578.037231,-498.789581,295.708221)"
"(380.0, 399.0)","(908.0, 429.0)","(577.46240234375, -499.3803405761719, 295.258056640625)","(383.66, 401.45)","(906.08, 429.21)","(578.039734,-498.515778,295.722931)"
"(380.0, 399.0)","(907.0, 429.0)","(577.3178100585938, -499.2583923339844, 295.1858215332031)","(384.66, 401.48)","(905.02, 429.3)","(578.105713,-498.263916,295.757812)"
"(382.0, 399.0)","(905.0, 428.0)","(577.4446411132812, -498.8594665527344, 295.3065490722656)","(385.76, 401.43)","(903.77, 429.13)","(578.158936,-498.002747,295.793854)"
"(383.0, 399.0)","(905.0, 428.0)","(577.662109375, -498.7458801269531, 295.41949462890625)","(387.1, 401.53)","(901.51, 428.53)","(578.112366,-497.609955,295.812622)"
"(384.0, 399.0)","(903.0, 428.0)","(577.5897827148438, -498.3883361816406, 295.38763427734375)","(387.85, 401.43)","(900.4, 428.03)","(578.102112,-497.433502,295.828186)"
"(386.0, 399.0)","(902.0, 428.0)","(577.8792114257812, -498.0390625, 295.540771484375)","(389.38, 401.48)","(899.14, 427.5)","(578.241699,-497.140137,295.933899)"
"(387.0, 399.0)","(902.0, 427.0)","(578.0775146484375, -497.9976501464844, 295.69305419921875)","(390.58, 401.38)","(898.46, 427.24)","(578.395813,-496.947784,296.021759)"
"(388.0, 399.0)","(895.0, 426.0)","(577.2593994140625, -497.10296630859375, 295.3374938964844)","(391.84, 401.38)","(897.76, 427.09)","(578.564026,-496.729889,296.118500)"
"(389.0, 399.0)","(898.0, 427.0)","(577.930419921875, -497.28253173828125, 295.6281433105469)","(392.66, 400.92)","(896.25, 426.8)","(578.506287,-496.510864,296.075256)"
"(391.0, 398.0)","(897.0, 426.0)","(578.17822265625, -497.0869445800781, 295.7395324707031)","(393.92, 400.91)","(894.51, 426.71)","(578.523315,-496.162598,296.092804)"
"(392.0, 398.0)","(896.0, 426.0)","(578.2493896484375, -496.851318359375, 295.7793884277344)","(395.49, 401.17)","(893.71, 426.46)","(578.746948,-495.883362,296.241669)"
"(393.0, 398.0)","(895.0, 426.0)","(578.3203125, -496.6155700683594, 295.8191223144531)","(396.68, 401.25)","(892.7, 426.22)","(578.853943,-495.635590,296.317505)"
"(394.0, 398.0)","(893.0, 426.0)","(578.245361328125, -496.25787353515625, 295.7860107421875)","(397.18, 401.18)","(890.87, 425.23)","(578.674866,-495.433044,296.273834)"
"(396.0, 398.0)","(892.0, 425.0)","(578.5136108398438, -495.9808349609375, 295.9775695800781)","(398.83, 401.17)","(889.52, 424.98)","(578.828857,-495.099487,296.369385)"
"(396.0, 398.0)","(891.0, 425.0)","(578.3677368164062, -495.8589782714844, 295.90472412109375)","(399.65, 400.61)","(888.97, 425.01)","(578.914246,-494.982483,296.375061)"
"(398.0, 398.0)","(890.0, 425.0)","(578.6537475585938, -495.50921630859375, 296.0562438964844)","(400.91, 400.54)","(887.54, 424.91)","(578.973328,-494.677521,296.409973)"
"(398.0, 398.0)","(889.0, 424.0)","(578.489501953125, -495.4599609375, 296.02313232421875)","(401.67, 400.61)","(885.18, 424.42)","(578.783936,-494.333069,296.347504)"
"(400.0, 398.0)","(888.0, 424.0)","(578.7750854492188, -495.11029052734375, 296.1744689941406)","(403.33, 400.89)","(884.51, 424.16)","(579.044373,-494.058411,296.516968)"
"(402.0, 398.0)","(887.0, 424.0)","(579.0601806640625, -494.7605285644531, 296.3255310058594)","(404.26, 401.03)","(883.73, 423.97)","(579.129578,-493.859772,296.582611)"
"(402.0, 398.0)","(886.0, 424.0)","(578.913818359375, -494.63861083984375, 296.25238037109375)","(404.96, 401.01)","(883.16, 423.89)","(579.194580,-493.717926,296.620636)"
"(402.0, 398.0)","(884.0, 423.0)","(578.60302734375, -494.4675598144531, 296.1461486816406)","(406.26, 401.1)","(882.07, 423.45)","(579.308167,-493.461548,296.710815)"
"(404.0, 398.0)","(884.0, 423.0)","(579.0337524414062, -494.2395935058594, 296.3699951171875)","(407.75, 401.12)","(881.42, 423.21)","(579.529053,-493.228363,296.840790)"
"(406.0, 398.0)","(882.0, 423.0)","(579.1710205078125, -493.767822265625, 296.44720458984375)","(408.54, 400.53)","(879.81, 422.79)","(579.442688,-493.020477,296.780548)"
"(407.0, 398.0)","(881.0, 422.0)","(579.2215576171875, -493.6047668457031, 296.5258483886719)","(409.85, 400.66)","(879.05, 422.81)","(579.615173,-492.766418,296.880432)"
"(408.0, 398.0)","(880.0, 422.0)","(579.2896728515625, -493.36883544921875, 296.564208984375)","(410.98, 400.81)","(877.22, 422.37)","(579.583435,-492.434326,296.901459)"
"(410.0, 401.0)","(878.0, 422.0)","(579.4852905273438, -492.6526794433594, 296.8796691894531)","(412.59, 401.02)","(876.44, 422.2)","(579.815002,-492.150940,297.047058)"
"(410.0, 398.0)","(878.0, 421.0)","(579.4078369140625, -492.96990966796875, 296.6810302734375)","(413.69, 400.97)","(875.6, 421.91)","(579.920837,-491.948242,297.115448)"
"(412.0, 398.0)","(875.0, 421.0)","(579.3955078125, -492.37603759765625, 296.68353271484375)","(415.33, 400.98)","(874.26, 420.83)","(580.056030,-491.675903,297.243927)"
"(414.0, 401.0)","(875.0, 420.0)","(579.8662719726562, -491.97686767578125, 297.18560791015625)","(415.97, 400.41)","(872.78, 420.65)","(579.960144,-491.481873,297.167908)"
"(414.0, 398.0)","(873.0, 420.0)","(579.51220703125, -491.97711181640625, 296.79962158203125)","(416.96, 400.45)","(870.39, 420.16)","(579.811096,-491.110016,297.124573)"
"(414.0, 398.0)","(873.0, 420.0)","(579.51220703125, -491.97711181640625, 296.79962158203125)","(418.55, 400.56)","(869.79, 419.94)","(580.060791,-490.862549,297.274658)"
"(416.0, 398.0)","(872.0, 420.0)","(579.793212890625, -491.6270446777344, 296.9486999511719)","(419.67, 400.71)","(868.32, 419.3)","(580.074585,-490.590118,297.328339)"
"(418.0, 398.0)","(870.0, 419.0)","(579.9087524414062, -491.22802734375, 297.06427001953125)","(420.64, 400.77)","(867.26, 418.69)","(580.115662,-490.389923,297.387238)"
"(418.0, 398.0)","(869.0, 419.0)","(579.760986328125, -491.106201171875, 296.9904479980469)","(421.74, 400.83)","(865.59, 418.56)","(580.101868,-490.065399,297.395660)"
"(420.0, 398.0)","(867.0, 418.0)","(579.8758544921875, -490.7073059082031, 297.105712890625)","(423.46, 400.77)","(864.58, 418.27)","(580.313110,-489.772003,297.518768)"
"(422.0, 398.0)","(866.0, 418.0)","(580.1550903320312, -490.3570251464844, 297.2539367675781)","(424.35, 400.32)","(862.69, 417.89)","(580.207520,-489.504395,297.457214)"
"(422.0, 398.0)","(865.0, 418.0)","(580.0068969726562, -490.2350769042969, 297.1799011230469)","(425.97, 400.41)","(861.56, 417.46)","(580.379333,-489.205780,297.577576)"
"(424.0, 398.0)","(863.0, 417.0)","(580.1204223632812, -489.8362121582031, 297.2945251464844)","(427.35, 400.45)","(861.95, 417.26)","(580.728760,-489.107056,297.770844)"
"(423.0, 398.0)","(862.0, 417.0)","(579.7589111328125, -489.8286437988281, 297.1095275878906)","(427.36, 400.02)","(860.71, 417.03)","(580.534607,-489.006622,297.655273)"
"(424.0, 397.0)","(860.0, 416.0)","(579.6401977539062, -489.6256408691406, 297.0340881347656)","(427.97, 399.0)","(859.2, 416.14)","(580.406433,-488.901215,297.566742)"
"(427.0, 397.0)","(859.0, 416.0)","(580.130859375, -489.160888671875, 297.29241943359375)","(428.75, 398.04)","(858.02, 415.77)","(580.373047,-488.773529,297.504852)"
"(426.0, 397.0)","(859.0, 416.0)","(579.9179077148438, -489.27520751953125, 297.181640625)","(429.47, 397.98)","(857.1, 415.49)","(580.383789,-488.604645,297.522980)"
"(428.0, 396.0)","(857.0, 415.0)","(580.01171875, -488.9578857421875, 297.21673583984375)","(430.39, 397.67)","(856.55, 415.26)","(580.488159,-488.474518,297.568909)"
"(428.0, 397.0)","(856.0, 415.0)","(579.881591796875, -488.75457763671875, 297.221435546875)","(431.57, 396.99)","(855.98, 415.16)","(580.640198,-488.332886,297.607605)"
"(429.0, 396.0)","(855.0, 415.0)","(579.92724609375, -488.5998840332031, 297.17901611328125)","(432.43, 396.84)","(854.99, 414.85)","(580.667725,-488.148865,297.629944)"
"(430.0, 396.0)","(854.0, 415.0)","(579.9910888671875, -488.3636779785156, 297.21533203125)","(433.25, 396.64)","(854.43, 414.83)","(580.754639,-488.004608,297.664032)"
"(431.0, 396.0)","(853.0, 414.0)","(580.0386352539062, -488.201171875, 297.2926330566406)","(434.15, 396.45)","(853.75, 414.7)","(580.838867,-487.843781,297.703278)"
"(432.0, 396.0)","(853.0, 414.0)","(580.2509765625, -488.08673095703125, 297.40313720703125)","(435.18, 396.65)","(852.94, 414.46)","(580.936523,-487.628662,297.782349)"
"(432.0, 396.0)","(852.0, 414.0)","(580.1021118164062, -487.9649658203125, 297.32879638671875)","(435.55, 396.6)","(851.67, 413.93)","(580.816101,-487.474731,297.746429)"
"(436.0, 397.0)","(850.0, 413.0)","(580.654541015625, -487.2558288574219, 297.7413024902344)","(437.39, 396.47)","(850.25, 413.34)","(580.982666,-487.145294,297.857788)"
"(436.0, 397.0)","(849.0, 413.0)","(580.5051879882812, -487.13397216796875, 297.6667175292969)","(438.53, 396.31)","(848.97, 413.0)","(581.024780,-486.896912,297.889435)"
"(438.0, 397.0)","(847.0, 412.0)","(580.6143188476562, -486.7352600097656, 297.7793273925781)","(440.09, 395.86)","(847.13, 412.55)","(581.065063,-486.564026,297.907318)"
"(438.0, 395.0)","(846.0, 412.0)","(580.4297485351562, -486.7764892578125, 297.5478210449219)","(442.14, 395.44)","(844.96, 411.88)","(581.156311,-486.148560,297.965759)"
"(440.0, 395.0)","(844.0, 411.0)","(580.5383911132812, -486.37774658203125, 297.66021728515625)","(443.7, 395.27)","(843.36, 411.14)","(581.232056,-485.843567,298.035156)"
"(442.0, 395.0)","(842.0, 410.0)","(580.646484375, -485.9791259765625, 297.7723388671875)","(444.48, 395.19)","(841.84, 410.4)","(581.156189,-485.630371,298.031586)"
"(443.0, 395.0)","(841.0, 410.0)","(580.7080688476562, -485.7427978515625, 297.8075866699219)","(446.74, 395.06)","(840.67, 409.97)","(581.449280,-485.271332,298.200226)"
