Left_2D,Right_2D,3D_Point,Pred_left,Pred_right,Pred_3d
"(230.0, 447.0)","(1048.0, 435.0)","(564.7203979492188, -528.9120483398438, 291.3450927734375)","(233.15, 448.15)","(1044.79, 436.64)","(565.102234,-527.975037,291.549713)"
"(231.0, 447.0)","(1048.0, 435.0)","(564.9512939453125, -528.8020629882812, 291.4649963378906)","(234.92, 448.46)","(1044.11, 436.45)","(565.424927,-527.685730,291.749268)"
"(231.0, 448.0)","(1046.0, 435.0)","(564.71923828125, -528.479736328125, 291.4176940917969)","(235.32, 448.54)","(1043.15, 436.21)","(565.385498,-527.534668,291.747833)"
"(235.0, 449.0)","(1045.0, 434.0)","(565.5159301757812, -527.90576171875, 291.95111083984375)","(236.39, 448.7)","(1041.24, 435.8)","(565.371704,-527.199463,291.775391)"
"(236.0, 448.0)","(1041.0, 435.0)","(565.2059936523438, -527.3223876953125, 291.6802978515625)","(237.2, 449.0)","(1040.08, 435.67)","(565.409668,-526.954224,291.824432)"
"(236.0, 447.0)","(1042.0, 434.0)","(565.2801513671875, -527.5902709960938, 291.6961669921875)","(238.42, 449.2)","(1039.36, 435.71)","(565.601685,-526.713806,291.937408)"
"(238.0, 449.0)","(1041.0, 434.0)","(565.6732788085938, -527.0897216796875, 292.04071044921875)","(239.3, 449.52)","(1037.7, 435.77)","(565.593933,-526.385620,291.955811)"
"(240.0, 448.0)","(1040.0, 434.0)","(565.9668579101562, -526.8275146484375, 292.1259765625)","(240.06, 449.61)","(1036.02, 435.48)","(565.539185,-526.109924,291.950928)"
"(239.0, 448.0)","(1038.0, 434.0)","(565.4696044921875, -526.694580078125, 291.8717041015625)","(241.41, 449.54)","(1033.71, 434.86)","(565.521362,-525.727478,291.971558)"
"(242.0, 449.0)","(1037.0, 434.0)","(566.0576782226562, -526.1631469726562, 292.24822998046875)","(243.67, 450.09)","(1033.08, 434.72)","(565.969177,-525.367493,292.250092)"
"(242.0, 451.0)","(1035.0, 434.0)","(565.854736328125, -525.7611083984375, 292.2848205566406)","(245.35, 450.42)","(1031.87, 434.53)","(566.197388,-525.021729,292.402985)"
"(245.0, 449.0)","(1034.0, 434.0)","(566.3438720703125, -525.4677734375, 292.4027404785156)","(245.94, 450.41)","(1030.38, 434.84)","(566.139771,-524.755310,292.360138)"
"(245.0, 452.0)","(1032.0, 433.0)","(566.1464233398438, -525.0535278320312, 292.5599060058594)","(246.94, 450.39)","(1028.12, 434.6)","(566.057922,-524.387756,292.332367)"
"(245.0, 448.0)","(1031.0, 433.0)","(565.8834838867188, -525.2496337890625, 292.149169921875)","(250.64, 452.32)","(1027.46, 434.56)","(566.874939,-523.748901,292.892822)"
"(246.0, 452.0)","(1030.0, 433.0)","(566.1065063476562, -524.7000122070312, 292.54302978515625)","(251.98, 452.94)","(1025.87, 434.36)","(566.980774,-523.371765,293.003265)"
"(247.0, 449.0)","(1028.0, 433.0)","(565.9705200195312, -524.5847778320312, 292.2694091796875)","(252.54, 453.36)","(1024.5, 434.01)","(566.927856,-523.133423,293.024414)"
"(248.0, 448.0)","(1027.0, 433.0)","(566.0327758789062, -524.432373046875, 292.23468017578125)","(253.2, 453.56)","(1023.87, 434.02)","(566.999695,-522.967346,293.076233)"
"(250.0, 452.0)","(1025.0, 433.0)","(566.3474731445312, -523.6505126953125, 292.6778869628906)","(255.21, 453.99)","(1021.89, 434.63)","(567.218567,-522.429077,293.193268)"
"(250.0, 449.0)","(1024.0, 432.0)","(566.0925903320312, -523.8346557617188, 292.3894958496094)","(257.11, 454.4)","(1020.02, 433.9)","(567.392090,-522.008301,293.350922)"
"(256.0, 451.0)","(1022.0, 432.0)","(567.254150390625, -522.7700805664062, 293.134765625)","(259.36, 454.85)","(1017.95, 433.4)","(567.624268,-521.505798,293.530914)"
"(258.0, 455.0)","(1020.0, 432.0)","(567.5631713867188, -521.9886474609375, 293.57440185546875)","(260.96, 455.41)","(1016.4, 433.42)","(567.794800,-521.094421,293.659882)"
"(260.0, 455.0)","(1018.0, 432.0)","(567.7464599609375, -521.5241088867188, 293.6733703613281)","(262.1, 455.62)","(1015.49, 433.29)","(567.933105,-520.849792,293.754211)"
"(262.0, 456.0)","(1018.0, 432.0)","(568.2318115234375, -521.2242431640625, 293.9942321777344)","(263.58, 455.89)","(1014.48, 433.18)","(568.136780,-520.549133,293.885864)"
"(264.0, 455.0)","(1016.0, 432.0)","(568.3831176757812, -520.838623046875, 294.00799560546875)","(264.96, 456.17)","(1012.69, 433.02)","(568.210205,-520.167053,293.954468)"
"(266.0, 457.0)","(1015.0, 432.0)","(568.7616577148438, -520.3377075195312, 294.3437805175781)","(265.92, 456.4)","(1011.58, 432.93)","(568.281067,-519.913452,294.013550)"
"(265.0, 455.0)","(1014.0, 432.0)","(568.33740234375, -520.4842529296875, 293.9880676269531)","(267.28, 456.65)","(1010.69, 432.69)","(568.469116,-519.651062,294.141907)"
"(266.0, 456.0)","(1013.0, 432.0)","(568.4581298828125, -520.1727294921875, 294.1213073730469)","(267.64, 456.9)","(1009.15, 432.63)","(568.346191,-519.407715,294.100983)"
"(266.0, 455.0)","(1012.0, 432.0)","(568.291259765625, -520.1298217773438, 293.9678955078125)","(268.62, 457.12)","(1008.4, 432.51)","(568.468994,-519.198669,294.187195)"
"(270.0, 457.0)","(1010.0, 432.0)","(568.9843139648438, -519.2855834960938, 294.4688720703125)","(269.24, 457.25)","(1007.67, 432.52)","(568.513489,-519.030090,294.220093)"
"(270.0, 455.0)","(1010.0, 432.0)","(568.92431640625, -519.4437255859375, 294.3005676269531)","(270.5, 457.67)","(1006.42, 432.47)","(568.638428,-518.708374,294.318542)"
"(269.0, 456.0)","(1008.0, 431.0)","(568.429931640625, -519.2991943359375, 294.1654357910156)","(271.29, 457.91)","(1004.8, 432.32)","(568.598328,-518.414551,294.324554)"
"(271.0, 456.0)","(1007.0, 431.0)","(568.7454223632812, -518.9559936523438, 294.33123779296875)","(274.37, 459.45)","(1003.92, 432.18)","(569.214844,-517.854309,294.758667)"
"(273.0, 456.0)","(1006.0, 431.0)","(569.0604858398438, -518.6128540039062, 294.4968566894531)","(275.35, 459.87)","(1002.44, 432.07)","(569.242004,-517.539429,294.809662)"
"(275.0, 458.0)","(1005.0, 431.0)","(569.4342041015625, -518.1114501953125, 294.8299255371094)","(276.12, 460.34)","(1001.37, 432.07)","(569.282043,-517.286499,294.864532)"
"(277.0, 456.0)","(1005.0, 433.0)","(569.875, -517.9117431640625, 294.82305908203125)","(277.91, 460.67)","(1000.48, 431.05)","(569.547913,-517.023376,295.077454)"
"(275.0, 458.0)","(1015.0, 432.0)","(570.8339233398438, -519.2652587890625, 295.4888916015625)","(277.48, 458.51)","(1001.64, 430.36)","(569.531189,-517.430237,294.953186)"
"(274.0, 456.0)","(999.0, 431.0)","(568.3258666992188, -517.6480712890625, 294.1285095214844)","(278.89, 458.29)","(1001.73, 430.03)","(569.847168,-517.325134,295.118500)"
"(279.0, 457.0)","(1001.0, 430.0)","(569.73291015625, -517.3278198242188, 294.9737243652344)","(280.0, 457.51)","(1003.78, 430.52)","(570.369080,-517.480835,295.308228)"
"(280.0, 455.0)","(1000.0, 431.0)","(569.7859497070312, -517.1846923828125, 294.81683349609375)","(281.75, 456.02)","(1002.3, 429.29)","(570.486755,-517.308167,295.330994)"
"(280.0, 456.0)","(998.0, 430.0)","(569.5157470703125, -516.9298706054688, 294.79815673828125)","(282.2, 456.03)","(1000.36, 428.88)","(570.311035,-517.048645,295.264404)"
"(282.0, 456.0)","(997.0, 428.0)","(569.7806396484375, -516.7232055664062, 295.0366516113281)","(282.68, 456.2)","(999.71, 428.91)","(570.335144,-516.900696,295.288361)"
"(283.0, 455.0)","(997.0, 427.0)","(569.9530029296875, -516.760009765625, 295.1072082519531)","(283.56, 455.94)","(999.09, 428.97)","(570.441650,-516.743958,295.324127)"
"(283.0, 457.0)","(994.0, 430.0)","(569.667724609375, -516.0300903320312, 294.95318603515625)","(284.57, 456.14)","(998.25, 428.97)","(570.558899,-516.513672,295.400360)"
"(284.0, 457.0)","(994.0, 430.0)","(569.8923950195312, -515.919189453125, 295.0699462890625)","(286.31, 456.69)","(996.85, 428.74)","(570.767273,-516.122253,295.560455)"
"(287.0, 457.0)","(993.0, 426.0)","(570.3339233398438, -515.739013671875, 295.49957275390625)","(287.84, 456.89)","(995.87, 428.32)","(570.971619,-515.846069,295.703033)"
"(280.0, 454.0)","(991.0, 430.0)","(568.4940795898438, -516.2342529296875, 294.1438903808594)","(289.46, 457.03)","(993.09, 427.35)","(570.931519,-515.382446,295.745300)"
"(280.0, 456.0)","(989.0, 426.0)","(568.182373046875, -516.1063232421875, 294.3200378417969)","(290.68, 457.3)","(992.27, 427.24)","(571.096924,-515.133301,295.856750)"
"(280.0, 457.0)","(991.0, 424.0)","(568.4390869140625, -516.4078369140625, 294.6167907714844)","(291.29, 457.51)","(991.27, 427.2)","(571.099976,-514.929688,295.876648)"
"(282.0, 457.0)","(986.0, 426.0)","(568.2461547851562, -515.4395141601562, 294.427490234375)","(293.02, 457.21)","(990.91, 427.15)","(571.428467,-514.721069,296.030090)"
"(284.0, 454.0)","(987.0, 427.0)","(568.7699584960938, -515.5086059570312, 294.44329833984375)","(294.86, 457.6)","(989.53, 426.8)","(571.652100,-514.341675,296.193085)"
"(284.0, 457.0)","(984.0, 426.0)","(568.4180908203125, -514.973876953125, 294.52081298828125)","(296.32, 457.76)","(987.96, 426.23)","(571.751953,-514.014526,296.287323)"
"(285.0, 458.0)","(982.0, 428.0)","(568.4402465820312, -514.4021606445312, 294.5054931640625)","(297.2, 457.82)","(986.3, 425.91)","(571.711914,-513.731262,296.289734)"
"(286.0, 458.0)","(983.0, 424.0)","(568.7091674804688, -514.6883544921875, 294.8414001464844)","(298.03, 457.96)","(984.19, 425.61)","(571.600464,-513.390991,296.260376)"
"(290.0, 458.0)","(982.0, 430.0)","(569.6033935546875, -513.7091674804688, 295.0108642578125)","(299.05, 458.27)","(983.09, 425.38)","(571.678345,-513.134766,296.335632)"
"(294.0, 456.0)","(981.0, 426.0)","(570.2101440429688, -513.5768432617188, 295.3902893066406)","(301.67, 458.03)","(980.84, 424.94)","(571.932861,-512.618347,296.477875)"
"(294.0, 456.0)","(976.0, 424.0)","(569.4701538085938, -513.10498046875, 295.1144714355469)","(303.62, 458.21)","(979.49, 424.8)","(572.181091,-512.232300,296.628845)"
"(296.0, 456.0)","(970.0, 423.0)","(569.0597534179688, -512.2203369140625, 294.96246337890625)","(304.28, 458.31)","(978.42, 424.26)","(572.168945,-512.057556,296.658386)"
"(296.0, 456.0)","(977.0, 424.0)","(570.054931640625, -513.004638671875, 295.41668701171875)","(305.4, 458.48)","(977.71, 424.11)","(572.320557,-511.843475,296.757721)"
"(297.0, 459.0)","(976.0, 423.0)","(570.1984252929688, -512.6032104492188, 295.7477722167969)","(306.51, 458.47)","(976.49, 423.73)","(572.388062,-511.598083,296.813507)"
"(298.0, 457.0)","(973.0, 423.0)","(569.9489135742188, -512.2843627929688, 295.48736572265625)","(306.85, 458.61)","(974.94, 423.46)","(572.244202,-511.378510,296.764709)"
"(297.0, 460.0)","(969.0, 423.0)","(569.25146484375, -511.67041015625, 295.3369140625)","(308.97, 461.04)","(973.59, 423.19)","(572.585754,-510.805115,297.124207)"
"(304.0, 458.0)","(971.0, 421.0)","(570.9867553710938, -511.4326477050781, 296.198974609375)","(309.97, 461.53)","(973.12, 423.2)","(572.755371,-510.597290,297.246246)"
"(304.0, 457.0)","(969.0, 423.0)","(570.72509765625, -511.129150390625, 295.8992004394531)","(311.22, 461.54)","(972.12, 423.12)","(572.891052,-510.340820,297.323456)"
"(302.0, 460.0)","(968.0, 421.0)","(570.1771240234375, -511.1309509277344, 295.91998291015625)","(312.05, 461.44)","(971.46, 423.17)","(572.981079,-510.172302,297.362244)"
"(306.0, 458.0)","(967.0, 419.0)","(570.8270874023438, -510.86090087890625, 296.2232666015625)","(313.94, 461.36)","(970.52, 422.62)","(573.254150,-509.891754,297.528198)"
"(304.0, 461.0)","(964.0, 422.0)","(570.1106567382812, -510.272216796875, 295.9115905761719)","(315.3, 461.66)","(968.41, 422.05)","(573.253662,-509.498474,297.580994)"
"(308.0, 458.0)","(962.0, 421.0)","(570.6149291992188, -509.8896179199219, 296.02349853515625)","(316.11, 462.34)","(966.69, 421.84)","(573.203796,-509.159149,297.615143)"
"(309.0, 461.0)","(964.0, 422.0)","(571.2179565429688, -509.7157897949219, 296.4878234863281)","(316.92, 462.38)","(965.56, 421.68)","(573.221130,-508.938812,297.637115)"
"(309.0, 460.0)","(965.0, 418.0)","(571.2434692382812, -510.1945495605469, 296.6302795410156)","(318.07, 462.72)","(965.25, 421.55)","(573.438110,-508.755341,297.780273)"
"(310.0, 461.0)","(962.0, 419.0)","(571.0924072265625, -509.56884765625, 296.57598876953125)","(319.36, 462.7)","(964.04, 420.9)","(573.537903,-508.510651,297.865784)"
"(314.0, 459.0)","(962.0, 419.0)","(571.9254760742188, -509.2815856933594, 296.8734436035156)","(320.81, 462.5)","(961.72, 419.87)","(573.502808,-508.153076,297.890015)"
"(314.0, 459.0)","(958.0, 418.0)","(571.3411254882812, -508.8631591796875, 296.6270751953125)","(320.26, 463.13)","(960.78, 419.59)","(573.258118,-508.069244,297.821381)"
"(311.0, 462.0)","(960.0, 417.0)","(571.01513671875, -509.273681640625, 296.7074890136719)","(321.44, 463.28)","(959.85, 419.49)","(573.388977,-507.819427,297.906525)"
"(316.0, 459.0)","(956.0, 421.0)","(571.566650390625, -508.1872253417969, 296.59893798828125)","(323.31, 463.04)","(958.77, 419.29)","(573.638611,-507.512085,298.032318)"
"(318.0, 460.0)","(954.0, 417.0)","(571.6650390625, -507.9201965332031, 296.9218444824219)","(324.36, 462.77)","(958.12, 419.23)","(573.770142,-507.341156,298.086670)"
"(318.0, 460.0)","(954.0, 417.0)","(571.6650390625, -507.9201965332031, 296.9218444824219)","(325.35, 462.84)","(957.29, 418.97)","(573.867065,-507.142059,298.156586)"
"(317.0, 462.0)","(954.0, 418.0)","(571.5173950195312, -507.80401611328125, 296.93109130859375)","(326.68, 463.26)","(956.57, 418.7)","(574.063110,-506.891754,298.302185)"
"(320.0, 460.0)","(951.0, 414.0)","(571.6183471679688, -507.54083251953125, 297.05316162109375)","(327.7, 463.61)","(955.48, 418.56)","(574.138977,-506.627106,298.374603)"
"(320.0, 460.0)","(952.0, 419.0)","(571.8667602539062, -507.3136291503906, 296.9310607910156)","(328.92, 463.67)","(954.3, 418.27)","(574.235291,-506.362457,298.445740)"
"(320.0, 460.0)","(949.0, 419.0)","(571.4432373046875, -506.94757080078125, 296.7165832519531)","(330.09, 463.75)","(953.31, 418.06)","(574.349609,-506.119476,298.523193)"
"(321.0, 460.0)","(948.0, 415.0)","(571.4365234375, -506.9936828613281, 296.91473388671875)","(330.72, 463.93)","(951.49, 417.75)","(574.226990,-505.834290,298.490692)"
"(321.0, 460.0)","(949.0, 415.0)","(571.57763671875, -507.1156311035156, 296.9862365722656)","(331.89, 464.19)","(949.7, 417.33)","(574.226807,-505.493896,298.532898)"
"(322.0, 463.0)","(948.0, 419.0)","(571.8170776367188, -506.36566162109375, 297.1169128417969)","(333.07, 463.96)","(948.79, 417.17)","(574.347351,-505.280457,298.589935)"
"(322.0, 464.0)","(944.0, 415.0)","(571.19140625, -506.07861328125, 297.0670166015625)","(334.78, 464.26)","(947.81, 416.99)","(574.586853,-504.958984,298.746002)"
"(327.0, 463.0)","(951.0, 417.0)","(573.29931640625, -506.3144836425781, 297.9830627441406)","(335.85, 464.33)","(947.35, 416.38)","(574.745117,-504.820679,298.864746)"
"(328.0, 464.0)","(944.0, 415.0)","(572.5075073242188, -505.4093933105469, 297.7527160644531)","(337.31, 464.47)","(945.44, 415.86)","(574.785095,-504.449829,298.925079)"
"(328.0, 464.0)","(942.0, 415.0)","(572.2235107421875, -505.16534423828125, 297.6087646484375)","(338.15, 464.71)","(944.59, 415.65)","(574.849243,-504.248108,298.987030)"
"(328.0, 464.0)","(943.0, 414.0)","(572.344482421875, -505.357421875, 297.7198791503906)","(339.15, 464.92)","(943.68, 415.48)","(574.939819,-504.020752,299.058838)"
"(332.0, 462.0)","(941.0, 418.0)","(572.9715576171875, -504.5439147949219, 297.7142639160156)","(340.14, 464.54)","(942.34, 415.29)","(574.951721,-503.789612,299.051483)"
"(332.0, 462.0)","(938.0, 417.0)","(572.523681640625, -504.2479248046875, 297.5372314453125)","(341.7, 464.87)","(941.41, 415.14)","(575.164978,-503.486420,299.194366)"
"(334.0, 462.0)","(945.0, 416.0)","(573.9382934570312, -504.9496765136719, 298.3100891113281)","(342.79, 465.04)","(940.74, 415.14)","(575.311584,-503.269562,299.283630)"
"(334.0, 465.0)","(934.0, 413.0)","(572.3806762695312, -503.5810546875, 297.87481689453125)","(343.97, 465.16)","(940.24, 415.07)","(575.499634,-503.072205,299.394226)"
"(336.0, 465.0)","(936.0, 413.0)","(573.1027221679688, -503.6018371582031, 298.2471008300781)","(344.95, 465.3)","(938.94, 414.53)","(575.519470,-502.830811,299.443878)"
