Left_2D,Right_2D,3D_Point,Pred_left,Pred_right,Pred_3d
"(329.0, 402.0)","(949.0, 438.0)","(572.3441162109375, -509.26348876953125, 292.2579650878906)","(333.02, 406.24)","(949.15, 440.08)","(573.412537,-508.335693,293.004700)"
"(332.0, 404.0)","(948.0, 438.0)","(572.9215087890625, -508.63995361328125, 292.69921875)","(333.99, 406.3)","(947.98, 440.03)","(573.463257,-508.082245,293.040619)"
"(333.0, 404.0)","(947.0, 438.0)","(573.0026245117188, -508.4053039550781, 292.743896484375)","(335.14, 406.6)","(946.82, 439.88)","(573.558960,-507.797211,293.121399)"
"(332.0, 406.0)","(945.0, 438.0)","(572.5520629882812, -508.1114196777344, 292.6544494628906)","(335.58, 406.54)","(945.41, 439.92)","(573.456970,-507.577667,293.066010)"
"(335.0, 408.0)","(944.0, 438.0)","(573.12646484375, -507.48822021484375, 293.0936279296875)","(337.1, 406.56)","(944.26, 439.82)","(573.629272,-507.271301,293.164612)"
"(337.0, 405.0)","(942.0, 437.0)","(573.1884765625, -507.3337707519531, 292.97174072265625)","(340.38, 406.83)","(942.93, 439.74)","(574.171509,-506.722504,293.471741)"
"(338.0, 408.0)","(941.0, 437.0)","(573.3448486328125, -506.854736328125, 293.26361083984375)","(341.35, 406.95)","(941.63, 439.66)","(574.203125,-506.450256,293.503754)"
"(341.0, 405.0)","(940.0, 437.0)","(573.7896728515625, -506.6383361816406, 293.288818359375)","(342.17, 407.04)","(940.53, 439.69)","(574.231323,-506.214020,293.525940)"
"(343.0, 406.0)","(939.0, 437.0)","(574.1149291992188, -506.2090759277344, 293.5295104980469)","(342.75, 407.01)","(939.52, 439.67)","(574.215027,-506.029114,293.519012)"
"(341.0, 408.0)","(939.0, 437.0)","(573.7242431640625, -506.272216796875, 293.4655456542969)","(340.97, 406.21)","(938.82, 439.71)","(573.704041,-506.207092,293.198547)"
"(341.0, 408.0)","(938.0, 437.0)","(573.582763671875, -506.1503601074219, 293.394775390625)","(344.27, 407.08)","(937.92, 439.57)","(574.323059,-505.663605,293.588898)"
"(341.0, 406.0)","(937.0, 437.0)","(573.3909912109375, -506.19122314453125, 293.1593322753906)","(341.2, 405.88)","(936.8, 439.58)","(573.457947,-505.970886,293.059784)"
"(345.0, 408.0)","(936.0, 437.0)","(574.1807861328125, -505.45458984375, 293.7101135253906)","(341.2, 405.52)","(936.26, 439.54)","(573.371704,-505.937256,292.993469)"
"(344.0, 406.0)","(935.0, 436.0)","(573.748046875, -505.679443359375, 293.3987731933594)","(341.33, 405.47)","(935.66, 439.38)","(573.310852,-505.864807,292.967896)"
"(345.0, 405.0)","(933.0, 436.0)","(573.6600341796875, -505.4041442871094, 293.2890625)","(346.37, 406.22)","(933.52, 439.33)","(574.134705,-504.976440,293.454956)"
"(349.0, 406.0)","(933.0, 436.0)","(574.56494140625, -504.8704528808594, 293.8277893066406)","(346.9, 406.25)","(932.58, 439.3)","(574.117981,-504.801575,293.452271)"
"(348.0, 405.0)","(932.0, 436.0)","(574.1783447265625, -504.9430236816406, 293.5605163574219)","(346.99, 406.12)","(931.65, 439.29)","(574.002319,-504.689240,293.386230)"
"(351.0, 404.0)","(930.0, 436.0)","(574.5291137695312, -504.4412841796875, 293.6784362792969)","(347.51, 406.08)","(930.79, 439.4)","(573.995728,-504.520966,293.376892)"
"(351.0, 405.0)","(929.0, 436.0)","(574.411376953125, -504.2379150390625, 293.68939208984375)","(347.5, 405.86)","(929.98, 439.34)","(573.871887,-504.445526,293.302521)"
"(351.0, 408.0)","(928.0, 436.0)","(574.34228515625, -503.87188720703125, 293.8638916015625)","(347.81, 405.64)","(928.83, 439.35)","(573.771484,-504.287384,293.237762)"
"(354.0, 406.0)","(928.0, 436.0)","(574.9519653320312, -503.69512939453125, 294.0417175292969)","(347.77, 405.26)","(928.16, 439.08)","(573.652649,-504.260406,293.164917)"
"(346.0, 406.0)","(927.0, 436.0)","(573.0545043945312, -504.4786071777344, 293.0601501464844)","(348.23, 405.24)","(927.58, 439.07)","(573.670593,-504.140015,293.174835)"
"(352.0, 406.0)","(926.0, 436.0)","(574.2283935546875, -503.6776428222656, 293.67169189453125)","(348.35, 404.96)","(926.54, 439.07)","(573.542358,-504.022461,293.091736)"
"(351.0, 406.0)","(924.0, 436.0)","(573.7246704101562, -503.5470886230469, 293.4157409667969)","(348.93, 405.09)","(924.91, 439.08)","(573.441406,-503.746796,293.052155)"
"(355.0, 408.0)","(923.0, 436.0)","(574.5061645507812, -502.8094482421875, 293.9620056152344)","(349.1, 405.06)","(924.02, 438.94)","(573.348572,-503.631439,293.011200)"
"(353.0, 404.0)","(922.0, 436.0)","(573.8298950195312, -503.2398681640625, 293.33721923828125)","(352.08, 404.56)","(923.45, 438.93)","(573.907837,-503.265839,293.268555)"
"(354.0, 405.0)","(922.0, 436.0)","(574.0728149414062, -503.0450134277344, 293.53240966796875)","(352.23, 404.46)","(922.63, 439.08)","(573.824646,-503.146240,293.213287)"
"(354.0, 405.0)","(921.0, 436.0)","(573.930419921875, -502.9231262207031, 293.461181640625)","(354.98, 405.92)","(921.19, 439.25)","(574.259583,-502.527954,293.535065)"
"(355.0, 405.0)","(920.0, 436.0)","(574.0066528320312, -502.68798828125, 293.50341796875)","(355.3, 405.8)","(920.41, 439.12)","(574.212769,-502.415588,293.510956)"
"(361.0, 409.0)","(919.0, 436.0)","(575.2695922851562, -501.5608215332031, 294.4375)","(355.87, 405.83)","(919.2, 438.61)","(574.155090,-502.237488,293.511444)"
"(357.0, 402.0)","(918.0, 436.0)","(574.0872192382812, -502.4622497558594, 293.34295654296875)","(356.4, 405.83)","(919.06, 438.81)","(574.254883,-502.146027,293.553711)"
"(357.0, 406.0)","(917.0, 436.0)","(574.0394287109375, -502.01416015625, 293.5975646972656)","(356.36, 405.53)","(918.24, 438.87)","(574.123230,-502.070709,293.463959)"
"(359.0, 406.0)","(916.0, 436.0)","(574.3330688476562, -501.6655578613281, 293.7525329589844)","(356.29, 405.26)","(916.53, 438.75)","(573.855042,-501.900726,293.316711)"
"(362.0, 405.0)","(915.0, 436.0)","(574.8209838867188, -501.2848205566406, 293.9391784667969)","(356.58, 405.23)","(915.66, 438.66)","(573.791687,-501.770660,293.288483)"
"(362.0, 406.0)","(914.0, 436.0)","(574.7011108398438, -501.08148193359375, 293.9487609863281)","(356.83, 405.22)","(915.08, 438.71)","(573.764160,-501.668854,293.272614)"
"(364.0, 406.0)","(911.0, 436.0)","(574.706787109375, -500.4887390136719, 293.95965576171875)","(369.11, 408.02)","(912.04, 438.72)","(576.068237,-499.676178,294.667664)"
"(366.0, 408.0)","(908.0, 436.0)","(574.7570190429688, -499.73321533203125, 294.1315612792969)","(373.85, 408.48)","(908.99, 438.64)","(576.667419,-498.734131,295.021912)"
"(358.0, 405.0)","(907.0, 436.0)","(572.806884765625, -500.76416015625, 292.9158630371094)","(376.85, 409.04)","(908.02, 438.39)","(577.186401,-498.247742,295.344452)"
"(378.0, 410.0)","(906.0, 435.0)","(577.0992431640625, -498.0369567871094, 295.53912353515625)","(378.34, 409.15)","(907.38, 438.38)","(577.419250,-497.992157,295.474945)"
"(378.0, 408.0)","(905.0, 435.0)","(576.909912109375, -498.076904296875, 295.3058166503906)","(379.54, 409.13)","(906.3, 438.54)","(577.525574,-497.714020,295.523529)"
"(376.0, 410.0)","(904.0, 435.0)","(576.3757934570312, -498.0196838378906, 295.1690673828125)","(379.37, 408.92)","(905.0, 438.71)","(577.298584,-497.579163,295.386322)"
"(375.0, 408.0)","(903.0, 435.0)","(575.969970703125, -498.1734619140625, 294.8235168457031)","(379.92, 409.05)","(903.61, 437.95)","(577.204224,-497.391113,295.387787)"
"(378.0, 409.0)","(902.0, 435.0)","(576.4973754882812, -497.6295166015625, 295.1686096191406)","(381.39, 409.24)","(902.87, 437.85)","(577.417480,-497.125519,295.518341)"
"(380.0, 413.0)","(901.0, 434.0)","(576.85400390625, -497.02850341796875, 295.6809387207031)","(382.58, 409.24)","(901.87, 438.17)","(577.535828,-496.845032,295.566345)"
"(384.0, 408.0)","(899.0, 434.0)","(577.31982421875, -496.73486328125, 295.5841064453125)","(384.77, 409.48)","(900.34, 437.96)","(577.788208,-496.404785,295.728180)"
"(384.0, 408.0)","(898.0, 434.0)","(577.1743774414062, -496.61279296875, 295.5113525390625)","(385.57, 409.48)","(899.23, 437.77)","(577.795898,-496.191956,295.744507)"
"(382.0, 408.0)","(897.0, 434.0)","(576.5968017578125, -496.718017578125, 295.2143249511719)","(387.37, 409.59)","(898.33, 437.84)","(578.057373,-495.863373,295.886505)"
"(385.0, 409.0)","(896.0, 434.0)","(577.1212158203125, -496.1737976074219, 295.557861328125)","(388.52, 409.73)","(896.24, 437.54)","(577.998047,-495.487457,295.885773)"
"(384.0, 408.0)","(875.0, 422.0)","(573.61669921875, -494.6808166503906, 294.3205261230469)","(389.33, 409.78)","(894.78, 437.38)","(577.957642,-495.224365,295.880066)"
"(387.0, 410.0)","(892.0, 434.0)","(576.9915161132812, -495.3768310546875, 295.5698547363281)","(390.11, 409.88)","(893.31, 437.52)","(577.915710,-494.937714,295.862030)"
"(391.0, 411.0)","(891.0, 434.0)","(577.728271484375, -494.71881103515625, 296.0234069824219)","(391.5, 410.15)","(891.62, 437.47)","(577.972778,-494.554718,295.917053)"
"(389.0, 411.0)","(888.0, 434.0)","(576.8597412109375, -494.5798645019531, 295.5806884765625)","(394.45, 410.43)","(889.26, 437.67)","(578.271484,-493.893250,296.087280)"
"(392.0, 411.0)","(888.0, 434.0)","(577.5048217773438, -494.23858642578125, 295.9153747558594)","(396.26, 410.81)","(888.55, 437.86)","(578.567932,-493.555847,296.259338)"
"(395.0, 410.0)","(885.0, 434.0)","(577.6895751953125, -493.6115417480469, 295.9506530761719)","(397.7, 411.1)","(886.07, 437.48)","(578.512085,-493.092773,296.275726)"
"(394.0, 411.0)","(883.0, 434.0)","(577.2025756835938, -493.40008544921875, 295.77178955078125)","(399.48, 411.13)","(884.28, 437.12)","(578.625000,-492.694946,296.359070)"
"(397.0, 410.0)","(882.0, 434.0)","(577.678955078125, -493.0173034667969, 295.9531555175781)","(400.52, 410.94)","(882.81, 436.82)","(578.622437,-492.433868,296.363647)"
"(398.0, 410.0)","(881.0, 434.0)","(577.7466430664062, -492.7812194824219, 295.99090576171875)","(401.87, 411.07)","(881.68, 436.72)","(578.746277,-492.138672,296.444702)"
"(400.0, 410.0)","(880.0, 434.0)","(578.0281982421875, -492.43121337890625, 296.1396789550781)","(403.26, 411.28)","(880.4, 436.86)","(578.862061,-491.796539,296.515472)"
"(402.0, 411.0)","(878.0, 433.0)","(578.1644897460938, -491.9509582519531, 296.334228515625)","(404.41, 411.46)","(878.15, 436.81)","(578.778931,-491.379395,296.493042)"
"(405.0, 413.0)","(876.0, 433.0)","(578.551025390625, -491.2030944824219, 296.6768798828125)","(407.03, 411.9)","(876.25, 436.71)","(579.065308,-490.820068,296.681610)"
"(409.0, 413.0)","(874.0, 433.0)","(579.1097412109375, -490.50274658203125, 296.9721374511719)","(409.08, 412.05)","(874.23, 436.92)","(579.210754,-490.311676,296.761993)"
"(408.0, 411.0)","(874.0, 433.0)","(578.857177734375, -490.7782287597656, 296.7043762207031)","(410.97, 412.31)","(872.88, 436.75)","(579.416138,-489.922363,296.898315)"
"(407.0, 413.0)","(869.0, 435.0)","(577.9789428710938, -489.9730224609375, 296.29803466796875)","(412.41, 412.77)","(871.31, 436.47)","(579.494324,-489.549469,296.988434)"
"(409.0, 413.0)","(870.0, 439.0)","(578.6220703125, -489.5740966796875, 296.42767333984375)","(413.5, 413.77)","(869.86, 436.26)","(579.526733,-489.182373,297.087738)"
"(411.0, 413.0)","(865.0, 435.0)","(578.23779296875, -489.02752685546875, 296.44281005859375)","(416.13, 415.44)","(868.31, 436.27)","(579.887756,-488.557434,297.392212)"
"(411.0, 413.0)","(866.0, 435.0)","(578.385986328125, -489.14984130859375, 296.5170593261719)","(416.45, 415.46)","(867.22, 436.01)","(579.789490,-488.404938,297.358551)"
"(414.0, 413.0)","(864.0, 436.0)","(578.7437133789062, -488.4893493652344, 296.65753173828125)","(417.66, 415.42)","(866.21, 435.9)","(579.893616,-488.154602,297.417969)"
"(416.0, 415.0)","(863.0, 438.0)","(579.0909423828125, -487.8304748535156, 296.8752746582031)","(417.17, 413.87)","(864.74, 435.49)","(579.534546,-488.185455,297.150787)"
"(417.0, 411.0)","(863.0, 438.0)","(579.2283935546875, -488.0388488769531, 296.6745300292969)","(418.49, 413.85)","(863.67, 435.15)","(579.649353,-487.930389,297.228912)"
"(416.0, 414.0)","(862.0, 435.0)","(578.8727416992188, -488.0091857910156, 296.8481750488281)","(419.67, 414.04)","(862.12, 435.51)","(579.678284,-487.564209,297.242737)"
"(417.0, 410.0)","(859.0, 436.0)","(578.5811767578125, -487.7773742675781, 296.3821716308594)","(421.36, 415.23)","(860.37, 435.45)","(579.796326,-487.065643,297.392487)"
"(415.0, 409.0)","(859.0, 435.0)","(578.1218872070312, -488.1605224609375, 296.12603759765625)","(424.52, 416.31)","(859.55, 435.21)","(580.358765,-486.535248,297.771851)"
"(418.0, 413.0)","(856.0, 436.0)","(578.4022216796875, -487.0538635253906, 296.5013427734375)","(425.43, 416.38)","(858.42, 434.86)","(580.377625,-486.313141,297.807098)"
"(422.0, 415.0)","(854.0, 436.0)","(578.985595703125, -486.1907958984375, 296.94500732421875)","(426.55, 416.39)","(857.09, 434.76)","(580.413879,-486.028931,297.835083)"
"(425.0, 415.0)","(854.0, 434.0)","(579.5862426757812, -485.9954528808594, 297.3577880859375)","(427.45, 416.22)","(856.22, 434.38)","(580.464478,-485.861237,297.871307)"
"(424.0, 415.0)","(852.0, 435.0)","(579.092529296875, -485.79119873046875, 297.0562744140625)","(428.12, 416.15)","(855.03, 434.5)","(580.428345,-485.635773,297.844818)"
"(429.0, 414.0)","(853.0, 432.0)","(580.2307739257812, -485.64410400390625, 297.72808837890625)","(428.81, 416.1)","(853.75, 434.73)","(580.384888,-485.387207,297.810547)"
"(426.0, 414.0)","(852.0, 432.0)","(579.4475708007812, -485.8645324707031, 297.3242492675781)","(429.71, 416.3)","(852.6, 434.5)","(580.402039,-485.144440,297.847626)"
"(428.0, 414.0)","(851.0, 432.0)","(579.7200317382812, -485.51361083984375, 297.4682922363281)","(431.02, 416.32)","(851.28, 434.64)","(580.482788,-484.821136,297.887207)"
"(430.0, 418.0)","(850.0, 432.0)","(580.062255859375, -484.8409118652344, 297.9201354980469)","(433.92, 417.09)","(850.83, 434.68)","(581.040527,-484.369812,298.227905)"
"(429.0, 414.0)","(848.0, 432.0)","(579.4814453125, -485.03228759765625, 297.3524475097656)","(434.04, 417.04)","(848.8, 434.3)","(580.753113,-484.139465,298.099976)"
"(433.0, 417.0)","(848.0, 432.0)","(580.3761596679688, -484.3336486816406, 298.0205078125)","(435.48, 416.99)","(848.04, 434.19)","(580.939148,-483.893921,298.200684)"
"(433.0, 415.0)","(846.0, 432.0)","(580.0409545898438, -484.2496032714844, 297.716064453125)","(435.9, 416.98)","(847.09, 434.2)","(580.884338,-483.729645,298.173523)"
"(437.0, 415.0)","(845.0, 432.0)","(580.7318725585938, -483.66973876953125, 298.07733154296875)","(436.84, 417.08)","(845.4, 434.37)","(580.831604,-483.394440,298.148651)"
"(427.0, 414.0)","(844.0, 432.0)","(578.4618530273438, -484.7718505859375, 296.8338317871094)","(437.88, 417.11)","(843.71, 434.32)","(580.794800,-483.069733,298.138489)"
"(428.0, 414.0)","(842.0, 432.0)","(578.372802734375, -484.4129638671875, 296.7929382324219)","(439.11, 417.34)","(842.84, 433.94)","(580.919617,-482.832153,298.240448)"
"(429.0, 414.0)","(841.0, 431.0)","(578.4171752929688, -484.2503356933594, 296.8691711425781)","(440.24, 417.57)","(841.85, 433.88)","(581.010071,-482.567657,298.308594)"
"(430.0, 414.0)","(840.0, 431.0)","(578.4772338867188, -484.01361083984375, 296.90301513671875)","(441.38, 417.9)","(840.71, 433.64)","(581.078552,-482.288849,298.381592)"
"(431.0, 414.0)","(839.0, 431.0)","(578.5372314453125, -483.77691650390625, 296.9368591308594)","(443.59, 418.41)","(839.79, 433.46)","(581.408264,-481.895813,298.598724)"
"(431.0, 414.0)","(838.0, 431.0)","(578.3872680664062, -483.6546325683594, 296.8616943359375)","(444.17, 418.47)","(839.25, 433.28)","(581.446106,-481.771790,298.632996)"
"(434.0, 415.0)","(837.0, 431.0)","(578.8827514648438, -483.1082763671875, 297.1893615722656)","(444.87, 418.56)","(837.48, 433.27)","(581.325684,-481.468384,298.581696)"
"(436.0, 415.0)","(836.0, 431.0)","(579.1513061523438, -482.757080078125, 297.3314514160156)","(446.16, 418.57)","(835.77, 433.42)","(581.338684,-481.099213,298.585876)"
"(436.0, 415.0)","(835.0, 431.0)","(579.0008544921875, -482.6347351074219, 297.2560119628906)","(446.63, 418.45)","(834.88, 433.12)","(581.295288,-480.968262,298.572876)"
"(438.0, 416.0)","(834.0, 431.0)","(579.2852172851562, -482.2029113769531, 297.4740295410156)","(446.69, 418.5)","(833.41, 432.94)","(581.082764,-480.790680,298.478943)"
"(439.0, 416.0)","(832.0, 431.0)","(579.1927490234375, -481.84375, 297.43133544921875)","(452.35, 421.58)","(832.33, 432.74)","(582.146240,-479.778839,299.251678)"
"(440.0, 416.0)","(831.0, 430.0)","(579.2354736328125, -481.6812438964844, 297.5069274902344)","(453.15, 421.79)","(831.33, 432.63)","(582.162231,-479.556122,299.282318)"
"(440.0, 416.0)","(829.0, 430.0)","(578.9337768554688, -481.43658447265625, 297.3555908203125)","(453.93, 421.97)","(829.75, 432.67)","(582.087097,-479.255737,299.257446)"
"(444.0, 417.0)","(828.0, 430.0)","(579.6329345703125, -480.77557373046875, 297.7889099121094)","(455.07, 422.11)","(827.96, 432.49)","(582.050659,-478.907928,299.261719)"
"(444.0, 417.0)","(827.0, 430.0)","(579.4817504882812, -480.6532287597656, 297.7130432128906)","(456.49, 422.2)","(827.24, 432.51)","(582.237915,-478.648438,299.365784)"
"(446.0, 417.0)","(826.0, 430.0)","(579.7468872070312, -480.30169677734375, 297.8533935546875)","(459.24, 423.31)","(826.04, 432.48)","(582.642761,-478.100037,299.655212)"
"(447.0, 418.0)","(824.0, 430.0)","(579.667724609375, -479.862060546875, 297.8851318359375)","(459.13, 422.5)","(824.71, 432.49)","(582.403931,-478.013306,299.479645)"
"(449.0, 418.0)","(823.0, 430.0)","(579.931884765625, -479.5104064941406, 298.0249328613281)","(459.59, 422.36)","(823.82, 432.56)","(582.362061,-477.857422,299.447174)"
"(449.0, 418.0)","(822.0, 430.0)","(579.7800903320312, -479.3880615234375, 297.9487609863281)","(461.02, 423.01)","(822.28, 432.56)","(582.432678,-477.452850,299.531464)"
"(464.0, 423.0)","(820.0, 430.0)","(582.6639404296875, -477.0240783691406, 299.7882385253906)","(463.46, 423.81)","(820.06, 432.42)","(582.607849,-476.847656,299.688904)"
"(461.0, 421.0)","(818.0, 430.0)","(581.7056274414062, -477.2823181152344, 299.1612854003906)","(464.99, 423.61)","(818.09, 432.4)","(582.618713,-476.448120,299.687195)"
"(463.0, 422.0)","(816.0, 430.0)","(581.8280029296875, -476.7280578613281, 299.2972717285156)","(466.14, 423.82)","(816.6, 432.2)","(582.627747,-476.131775,299.720062)"
"(465.0, 422.0)","(814.0, 430.0)","(581.9346923828125, -476.2536315917969, 299.3578796386719)","(467.62, 424.36)","(815.2, 432.17)","(582.725647,-475.749603,299.812195)"
"(465.0, 424.0)","(813.0, 430.0)","(581.81005859375, -475.9714660644531, 299.42999267578125)","(468.44, 424.33)","(813.91, 432.09)","(582.694763,-475.505707,299.801575)"
"(467.0, 424.0)","(813.0, 429.0)","(582.209228515625, -475.8172302246094, 299.688720703125)","(469.32, 424.5)","(812.43, 431.84)","(582.647278,-475.228424,299.804932)"
"(468.0, 426.0)","(811.0, 429.0)","(582.1363525390625, -475.2980651855469, 299.7901306152344)","(470.5, 424.66)","(811.4, 431.81)","(582.733704,-474.956299,299.864685)"
"(469.0, 423.0)","(811.0, 429.0)","(582.2999877929688, -475.4223937988281, 299.6739196777344)","(473.17, 425.22)","(810.48, 430.92)","(583.137939,-474.559540,300.160309)"
"(472.0, 423.0)","(814.0, 429.0)","(583.38232421875, -475.4463195800781, 300.22821044921875)","(474.24, 424.81)","(810.19, 429.19)","(583.284302,-474.563843,300.298859)"
"(469.0, 422.0)","(815.0, 429.0)","(582.9017333984375, -475.9925842285156, 299.9087829589844)","(475.36, 424.85)","(810.73, 428.61)","(583.591553,-474.542114,300.489624)"
"(472.0, 423.0)","(816.0, 429.0)","(583.6910400390625, -475.6916809082031, 300.38336181640625)","(475.82, 424.1)","(811.16, 428.62)","(583.742737,-474.600983,300.516174)"
"(474.0, 423.0)","(813.0, 428.0)","(583.62744140625, -475.1694641113281, 300.40960693359375)","(476.69, 423.31)","(813.21, 428.87)","(584.232117,-474.796906,300.699127)"
"(476.0, 423.0)","(812.0, 428.0)","(583.885986328125, -474.8174743652344, 300.5464782714844)","(477.58, 419.35)","(811.05, 427.46)","(584.006897,-474.851105,300.394012)"
"(476.0, 422.0)","(810.0, 427.0)","(583.5489501953125, -474.7269287109375, 300.36090087890625)","(478.89, 418.02)","(809.23, 426.71)","(583.967163,-474.640137,300.327209)"
"(477.0, 422.0)","(810.0, 427.0)","(583.7553100585938, -474.6121826171875, 300.4681091308594)","(479.61, 418.06)","(808.56, 426.61)","(584.011230,-474.479614,300.359741)"
"(478.0, 422.0)","(808.0, 427.0)","(583.6520385742188, -474.2522277832031, 300.41973876953125)","(480.17, 418.14)","(808.07, 426.54)","(584.051147,-474.354187,300.390747)"
"(478.0, 422.0)","(807.0, 427.0)","(583.4971923828125, -474.1296081542969, 300.3419494628906)","(481.11, 418.21)","(807.53, 426.63)","(584.163574,-474.167664,300.450714)"
"(480.0, 422.0)","(806.0, 427.0)","(583.7542724609375, -473.7774658203125, 300.4781188964844)","(481.52, 417.37)","(806.74, 426.56)","(584.113281,-474.096100,300.373718)"
"(480.0, 422.0)","(806.0, 427.0)","(583.7542724609375, -473.7774658203125, 300.4781188964844)","(482.68, 418.33)","(805.62, 426.53)","(584.191345,-473.751160,300.483551)"
"(482.0, 422.0)","(804.0, 426.0)","(583.8424682617188, -473.37799072265625, 300.58074951171875)","(483.23, 418.57)","(804.3, 426.28)","(584.099792,-473.525848,300.468536)"
"(482.0, 422.0)","(803.0, 426.0)","(583.6873168945312, -473.25537109375, 300.5027770996094)","(484.46, 418.21)","(803.49, 425.87)","(584.217041,-473.344879,300.528503)"
"(483.0, 422.0)","(803.0, 426.0)","(583.8930053710938, -473.1405944824219, 300.6096496582031)","(485.42, 418.31)","(802.52, 425.79)","(584.264221,-473.113708,300.566467)"
"(484.0, 423.0)","(801.0, 426.0)","(583.8010864257812, -472.70098876953125, 300.63433837890625)","(486.77, 418.34)","(801.63, 425.67)","(584.402405,-472.856140,300.648865)"
"(485.0, 423.0)","(801.0, 426.0)","(584.0065307617188, -472.586181640625, 300.7410583496094)","(487.71, 418.42)","(800.8, 425.61)","(584.466858,-472.644623,300.693085)"
"(486.0, 423.0)","(800.0, 426.0)","(584.0562744140625, -472.3487243652344, 300.7695617675781)","(488.91, 418.57)","(800.01, 425.52)","(584.591370,-472.404694,300.774658)"
"(487.0, 423.0)","(799.0, 426.0)","(584.10595703125, -472.111328125, 300.7979736328125)","(489.51, 418.62)","(798.59, 425.21)","(584.490051,-472.181061,300.745209)"
"(488.0, 423.0)","(798.0, 425.0)","(584.1423950195312, -471.9493103027344, 300.87115478515625)","(490.66, 418.77)","(797.31, 425.0)","(584.525879,-471.895813,300.788208)"
"(490.0, 423.0)","(796.0, 425.0)","(584.2406005859375, -471.4743347167969, 300.9275207519531)","(491.44, 418.99)","(795.93, 424.87)","(584.471924,-471.629242,300.785370)"
"(491.0, 423.0)","(795.0, 425.0)","(584.2894287109375, -471.2369079589844, 300.95556640625)","(493.05, 418.81)","(794.94, 424.41)","(584.639343,-471.371948,300.886688)"
"(492.0, 423.0)","(794.0, 425.0)","(584.3380737304688, -470.99932861328125, 300.9834899902344)","(494.19, 418.89)","(794.06, 424.28)","(584.734985,-471.136505,300.950867)"
"(493.0, 423.0)","(793.0, 424.0)","(584.3738403320312, -470.83746337890625, 301.0564270019531)","(495.39, 418.88)","(793.23, 424.2)","(584.849915,-470.903656,301.016296)"
"(494.0, 423.0)","(792.0, 424.0)","(584.4220581054688, -470.5998840332031, 301.08416748046875)","(496.27, 418.84)","(792.35, 424.13)","(584.891113,-470.703033,301.041046)"
"(496.0, 423.0)","(791.0, 424.0)","(584.674560546875, -470.2474670410156, 301.2180480957031)","(497.55, 418.93)","(790.77, 423.91)","(584.904175,-470.371613,301.069519)"
"(496.0, 423.0)","(790.0, 424.0)","(584.51806640625, -470.12481689453125, 301.13934326171875)","(498.2, 418.92)","(788.59, 423.49)","(584.690430,-470.062134,300.985413)"
"(498.0, 423.0)","(789.0, 424.0)","(584.7699584960938, -469.7723388671875, 301.27294921875)","(499.38, 419.2)","(788.1, 423.43)","(584.857422,-469.848602,301.095428)"
"(500.0, 423.0)","(786.0, 423.0)","(584.6952514648438, -469.2502746582031, 301.29388427734375)","(501.29, 419.09)","(786.54, 423.14)","(584.997925,-469.468384,301.180328)"
"(500.0, 424.0)","(785.0, 423.0)","(584.5503540039062, -469.04827880859375, 301.2882080078125)","(503.08, 419.03)","(785.5, 422.98)","(585.197266,-469.151855,301.291016)"
"(502.0, 424.0)","(783.0, 422.0)","(584.631591796875, -468.64898681640625, 301.3875427246094)","(504.63, 419.05)","(784.26, 422.57)","(585.313843,-468.851013,301.377533)"
