Left_2D,Right_2D,3D_Point,Pred_left,Pred_right,Pred_3d
"(305.0, 432.0)","(976.0, 429.0)","(571.3764038085938, -513.4472045898438, 294.2098693847656)","(301.67, 431.56)","(976.5, 433.14)","(570.782959,-513.628052,293.666962)"
"(307.0, 432.0)","(974.0, 429.0)","(571.5455322265625, -512.9800415039062, 294.3022766113281)","(303.88, 432.19)","(974.65, 433.2)","(571.039124,-513.100952,293.844635)"
"(307.0, 431.0)","(973.0, 429.0)","(571.3787841796875, -512.9384765625, 294.14886474609375)","(305.87, 432.1)","(973.41, 433.56)","(571.316956,-512.709534,293.967712)"
"(309.0, 430.0)","(971.0, 429.0)","(571.5195922851562, -512.551513671875, 294.15753173828125)","(306.55, 432.14)","(971.5, 433.46)","(571.201721,-512.404297,293.919891)"
"(309.0, 432.0)","(970.0, 429.0)","(571.4351196289062, -512.26904296875, 294.2540588378906)","(307.02, 431.99)","(970.84, 432.95)","(571.199036,-512.318787,293.934723)"
"(313.0, 432.0)","(969.0, 429.0)","(572.1876220703125, -511.7000427246094, 294.6473388671875)","(307.72, 432.14)","(969.64, 432.44)","(571.180664,-512.117676,293.963318)"
"(314.0, 434.0)","(968.0, 429.0)","(572.3247680664062, -511.3060302734375, 294.8588562011719)","(308.2, 431.88)","(968.26, 432.15)","(571.081726,-511.936798,293.911438)"
"(317.0, 435.0)","(962.0, 428.0)","(572.1564331054688, -510.2283935546875, 294.90313720703125)","(316.12, 434.27)","(962.8, 432.19)","(572.146179,-510.190338,294.638977)"
"(322.0, 432.0)","(959.0, 428.0)","(572.7661743164062, -509.5433044433594, 295.0202331542969)","(321.92, 432.75)","(959.39, 431.96)","(572.909729,-509.262665,294.949982)"
"(322.0, 434.0)","(958.0, 428.0)","(572.6781005859375, -509.2610168457031, 295.114501953125)","(323.15, 433.01)","(958.38, 431.94)","(573.046692,-508.982178,295.042267)"
"(323.0, 435.0)","(957.0, 428.0)","(572.7852783203125, -508.947021484375, 295.24127197265625)","(324.46, 435.04)","(956.64, 431.89)","(573.143677,-508.463898,295.238464)"
"(326.0, 434.0)","(955.0, 428.0)","(573.14208984375, -508.4471435546875, 295.3624572753906)","(325.77, 435.26)","(955.53, 431.9)","(573.283081,-508.163330,295.327942)"
"(324.0, 432.0)","(954.0, 428.0)","(572.50634765625, -508.70947265625, 294.8968505859375)","(326.25, 435.41)","(954.67, 431.83)","(573.270203,-507.997375,295.336914)"
"(328.0, 436.0)","(953.0, 428.0)","(573.3539428710938, -507.8189392089844, 295.6145324707031)","(328.97, 436.15)","(954.05, 431.97)","(573.806335,-507.547913,295.660522)"
"(333.0, 435.0)","(952.0, 428.0)","(574.2923583984375, -507.21661376953125, 296.0357360839844)","(330.42, 436.24)","(953.02, 431.88)","(573.981445,-507.258667,295.764374)"
"(330.0, 435.0)","(950.0, 428.0)","(573.3463134765625, -507.30865478515625, 295.5487365722656)","(331.94, 436.35)","(951.52, 431.91)","(574.108154,-506.894073,295.839539)"
"(331.0, 435.0)","(949.0, 428.0)","(573.4256591796875, -507.074462890625, 295.5922546386719)","(332.37, 436.36)","(949.97, 432.05)","(573.986511,-506.645813,295.773560)"
"(332.0, 435.0)","(948.0, 428.0)","(573.5047607421875, -506.8402404785156, 295.6356506347656)","(333.02, 436.39)","(948.06, 431.9)","(573.856567,-506.347687,295.719849)"
"(331.0, 435.0)","(946.0, 428.0)","(573.001220703125, -506.70831298828125, 295.3785400390625)","(333.6, 436.6)","(947.17, 431.76)","(573.860474,-506.166992,295.745209)"
"(336.0, 436.0)","(945.0, 428.0)","(573.9863891601562, -505.9454345703125, 295.9613342285156)","(335.43, 437.58)","(945.97, 431.7)","(574.116516,-505.740997,295.950897)"
"(335.0, 435.0)","(944.0, 428.0)","(573.5991821289062, -506.0155334472656, 295.69384765625)","(336.51, 437.85)","(944.79, 431.52)","(574.189453,-505.466736,296.018799)"
"(337.0, 435.0)","(942.0, 428.0)","(573.7554931640625, -505.5469055175781, 295.7796630859375)","(338.94, 437.97)","(942.19, 431.22)","(574.350525,-504.887817,296.131348)"
"(338.0, 436.0)","(941.0, 428.0)","(573.858154296875, -505.2325744628906, 295.9037780761719)","(339.92, 437.87)","(940.94, 431.36)","(574.388245,-504.623169,296.139923)"
"(340.0, 436.0)","(939.0, 428.0)","(574.01318359375, -504.76385498046875, 295.9889221191406)","(342.03, 438.85)","(939.4, 431.4)","(574.656677,-504.117004,296.347656)"
"(340.0, 436.0)","(937.0, 428.0)","(573.728515625, -504.5196533203125, 295.8455505371094)","(343.12, 438.96)","(937.93, 431.37)","(574.687927,-503.808197,296.376129)"
"(344.0, 438.0)","(937.0, 428.0)","(574.6548461914062, -503.91064453125, 296.4637145996094)","(344.48, 438.96)","(936.94, 431.36)","(574.844360,-503.535126,296.460083)"
"(344.0, 439.0)","(935.0, 428.0)","(574.3934326171875, -503.5864562988281, 296.40069580078125)","(347.17, 439.98)","(935.06, 431.02)","(575.182190,-502.945862,296.726257)"
"(345.0, 439.0)","(933.0, 428.0)","(574.3265991210938, -503.22979736328125, 296.3704833984375)","(347.64, 439.24)","(933.4, 431.07)","(575.030518,-502.745483,296.598175)"
"(348.0, 438.0)","(928.0, 430.0)","(574.2841796875, -502.2197265625, 296.19146728515625)","(350.03, 439.94)","(931.41, 431.3)","(575.289124,-502.161346,296.773041)"
"(349.0, 438.0)","(928.0, 431.0)","(574.5228271484375, -502.0362243652344, 296.26544189453125)","(351.11, 440.06)","(929.16, 431.44)","(575.207642,-501.745239,296.736786)"
"(352.0, 436.0)","(927.0, 431.0)","(574.9869995117188, -501.73614501953125, 296.3724060058594)","(354.35, 440.9)","(927.25, 431.28)","(575.656494,-501.091675,297.039307)"
"(342.0, 435.0)","(926.0, 427.0)","(572.5560913085938, -503.10369873046875, 295.2428283691406)","(354.94, 440.62)","(926.64, 431.33)","(575.691772,-500.969452,297.037415)"
"(357.0, 436.0)","(924.0, 427.0)","(575.5660400390625, -501.0911865234375, 296.880126953125)","(355.84, 440.52)","(924.67, 431.19)","(575.598816,-500.645050,296.993713)"
"(358.0, 438.0)","(923.0, 428.0)","(575.7064208984375, -500.6256103515625, 297.0417785644531)","(356.58, 440.46)","(923.59, 431.05)","(575.600098,-500.444427,296.999695)"
"(358.0, 439.0)","(921.0, 428.0)","(575.4412231445312, -500.3013610839844, 296.9766540527344)","(357.46, 440.45)","(922.33, 431.25)","(575.613770,-500.177826,296.998840)"
"(359.0, 439.0)","(921.0, 428.0)","(575.6588134765625, -500.1888427734375, 297.0897216796875)","(359.2, 440.57)","(921.05, 431.25)","(575.810242,-499.815765,297.111816)"
"(360.0, 440.0)","(919.0, 427.0)","(575.5907592773438, -499.82330322265625, 297.1771240234375)","(362.76, 441.31)","(919.44, 431.19)","(576.366821,-499.163239,297.457764)"
"(360.0, 438.0)","(918.0, 428.0)","(575.4205322265625, -499.7892150878906, 296.90460205078125)","(363.22, 441.31)","(918.52, 431.14)","(576.332581,-499.002472,297.444489)"
"(363.0, 438.0)","(917.0, 428.0)","(575.9279174804688, -499.32904052734375, 297.1705017089844)","(363.77, 441.36)","(917.16, 431.08)","(576.254883,-498.774384,297.413544)"
"(364.0, 443.0)","(916.0, 428.0)","(576.113037109375, -498.69598388671875, 297.6089172363281)","(364.1, 441.44)","(916.09, 431.14)","(576.174438,-498.595581,297.376495)"
"(365.0, 440.0)","(915.0, 428.0)","(576.1177978515625, -498.69976806640625, 297.4097900390625)","(365.44, 441.54)","(915.16, 430.91)","(576.327820,-498.339233,297.476624)"
"(365.0, 441.0)","(913.0, 428.0)","(575.8504638671875, -498.37554931640625, 297.34332275390625)","(366.2, 441.67)","(913.63, 431.1)","(576.277222,-498.042480,297.452881)"
"(368.0, 443.0)","(912.0, 427.0)","(576.380126953125, -497.82763671875, 297.8069763183594)","(366.58, 441.52)","(912.74, 431.26)","(576.230103,-497.891174,297.412140)"
"(371.0, 443.0)","(910.0, 430.0)","(576.7964477539062, -497.03009033203125, 297.8762512207031)","(370.35, 442.69)","(911.71, 431.18)","(576.920776,-497.252838,297.856445)"
"(369.0, 443.0)","(913.0, 428.0)","(576.7613525390625, -497.76580810546875, 297.95245361328125)","(368.61, 441.96)","(912.03, 429.57)","(576.543457,-497.661407,297.691559)"
"(371.0, 441.0)","(916.0, 428.0)","(577.5869750976562, -498.0666809082031, 298.2389831542969)","(368.75, 441.51)","(912.19, 428.25)","(576.561401,-497.795441,297.736572)"
"(369.0, 441.0)","(916.0, 428.0)","(577.1529541015625, -498.2919616699219, 298.0134582519531)","(370.57, 441.28)","(912.14, 427.17)","(576.922241,-497.679779,297.963074)"
"(371.0, 440.0)","(917.0, 427.0)","(577.6907348632812, -498.34002685546875, 298.2730407714844)","(371.2, 440.35)","(912.95, 426.62)","(577.145325,-497.821167,298.041687)"
"(371.0, 438.0)","(921.0, 427.0)","(578.2278442382812, -498.98876953125, 298.40679931640625)","(371.54, 439.84)","(915.09, 426.43)","(577.515442,-498.098907,298.204071)"
"(370.0, 440.0)","(915.0, 426.0)","(577.1633911132812, -498.27935791015625, 298.0538330078125)","(371.91, 438.21)","(914.6, 425.79)","(577.475769,-498.172699,298.105804)"
"(370.0, 440.0)","(915.0, 426.0)","(577.1633911132812, -498.27935791015625, 298.0538330078125)","(371.82, 435.29)","(913.0, 425.28)","(577.148926,-498.256409,297.766083)"
"(370.0, 440.0)","(912.0, 425.0)","(576.7081298828125, -497.98394775390625, 297.87432861328125)","(372.0, 434.36)","(911.98, 425.62)","(577.025757,-498.161255,297.623932)"
"(368.0, 440.0)","(910.0, 425.0)","(575.98486328125, -497.96490478515625, 297.5028076171875)","(371.79, 433.79)","(910.98, 427.06)","(576.850159,-498.005096,297.423889)"
"(370.0, 434.0)","(908.0, 424.0)","(575.9757690429688, -498.04541015625, 297.1441345214844)","(371.77, 433.4)","(908.56, 427.88)","(576.501648,-497.683899,297.180756)"
"(370.0, 431.0)","(906.0, 424.0)","(575.6199340820312, -498.04144287109375, 296.759033203125)","(372.99, 433.53)","(906.43, 427.29)","(576.447815,-497.317719,297.196259)"
"(375.0, 431.0)","(906.0, 424.0)","(576.7018432617188, -497.4766540527344, 297.3215637207031)","(375.62, 433.47)","(905.77, 427.09)","(576.915405,-496.959167,297.446777)"
"(376.0, 432.0)","(904.0, 424.0)","(576.6492309570312, -497.03936767578125, 297.36737060546875)","(377.29, 433.45)","(904.18, 427.0)","(577.042664,-496.584229,297.519806)"
"(379.0, 434.0)","(903.0, 424.0)","(577.195068359375, -496.4184265136719, 297.7900085449219)","(378.6, 433.43)","(903.15, 427.11)","(577.177063,-496.303986,297.585205)"
"(377.0, 432.0)","(902.0, 424.0)","(576.5744018554688, -496.68212890625, 297.33331298828125)","(379.62, 433.49)","(901.95, 427.58)","(577.232422,-496.003387,297.597260)"
"(379.0, 434.0)","(901.0, 424.0)","(576.9035034179688, -496.17401123046875, 297.6432189941406)","(380.43, 433.53)","(900.7, 427.62)","(577.226318,-495.752930,297.597748)"
"(380.0, 434.0)","(899.0, 424.0)","(576.82763671875, -495.816650390625, 297.6085205078125)","(382.08, 433.29)","(899.17, 426.86)","(577.339172,-495.453156,297.681915)"
"(383.0, 430.0)","(898.0, 424.0)","(577.2432250976562, -495.6751708984375, 297.5542297363281)","(383.66, 433.17)","(898.44, 426.89)","(577.570862,-495.192596,297.794373)"
"(384.0, 432.0)","(896.0, 424.0)","(577.2088623046875, -495.1576843261719, 297.67767333984375)","(384.39, 433.22)","(896.7, 426.35)","(577.464600,-494.932251,297.773865)"
"(383.0, 432.0)","(895.0, 424.0)","(576.8475341796875, -495.148681640625, 297.49224853515625)","(384.66, 432.82)","(895.58, 426.25)","(577.348511,-494.803955,297.694031)"
"(387.0, 431.0)","(893.0, 424.0)","(577.3944702148438, -494.53167724609375, 297.7133483886719)","(387.66, 433.24)","(893.76, 426.64)","(577.743042,-494.180237,297.912323)"
"(387.0, 438.0)","(891.0, 424.0)","(577.24658203125, -493.7284240722656, 298.1173095703125)","(389.82, 432.82)","(891.2, 426.56)","(577.821289,-493.662018,297.934601)"
"(388.0, 438.0)","(889.0, 424.0)","(577.1676635742188, -493.370849609375, 298.0809326171875)","(390.98, 432.82)","(890.05, 426.13)","(577.893433,-493.421112,297.996552)"
"(389.0, 438.0)","(888.0, 424.0)","(577.235107421875, -493.1354675292969, 298.11834716796875)","(392.69, 432.94)","(888.45, 425.57)","(578.017395,-493.062775,298.101196)"
"(390.0, 438.0)","(887.0, 423.0)","(577.2842407226562, -492.97235107421875, 298.1967468261719)","(394.03, 433.1)","(887.65, 425.53)","(578.189453,-492.803314,298.205444)"
"(392.0, 438.0)","(886.0, 424.0)","(577.5834350585938, -492.5514831542969, 298.30419921875)","(395.44, 432.52)","(886.53, 425.65)","(578.317017,-492.544220,298.229004)"
"(393.0, 439.0)","(885.0, 424.0)","(577.6702880859375, -492.23638916015625, 298.4194641113281)","(396.29, 432.67)","(884.95, 425.53)","(578.267090,-492.251434,298.223114)"
"(394.0, 440.0)","(884.0, 423.0)","(577.7388916015625, -491.9938049316406, 298.5757751464844)","(397.33, 432.8)","(883.91, 425.31)","(578.334961,-492.011932,298.280823)"
"(395.0, 440.0)","(882.0, 423.0)","(577.6576538085938, -491.63604736328125, 298.5382080078125)","(398.92, 432.83)","(882.83, 425.08)","(578.512207,-491.713959,298.389221)"
"(396.0, 440.0)","(881.0, 423.0)","(577.7235717773438, -491.4005432128906, 298.5748596191406)","(400.09, 432.86)","(881.65, 424.74)","(578.582581,-491.459290,298.447906)"
"(397.0, 440.0)","(880.0, 423.0)","(577.789306640625, -491.1650390625, 298.6113586425781)","(400.61, 432.83)","(880.29, 424.57)","(578.489075,-491.248718,298.409149)"
"(399.0, 440.0)","(879.0, 423.0)","(578.068115234375, -490.8162841796875, 298.7586669921875)","(401.56, 432.82)","(880.13, 424.48)","(578.666626,-491.128784,298.505676)"
"(400.0, 440.0)","(880.0, 423.0)","(578.4292602539062, -490.8254089355469, 298.94415283203125)","(402.1, 432.5)","(879.0, 424.51)","(578.609009,-490.952728,298.455231)"
"(406.0, 431.0)","(879.0, 422.0)","(579.3682250976562, -490.8125915527344, 298.8748474121094)","(404.32, 432.38)","(877.8, 424.4)","(578.900879,-490.571777,298.607300)"
"(407.0, 428.0)","(878.0, 422.0)","(579.375244140625, -490.8166198730469, 298.67669677734375)","(405.41, 432.44)","(876.41, 423.99)","(578.921387,-490.303131,298.646118)"
"(405.0, 430.0)","(877.0, 422.0)","(578.839111328125, -490.7614440917969, 298.53662109375)","(407.1, 432.26)","(875.43, 423.88)","(579.130859,-490.013885,298.750824)"
"(407.0, 430.0)","(875.0, 422.0)","(578.969482421875, -490.2899169921875, 298.6094055175781)","(408.35, 432.24)","(873.63, 423.83)","(579.128723,-489.657104,298.755280)"
"(412.0, 430.0)","(872.0, 422.0)","(579.5892944335938, -489.3556213378906, 298.93927001953125)","(408.36, 432.15)","(872.37, 423.7)","(578.939819,-489.518463,298.660614)"
"(412.0, 430.0)","(870.0, 422.0)","(579.2919311523438, -489.11102294921875, 298.7896423339844)","(409.29, 432.08)","(871.56, 423.51)","(579.012756,-489.333252,298.705414)"
"(412.0, 431.0)","(869.0, 422.0)","(579.162109375, -488.9088439941406, 298.79254150390625)","(411.16, 431.91)","(870.24, 423.45)","(579.209961,-488.977478,298.802704)"
"(412.0, 428.0)","(868.0, 422.0)","(578.95703125, -489.0264587402344, 298.48455810546875)","(412.62, 431.77)","(868.35, 423.34)","(579.234497,-488.599670,298.816193)"
"(417.0, 430.0)","(867.0, 421.0)","(579.8908081054688, -488.2492370605469, 299.1591796875)","(414.26, 431.86)","(867.77, 423.59)","(579.502258,-488.316986,298.950256)"
"(417.0, 428.0)","(866.0, 421.0)","(579.7045288085938, -488.2866516113281, 298.9289245605469)","(415.06, 431.81)","(866.61, 423.4)","(579.495117,-488.102142,298.955658)"
"(418.0, 428.0)","(864.0, 421.0)","(579.61865234375, -487.9285583496094, 298.8893737792969)","(416.42, 431.68)","(864.97, 423.41)","(579.536682,-487.756592,298.972015)"
"(417.0, 428.0)","(863.0, 421.0)","(579.257568359375, -487.9200134277344, 298.7041015625)","(416.8, 431.65)","(863.54, 422.91)","(579.394958,-487.577515,298.925201)"
"(417.0, 428.0)","(861.0, 421.0)","(578.9595947265625, -487.6756286621094, 298.55426025390625)","(418.15, 431.58)","(862.17, 423.04)","(579.477234,-487.252502,298.960022)"
"(419.0, 431.0)","(860.0, 420.0)","(579.2720336914062, -487.1594543457031, 298.9734802246094)","(419.09, 431.43)","(861.04, 423.07)","(579.505188,-487.017181,298.965698)"
"(421.0, 427.0)","(859.0, 420.0)","(579.4733276367188, -487.12939453125, 298.8092041015625)","(420.79, 431.15)","(860.04, 423.23)","(579.712952,-486.712189,299.049164)"
"(423.0, 431.0)","(859.0, 423.0)","(580.0181274414062, -486.36236572265625, 299.2119140625)","(422.57, 431.39)","(859.27, 423.31)","(579.979797,-486.390503,299.201965)"
"(425.0, 430.0)","(857.0, 420.0)","(580.0740356445312, -486.1900634765625, 299.33050537109375)","(423.83, 431.32)","(858.15, 423.21)","(580.075378,-486.123016,299.254791)"
"(427.0, 428.0)","(856.0, 420.0)","(580.3111572265625, -485.9998779296875, 299.3206787109375)","(424.77, 431.29)","(856.52, 422.91)","(580.024048,-485.841034,299.245392)"
"(428.0, 427.0)","(855.0, 420.0)","(580.3546752929688, -485.8436584472656, 299.2779846191406)","(426.33, 431.32)","(855.44, 422.32)","(580.182312,-485.572388,299.362396)"
"(427.0, 426.0)","(854.0, 420.0)","(579.9758911132812, -485.9151916503906, 299.015625)","(427.44, 431.09)","(854.58, 422.27)","(580.282471,-485.362823,299.403625)"
"(429.0, 428.0)","(853.0, 420.0)","(580.2833251953125, -485.4053955078125, 299.31390380859375)","(428.72, 430.58)","(853.67, 422.4)","(580.408875,-485.136871,299.430511)"
"(431.0, 428.0)","(851.0, 420.0)","(580.4044799804688, -484.93304443359375, 299.38214111328125)","(430.16, 430.6)","(851.95, 422.3)","(580.452576,-484.768219,299.463989)"
"(431.0, 428.0)","(850.0, 420.0)","(580.2542114257812, -484.8107604980469, 299.3065185546875)","(431.44, 430.22)","(851.3, 422.5)","(580.620972,-484.558502,299.517273)"
"(434.0, 430.0)","(849.0, 420.0)","(580.769775390625, -484.1871337890625, 299.7127990722656)","(432.72, 428.75)","(849.92, 421.73)","(580.645020,-484.417755,299.472961)"
"(434.0, 428.0)","(848.0, 420.0)","(580.5848999023438, -484.22442626953125, 299.4837341308594)","(433.38, 428.75)","(848.44, 421.38)","(580.555481,-484.187317,299.447998)"
"(435.0, 428.0)","(847.0, 419.0)","(580.6288452148438, -484.0618591308594, 299.5599365234375)","(435.14, 430.06)","(847.69, 421.4)","(580.835327,-483.789093,299.683075)"
"(436.0, 428.0)","(845.0, 419.0)","(580.5376586914062, -483.703369140625, 299.5176696777344)","(437.45, 428.48)","(846.02, 421.31)","(581.040710,-483.454132,299.691803)"
"(436.0, 427.0)","(844.0, 419.0)","(580.3699951171875, -483.6609191894531, 299.3652648925781)","(438.96, 428.52)","(844.36, 421.21)","(581.106201,-483.083038,299.737915)"
"(440.0, 426.0)","(842.0, 419.0)","(580.891357421875, -483.0401611328125, 299.573974609375)","(439.72, 428.54)","(843.13, 420.74)","(581.072754,-482.879028,299.748993)"
"(440.0, 431.0)","(841.0, 418.0)","(580.8076782226562, -482.5928039550781, 299.9224548339844)","(440.92, 428.53)","(841.75, 420.35)","(581.109619,-482.602936,299.790863)"
"(441.0, 426.0)","(840.0, 418.0)","(580.7833862304688, -482.7554016113281, 299.5738525390625)","(441.85, 428.48)","(840.65, 420.38)","(581.137695,-482.364014,299.803406)"
"(445.0, 428.0)","(838.0, 418.0)","(581.3517456054688, -481.89483642578125, 300.0103454589844)","(443.45, 428.37)","(839.0, 420.3)","(581.220032,-481.994324,299.847107)"
"(445.0, 427.0)","(836.0, 418.0)","(581.0323486328125, -481.73004150390625, 299.7817077636719)","(446.71, 428.06)","(836.63, 420.14)","(581.535400,-481.368896,300.004486)"
"(445.0, 426.0)","(835.0, 418.0)","(580.8646850585938, -481.6876525878906, 299.6293640136719)","(447.33, 428.04)","(835.03, 419.74)","(581.415710,-481.133606,299.965454)"
"(445.0, 428.0)","(833.0, 418.0)","(580.5939331054688, -481.2834167480469, 299.6291198730469)","(448.45, 428.01)","(834.23, 419.44)","(581.523254,-480.932495,300.036743)"
"(449.0, 428.0)","(832.0, 418.0)","(581.2774047851562, -480.7044677734375, 299.98736572265625)","(449.61, 427.87)","(832.61, 418.84)","(581.508057,-480.657501,300.054169)"
"(453.0, 427.0)","(831.0, 417.0)","(581.9295654296875, -480.2793884277344, 300.31268310546875)","(450.99, 427.76)","(831.51, 418.85)","(581.627197,-480.373383,300.111084)"
"(452.0, 427.0)","(829.0, 417.0)","(581.41650390625, -480.1489562988281, 300.05096435546875)","(451.67, 427.74)","(830.19, 419.2)","(581.573059,-480.109833,300.067169)"
"(452.0, 423.0)","(828.0, 417.0)","(581.2017822265625, -480.34625244140625, 299.67108154296875)","(453.19, 427.33)","(828.8, 419.15)","(581.671082,-479.802551,300.096680)"
"(455.0, 426.0)","(827.0, 417.0)","(581.7215576171875, -479.64141845703125, 300.14739990234375)","(455.04, 427.4)","(827.08, 418.67)","(581.788269,-479.410858,300.191376)"
"(455.0, 427.0)","(825.0, 416.0)","(581.4174194335938, -479.3913879394531, 300.113037109375)","(457.02, 427.3)","(825.34, 418.42)","(581.929565,-478.998230,300.275482)"
"(458.0, 424.0)","(823.0, 416.0)","(581.6907348632812, -479.0433654785156, 300.0577087402344)","(459.34, 427.24)","(823.67, 418.1)","(582.151245,-478.557281,300.407562)"
"(458.0, 427.0)","(821.0, 416.0)","(581.4308471679688, -478.55938720703125, 300.1307067871094)","(460.27, 427.17)","(821.87, 418.23)","(582.069946,-478.226562,300.358612)"
"(462.0, 427.0)","(820.0, 416.0)","(582.1084594726562, -477.979736328125, 300.486083984375)","(462.76, 426.77)","(820.6, 417.94)","(582.382446,-477.839935,300.512390)"
"(467.0, 426.0)","(818.0, 416.0)","(582.8244018554688, -477.2428894042969, 300.7965393066406)","(464.75, 426.7)","(818.75, 417.79)","(582.508423,-477.402679,300.585815)"
"(466.0, 426.0)","(817.0, 416.0)","(582.4635620117188, -477.2349548339844, 300.6114196777344)","(465.88, 426.49)","(817.62, 417.07)","(582.556152,-477.205627,300.636292)"
"(468.0, 423.0)","(815.0, 416.0)","(582.5274047851562, -477.0006408691406, 300.4472961425781)","(466.67, 426.5)","(816.06, 416.62)","(582.474121,-476.957092,300.621460)"
"(470.0, 426.0)","(815.0, 415.0)","(582.9710693359375, -476.6072998046875, 300.9320983886719)","(467.91, 426.38)","(815.4, 416.67)","(582.628418,-476.740326,300.692902)"
"(469.0, 427.0)","(813.0, 415.0)","(582.4708251953125, -476.3974304199219, 300.7445373535156)","(468.76, 426.32)","(814.08, 416.75)","(582.601746,-476.480286,300.674408)"
"(469.0, 426.0)","(812.0, 415.0)","(582.3027954101562, -476.3547668457031, 300.5923156738281)","(470.32, 425.96)","(812.26, 416.55)","(582.636536,-476.122681,300.683350)"
"(470.0, 423.0)","(811.0, 415.0)","(582.31298828125, -476.357177734375, 300.397705078125)","(471.24, 425.91)","(811.33, 416.5)","(582.682129,-475.911224,300.708771)"
"(472.0, 426.0)","(810.0, 415.0)","(582.6150512695312, -475.7666015625, 300.7602844238281)","(472.69, 425.8)","(810.64, 416.5)","(582.873962,-475.669556,300.803040)"
"(473.0, 424.0)","(809.0, 414.0)","(582.6258544921875, -475.76409912109375, 300.6846923828125)","(473.97, 425.71)","(809.65, 416.24)","(582.980835,-475.428436,300.868591)"
"(473.0, 427.0)","(808.0, 414.0)","(582.5137939453125, -475.4027404785156, 300.8315734863281)","(475.16, 425.61)","(808.28, 416.05)","(583.011230,-475.146729,300.891083)"
"(474.0, 426.0)","(806.0, 414.0)","(582.3978881835938, -475.1232604980469, 300.709228515625)","(476.17, 425.57)","(807.57, 415.78)","(583.105774,-474.967560,300.953339)"
"(476.0, 423.0)","(805.0, 414.0)","(582.6146240234375, -475.01092529296875, 300.622314453125)","(478.16, 425.31)","(806.08, 415.62)","(583.280151,-474.589874,301.038818)"
"(479.0, 424.0)","(804.0, 414.0)","(583.0922241210938, -474.465087890625, 300.9413146972656)","(479.26, 425.21)","(804.3, 415.65)","(583.230591,-474.251709,301.009583)"
"(477.0, 424.0)","(803.0, 414.0)","(582.5258178710938, -474.5719909667969, 300.6491394042969)","(479.88, 425.13)","(803.39, 415.47)","(583.213928,-474.089172,301.007233)"
"(481.0, 426.0)","(801.0, 414.0)","(583.066650390625, -473.7095642089844, 301.0710754394531)","(481.31, 425.02)","(802.05, 415.35)","(583.297729,-473.779022,301.053253)"
"(483.0, 423.0)","(801.0, 414.0)","(583.4380493164062, -473.71917724609375, 301.0621032714844)","(482.35, 424.89)","(800.99, 415.39)","(583.346191,-473.537476,301.070587)"
