Left_2D,Right_2D,3D_Point,Pred_left,Pred_right,Pred_3d
"(312.0, 397.0)","(970.0, 448.0)","(571.5657348632812, -513.4441528320312, 290.9648132324219)","(319.02, 394.25)","(970.08, 446.7)","(573.044128,-512.979431,291.600769)"
"(313.0, 397.0)","(968.0, 448.0)","(571.512451171875, -513.087890625, 290.94244384765625)","(320.05, 394.17)","(968.55, 446.75)","(573.060852,-512.679871,291.605438)"
"(314.0, 397.0)","(967.0, 449.0)","(571.6201782226562, -512.783203125, 290.9522705078125)","(321.03, 393.96)","(967.65, 446.66)","(573.147217,-512.483215,291.642242)"
"(315.0, 396.0)","(965.0, 449.0)","(571.538330078125, -512.5086669921875, 290.84539794921875)","(322.08, 393.78)","(965.56, 446.79)","(573.088867,-512.115662,291.598724)"
"(321.0, 393.0)","(964.0, 449.0)","(572.6578979492188, -511.95599365234375, 291.218017578125)","(323.73, 393.53)","(964.55, 446.77)","(573.309753,-511.828278,291.699280)"
"(318.0, 396.0)","(964.0, 449.0)","(572.0699462890625, -512.0484619140625, 291.1231384277344)","(325.44, 393.08)","(963.09, 447.4)","(573.489868,-511.449860,291.734344)"
"(320.0, 395.0)","(962.0, 449.0)","(572.2107543945312, -511.6610107421875, 291.13153076171875)","(326.77, 392.71)","(962.08, 447.75)","(573.643616,-511.182343,291.773773)"
"(320.0, 395.0)","(961.0, 450.0)","(572.0938110351562, -511.46875, 291.0250244140625)","(327.42, 392.63)","(961.22, 447.66)","(573.664307,-511.016968,291.785553)"
"(322.0, 395.0)","(960.0, 450.0)","(572.400634765625, -511.1210632324219, 291.1864318847656)","(328.52, 392.33)","(960.74, 447.73)","(573.836182,-510.853882,291.851440)"
"(326.0, 391.0)","(959.0, 450.0)","(573.0444946289062, -510.8754577636719, 291.2431945800781)","(329.65, 392.1)","(959.93, 447.65)","(573.966980,-510.651978,291.909149)"
"(328.0, 391.0)","(958.0, 450.0)","(573.3507690429688, -510.5274963378906, 291.4043273925781)","(330.56, 391.99)","(957.67, 447.73)","(573.852051,-510.276855,291.844177)"
"(325.0, 394.0)","(957.0, 450.0)","(572.6233520507812, -510.4983825683594, 291.23992919921875)","(331.48, 391.83)","(955.63, 448.19)","(573.776794,-509.904724,291.777191)"
"(326.0, 394.0)","(955.0, 450.0)","(572.5664672851562, -510.1415100097656, 291.2157897949219)","(333.24, 391.03)","(955.09, 448.4)","(574.076294,-509.690674,291.867554)"
"(328.0, 393.0)","(954.0, 450.0)","(572.8447875976562, -509.87548828125, 291.29278564453125)","(334.61, 390.38)","(953.25, 448.69)","(574.111816,-509.344086,291.831421)"
"(329.0, 393.0)","(952.0, 450.0)","(572.787109375, -509.5185241699219, 291.26824951171875)","(336.6, 389.39)","(951.96, 449.02)","(574.354187,-509.019531,291.875122)"
"(330.0, 392.0)","(952.0, 450.0)","(572.9827270507812, -509.4875183105469, 291.2998352050781)","(337.13, 389.24)","(951.37, 448.83)","(574.380981,-508.913330,291.889374)"
"(335.0, 389.0)","(950.0, 450.0)","(573.7339477539062, -508.9241638183594, 291.484619140625)","(338.35, 388.99)","(949.8, 449.25)","(574.433716,-508.574463,291.883026)"
"(334.0, 389.0)","(949.0, 450.0)","(573.371337890625, -508.91546630859375, 291.29974365234375)","(339.1, 388.97)","(949.82, 448.78)","(574.592468,-508.526917,291.986633)"
"(334.0, 391.0)","(948.0, 451.0)","(573.3053588867188, -508.5582580566406, 291.3590393066406)","(340.72, 388.49)","(947.86, 449.2)","(574.672607,-508.113983,291.979492)"
"(334.0, 392.0)","(947.0, 451.0)","(573.191162109375, -508.35418701171875, 291.3722839355469)","(341.84, 388.33)","(946.89, 449.88)","(574.794800,-507.833618,292.001038)"
"(336.0, 390.0)","(945.0, 451.0)","(573.301025390625, -508.0479736328125, 291.2952575683594)","(343.09, 387.88)","(945.03, 450.16)","(574.803772,-507.482056,291.965729)"
"(342.0, 387.0)","(945.0, 451.0)","(574.5530395507812, -507.6146240234375, 291.7337341308594)","(344.75, 387.44)","(944.08, 450.32)","(575.029541,-507.202698,292.046600)"
"(342.0, 387.0)","(942.0, 452.0)","(574.151123046875, -507.1773681640625, 291.4853210449219)","(346.3, 387.18)","(942.18, 450.93)","(575.110474,-506.772980,292.045776)"
"(340.0, 390.0)","(942.0, 452.0)","(573.785888671875, -507.1575622558594, 291.50537109375)","(347.61, 386.69)","(941.01, 451.37)","(575.231628,-506.490417,292.056000)"
"(342.0, 389.0)","(939.0, 452.0)","(573.7792358398438, -506.6468505859375, 291.44049072265625)","(348.3, 386.35)","(939.46, 451.69)","(575.162720,-506.228058,291.985321)"
"(344.0, 388.0)","(939.0, 452.0)","(574.195556640625, -506.5020751953125, 291.58624267578125)","(350.72, 385.47)","(939.08, 451.64)","(575.620667,-505.982880,292.164307)"
"(345.0, 388.0)","(937.0, 452.0)","(574.1337890625, -506.14453125, 291.55975341796875)","(352.09, 385.32)","(937.18, 451.66)","(575.650391,-505.606201,292.173523)"
"(346.0, 388.0)","(936.0, 452.0)","(574.213134765625, -505.90899658203125, 291.6035461425781)","(353.43, 384.96)","(936.05, 451.78)","(575.779297,-505.337036,292.212341)"
"(348.0, 387.0)","(935.0, 453.0)","(574.5086669921875, -505.57073974609375, 291.640625)","(354.6, 384.67)","(934.44, 452.36)","(575.813477,-504.989868,292.185913)"
"(349.0, 387.0)","(932.0, 453.0)","(574.3040161132812, -505.0908508300781, 291.54302978515625)","(355.44, 384.59)","(932.56, 453.03)","(575.743225,-504.623413,292.116455)"
"(354.0, 383.0)","(930.0, 454.0)","(575.0425415039062, -504.53607177734375, 291.6031494140625)","(358.07, 383.55)","(931.36, 453.14)","(576.128418,-504.255524,292.241119)"
"(352.0, 386.0)","(930.0, 454.0)","(574.6767578125, -504.5164794921875, 291.622802734375)","(359.38, 382.67)","(930.66, 453.38)","(576.300537,-504.076263,292.259003)"
"(354.0, 385.0)","(928.0, 454.0)","(574.8078002929688, -504.12713623046875, 291.6265563964844)","(360.6, 381.98)","(928.17, 453.63)","(576.202026,-503.672089,292.154755)"
"(356.0, 385.0)","(926.0, 454.0)","(574.9629516601562, -503.65533447265625, 291.7123107910156)","(362.25, 381.85)","(926.74, 453.75)","(576.360107,-503.311646,292.225586)"
"(362.0, 381.0)","(925.0, 455.0)","(576.0614624023438, -503.1077575683594, 291.9556884765625)","(364.12, 381.46)","(924.56, 454.56)","(576.466492,-502.806183,292.219879)"
"(362.0, 381.0)","(923.0, 455.0)","(575.7758178710938, -502.86346435546875, 291.813720703125)","(365.67, 380.69)","(923.01, 455.0)","(576.575439,-502.471985,292.205383)"
"(360.0, 383.0)","(922.0, 455.0)","(575.24267578125, -502.8043212890625, 291.6800537109375)","(367.31, 380.3)","(922.24, 455.13)","(576.818359,-502.213745,292.299561)"
"(362.0, 383.0)","(921.0, 455.0)","(575.5385131835938, -502.45428466796875, 291.83575439453125)","(368.89, 379.84)","(921.78, 455.17)","(577.088928,-502.012421,292.406708)"
"(360.0, 381.0)","(920.0, 456.0)","(574.9295043945312, -502.6531677246094, 291.3358154296875)","(370.32, 379.35)","(920.68, 455.19)","(577.233398,-501.753845,292.449402)"
"(366.0, 379.0)","(919.0, 456.0)","(576.0534057617188, -502.01171875, 291.78033447265625)","(370.96, 379.17)","(919.23, 455.25)","(577.162415,-501.514130,292.401428)"
"(368.0, 379.0)","(917.0, 456.0)","(576.2052001953125, -501.5392761230469, 291.8644714355469)","(371.73, 378.61)","(917.26, 455.38)","(577.037476,-501.222290,292.297119)"
"(366.0, 382.0)","(916.0, 472.0)","(576.0176391601562, -500.2413330078125, 291.1890869140625)","(373.43, 377.66)","(916.33, 455.51)","(577.256226,-500.983551,292.340302)"
"(368.0, 381.0)","(915.0, 456.0)","(575.9658813476562, -501.1298522949219, 291.885498046875)","(375.23, 377.21)","(914.66, 456.1)","(577.410950,-500.568359,292.364777)"
"(370.0, 380.0)","(913.0, 471.0)","(576.391845703125, -499.65362548828125, 291.3016662597656)","(376.57, 377.07)","(913.52, 456.26)","(577.539734,-500.275879,292.416992)"
"(371.0, 380.0)","(908.0, 457.0)","(575.6129150390625, -499.9422607421875, 291.6043701171875)","(377.24, 376.83)","(911.36, 456.66)","(577.377197,-499.926147,292.302887)"
"(372.0, 379.0)","(905.0, 461.0)","(575.4552612304688, -499.25390625, 291.2653503417969)","(378.65, 376.6)","(910.39, 456.86)","(577.543762,-499.650848,292.365906)"
"(374.0, 379.0)","(908.0, 458.0)","(576.2630615234375, -499.6094665527344, 291.8217468261719)","(379.84, 376.44)","(909.59, 456.78)","(577.682800,-499.436005,292.432831)"
"(374.0, 379.0)","(905.0, 456.0)","(575.7924194335938, -499.3879699707031, 291.6854553222656)","(382.06, 375.51)","(907.84, 457.22)","(577.901550,-499.013031,292.464600)"
"(376.0, 378.0)","(907.0, 460.0)","(576.571044921875, -499.1959533691406, 291.81585693359375)","(382.75, 375.24)","(906.99, 458.05)","(577.939026,-498.792084,292.426788)"
"(377.0, 378.0)","(906.0, 458.0)","(576.6055297851562, -499.1044921875, 291.93499755859375)","(383.65, 374.22)","(905.77, 458.13)","(577.937012,-498.618408,292.354462)"
"(378.0, 378.0)","(904.0, 458.0)","(576.5348510742188, -498.74566650390625, 291.9042053222656)","(385.31, 373.25)","(904.82, 458.54)","(578.146973,-498.362488,292.378052)"
"(380.0, 377.0)","(901.0, 465.0)","(576.6494750976562, -497.7230529785156, 291.5572814941406)","(386.43, 372.95)","(903.58, 458.82)","(578.209900,-498.087006,292.379517)"
"(380.0, 377.0)","(904.0, 460.0)","(576.9859619140625, -498.4539794921875, 291.96929931640625)","(387.03, 372.88)","(902.11, 459.45)","(578.137878,-497.798309,292.310730)"
"(384.0, 373.0)","(902.0, 458.0)","(577.437744140625, -498.2276306152344, 292.0291748046875)","(387.97, 372.87)","(901.03, 459.79)","(578.191956,-497.534546,292.324371)"
"(383.0, 376.0)","(899.0, 458.0)","(576.8540649414062, -497.727294921875, 291.94476318359375)","(389.4, 372.36)","(900.47, 459.86)","(578.411377,-497.339172,292.400421)"
"(384.0, 375.0)","(893.0, 458.0)","(576.1810302734375, -496.9621887207031, 291.54522705078125)","(390.34, 371.91)","(899.59, 460.14)","(578.483215,-497.140533,292.394989)"
"(384.0, 376.0)","(896.0, 462.0)","(576.7135009765625, -496.95428466796875, 291.68353271484375)","(391.55, 371.52)","(898.37, 460.59)","(578.568604,-496.851959,292.393402)"
"(390.0, 371.0)","(895.0, 462.0)","(577.7579345703125, -496.557373046875, 291.87921142578125)","(393.46, 370.81)","(897.66, 460.69)","(578.866211,-496.597504,292.494843)"
"(392.0, 371.0)","(894.0, 464.0)","(578.0838623046875, -496.0591735839844, 291.9515686035156)","(394.35, 370.53)","(896.41, 460.59)","(578.869324,-496.372833,292.485626)"
"(392.0, 370.0)","(892.0, 465.0)","(577.7899169921875, -495.8239440917969, 291.68707275390625)","(395.24, 370.1)","(895.58, 460.72)","(578.934448,-496.195160,292.485443)"
"(393.0, 370.0)","(893.0, 462.0)","(578.0953979492188, -496.0511474609375, 291.9898681640625)","(396.03, 369.87)","(895.3, 461.59)","(579.076294,-496.025604,292.500549)"
"(394.0, 371.0)","(891.0, 465.0)","(578.0986938476562, -495.3889465332031, 291.91851806640625)","(396.35, 370.36)","(897.82, 461.57)","(579.523682,-496.258484,292.759033)"
"(394.0, 371.0)","(890.0, 461.0)","(577.8782348632812, -495.5597229003906, 292.00531005859375)","(396.47, 371.8)","(892.3, 463.7)","(578.815552,-495.293579,292.404297)"
"(393.0, 372.0)","(890.0, 464.0)","(577.7398681640625, -495.3719482421875, 291.85498046875)","(396.83, 373.6)","(892.98, 463.56)","(579.028870,-495.197113,292.643982)"
"(393.0, 373.0)","(890.0, 461.0)","(577.705322265625, -495.5089416503906, 292.0546569824219)","(397.07, 374.89)","(894.52, 462.33)","(579.310669,-495.341919,292.935211)"
"(394.0, 373.0)","(892.0, 462.0)","(578.2315063476562, -495.5657043457031, 292.27099609375)","(396.7, 375.56)","(891.3, 462.74)","(578.782227,-494.904510,292.697693)"
"(393.0, 374.0)","(889.0, 461.0)","(577.5814208984375, -495.3039245605469, 292.0627746582031)","(396.47, 376.24)","(890.76, 462.55)","(578.664673,-494.822632,292.694977)"
"(392.0, 378.0)","(891.0, 460.0)","(577.72412109375, -495.40618896484375, 292.4567565917969)","(398.0, 377.13)","(890.72, 462.0)","(578.998108,-494.609100,292.955963)"
"(383.0, 376.0)","(886.0, 460.0)","(575.0130615234375, -495.9928894042969, 290.9329528808594)","(398.68, 377.82)","(888.19, 461.65)","(578.782898,-494.189941,292.917114)"
"(392.0, 377.0)","(886.0, 464.0)","(577.0492553710938, -494.58380126953125, 291.8553161621094)","(399.15, 377.78)","(887.08, 461.74)","(578.722595,-493.996735,292.881927)"
"(396.0, 377.0)","(882.0, 464.0)","(577.326904296875, -493.6346740722656, 292.0099182128906)","(399.72, 377.59)","(886.04, 461.88)","(578.691711,-493.809235,292.848877)"
"(397.0, 377.0)","(881.0, 462.0)","(577.3590087890625, -493.5442810058594, 292.128662109375)","(401.12, 376.89)","(885.44, 461.98)","(578.892639,-493.625397,292.901031)"
"(398.0, 376.0)","(884.0, 460.0)","(577.9547729492188, -494.0260925292969, 292.45782470703125)","(402.59, 376.88)","(884.3, 462.08)","(579.043762,-493.310425,292.976624)"
"(395.0, 377.0)","(882.0, 460.0)","(577.0382080078125, -494.0433349609375, 292.059326171875)","(403.5, 376.87)","(882.82, 462.1)","(579.022644,-493.023956,292.968262)"
"(400.0, 377.0)","(883.0, 460.0)","(578.2601928710938, -493.5915222167969, 292.68743896484375)","(404.31, 376.91)","(881.7, 462.28)","(579.036499,-492.777161,292.972443)"
"(401.0, 377.0)","(876.0, 462.0)","(577.4866333007812, -492.4726257324219, 292.2088623046875)","(405.26, 376.6)","(880.74, 462.51)","(579.097473,-492.558929,292.973816)"
"(400.0, 377.0)","(880.0, 460.0)","(577.8212280273438, -493.22430419921875, 292.4693908691406)","(407.08, 376.5)","(879.28, 462.48)","(579.271301,-492.181335,293.062317)"
"(402.0, 379.0)","(878.0, 471.0)","(578.198486328125, -491.77459716796875, 292.25897216796875)","(408.2, 376.36)","(878.12, 462.63)","(579.340881,-491.910919,293.084412)"
"(404.0, 376.0)","(874.0, 462.0)","(577.816162109375, -491.96533203125, 292.3157958984375)","(409.0, 376.39)","(877.07, 462.75)","(579.360718,-491.678986,293.093750)"
"(404.0, 376.0)","(876.0, 461.0)","(578.0914916992188, -492.28387451171875, 292.50189208984375)","(411.72, 376.5)","(875.12, 463.17)","(579.666138,-491.087097,293.243561)"
"(405.0, 375.0)","(875.0, 461.0)","(578.1387939453125, -492.12896728515625, 292.46026611328125)","(412.38, 376.49)","(874.49, 463.37)","(579.717957,-490.919983,293.261444)"
"(408.0, 377.0)","(874.0, 462.0)","(578.6932373046875, -491.4227600097656, 292.8374328613281)","(414.07, 376.17)","(872.61, 463.53)","(579.798584,-490.509583,293.278412)"
"(407.0, 380.0)","(873.0, 465.0)","(578.4459838867188, -490.9468078613281, 292.7690124511719)","(415.65, 376.17)","(871.54, 463.53)","(579.978394,-490.196594,293.374298)"
"(405.0, 375.0)","(873.0, 462.0)","(577.86328125, -491.81036376953125, 292.2741394042969)","(417.85, 376.29)","(869.92, 463.59)","(580.212402,-489.730377,293.504913)"
"(403.0, 371.0)","(867.0, 458.0)","(576.4044189453125, -491.9333801269531, 291.46075439453125)","(419.28, 376.21)","(868.84, 463.63)","(580.356995,-489.436920,293.575104)"
"(411.0, 372.0)","(866.0, 462.0)","(578.0576171875, -490.51055908203125, 292.188232421875)","(420.03, 376.17)","(867.57, 463.76)","(580.330200,-489.188416,293.555664)"
"(413.0, 376.0)","(864.0, 460.0)","(578.2335815429688, -489.8529968261719, 292.6597900390625)","(420.32, 375.87)","(866.47, 464.05)","(580.228027,-489.023254,293.471008)"
"(413.0, 376.0)","(862.0, 462.0)","(577.9732666015625, -489.4598388671875, 292.4315185546875)","(421.19, 375.74)","(864.72, 464.14)","(580.152832,-488.712402,293.423798)"
"(417.0, 375.0)","(861.0, 461.0)","(578.6406860351562, -489.0331726074219, 292.7601318359375)","(423.09, 375.66)","(863.95, 464.19)","(580.442749,-488.401886,293.567566)"
"(422.0, 377.0)","(861.0, 465.0)","(579.8116455078125, -487.99517822265625, 293.3017272949219)","(424.3, 375.58)","(862.97, 464.15)","(580.552551,-488.151794,293.623566)"
"(422.0, 376.0)","(860.0, 462.0)","(579.5928344726562, -488.17767333984375, 293.2732849121094)","(426.5, 375.77)","(861.11, 464.37)","(580.751343,-487.638031,293.733459)"
"(421.0, 376.0)","(858.0, 465.0)","(579.1343994140625, -487.82476806640625, 292.8923645019531)","(426.25, 375.47)","(859.57, 464.67)","(580.468079,-487.480194,293.556122)"
"(421.0, 376.0)","(857.0, 464.0)","(578.9690551757812, -487.7765197753906, 292.8599548339844)","(427.82, 375.45)","(858.57, 464.88)","(580.655945,-487.162445,293.644012)"
"(423.0, 376.0)","(859.0, 464.0)","(579.69091796875, -487.7911682128906, 293.22674560546875)","(429.2, 375.12)","(857.93, 464.97)","(580.849121,-486.945282,293.718353)"
"(427.0, 375.0)","(859.0, 464.0)","(580.5224609375, -487.412353515625, 293.587158203125)","(430.68, 375.12)","(856.14, 464.9)","(580.894775,-486.559967,293.750580)"
"(427.0, 376.0)","(854.0, 466.0)","(579.8294677734375, -486.5675048828125, 293.21221923828125)","(432.35, 375.2)","(855.1, 465.3)","(581.101868,-486.203308,293.845795)"
"(429.0, 376.0)","(852.0, 465.0)","(579.9382934570312, -486.1659240722656, 293.32427978515625)","(434.2, 375.51)","(853.68, 466.01)","(581.299011,-485.737000,293.937073)"
"(428.0, 375.0)","(852.0, 465.0)","(579.7080688476562, -486.3636474609375, 293.1370544433594)","(435.15, 375.39)","(852.49, 466.38)","(581.325928,-485.463470,293.927521)"
"(429.0, 379.0)","(851.0, 465.0)","(579.8438720703125, -485.79656982421875, 293.4835205078125)","(435.61, 374.84)","(850.87, 466.78)","(581.177002,-485.226654,293.797577)"
"(430.0, 376.0)","(850.0, 465.0)","(579.8513793945312, -485.8050842285156, 293.2851867675781)","(436.41, 374.72)","(850.1, 467.0)","(581.232300,-485.033142,293.809021)"
"(434.0, 377.0)","(849.0, 466.0)","(580.5823364257812, -485.06365966796875, 293.68316650390625)","(438.03, 374.62)","(849.18, 467.04)","(581.435669,-484.738220,293.907684)"
"(433.0, 375.0)","(848.0, 465.0)","(580.1688232421875, -485.2955627441406, 293.3862609863281)","(439.49, 374.89)","(847.86, 467.1)","(581.551758,-484.380768,293.986755)"
"(435.0, 375.0)","(845.0, 468.0)","(580.1910400390625, -484.4718322753906, 293.2554626464844)","(440.41, 374.82)","(846.61, 467.7)","(581.566650,-484.081696,293.962982)"
"(434.0, 376.0)","(845.0, 468.0)","(579.9978637695312, -484.50506591796875, 293.22412109375)","(442.84, 375.39)","(845.55, 467.96)","(581.934143,-483.604340,294.181305)"
"(438.0, 375.0)","(842.0, 466.0)","(580.3411865234375, -483.9065856933594, 293.4422302246094)","(442.45, 374.82)","(844.03, 468.22)","(581.617065,-483.489899,293.970123)"
"(439.0, 375.0)","(842.0, 468.0)","(580.5841064453125, -483.6409912109375, 293.4667053222656)","(443.46, 374.47)","(843.03, 468.24)","(581.673584,-483.277557,293.977203)"
"(437.0, 374.0)","(842.0, 468.0)","(580.1451416015625, -483.9544982910156, 293.172119140625)","(444.53, 373.95)","(842.2, 468.15)","(581.763428,-483.101257,293.994965)"
"(442.0, 375.0)","(838.0, 468.0)","(580.6137084960938, -482.8027038574219, 293.4934387207031)","(447.02, 373.27)","(840.64, 468.29)","(582.042969,-482.666870,294.090027)"
"(443.0, 374.0)","(837.0, 465.0)","(580.60888671875, -482.8719177246094, 293.5768127441406)","(447.58, 373.3)","(839.15, 468.69)","(581.942566,-482.386444,294.024384)"
"(447.0, 375.0)","(838.0, 468.0)","(581.6648559570312, -482.2243957519531, 294.035400390625)","(449.97, 374.87)","(838.6, 468.91)","(582.392090,-481.896881,294.353729)"
"(445.0, 374.0)","(839.0, 465.0)","(581.3306884765625, -482.88616943359375, 293.9433898925781)","(449.73, 374.06)","(836.96, 469.38)","(582.087036,-481.754028,294.122131)"
"(445.0, 377.0)","(833.0, 468.0)","(580.5238647460938, -481.67706298828125, 293.5975341796875)","(450.83, 373.63)","(835.88, 469.39)","(582.147522,-481.528503,294.126556)"
"(451.0, 374.0)","(833.0, 466.0)","(581.70068359375, -481.3797302246094, 294.1011962890625)","(452.04, 372.99)","(834.89, 469.44)","(582.241699,-481.315460,294.131775)"
"(452.0, 375.0)","(832.0, 472.0)","(581.8680419921875, -480.6066589355469, 293.9544982910156)","(454.19, 373.04)","(833.65, 469.97)","(582.513794,-480.869995,294.252136)"
"(455.0, 375.0)","(831.0, 466.0)","(582.2525634765625, -480.5888671875, 294.4598083496094)","(455.01, 373.06)","(832.86, 470.08)","(582.567810,-480.667938,294.278076)"
"(454.0, 374.0)","(832.0, 469.0)","(582.224365234375, -480.6833801269531, 294.2222595214844)","(456.4, 373.17)","(831.19, 470.22)","(582.609314,-480.281891,294.304657)"
"(447.0, 374.0)","(831.0, 470.0)","(580.621826171875, -481.295654296875, 293.3484802246094)","(456.88, 373.11)","(829.93, 470.55)","(582.522278,-480.051270,294.242554)"
"(453.0, 374.0)","(825.0, 468.0)","(580.9382934570312, -480.0141906738281, 293.6300048828125)","(458.48, 372.82)","(828.33, 470.7)","(582.611206,-479.681488,294.265686)"
"(456.0, 374.0)","(824.0, 469.0)","(581.4278564453125, -479.46795654296875, 293.8346862792969)","(460.42, 372.91)","(827.0, 471.3)","(582.824768,-479.240173,294.355164)"
"(459.0, 375.0)","(823.0, 473.0)","(581.9773559570312, -478.61236572265625, 293.9853820800781)","(462.01, 372.95)","(825.93, 471.6)","(582.998962,-478.898224,294.435455)"
"(460.0, 372.0)","(820.0, 470.0)","(581.6368408203125, -478.60089111328125, 293.76727294921875)","(463.7, 373.01)","(824.4, 471.65)","(583.119873,-478.505219,294.503662)"
"(458.0, 372.0)","(819.0, 468.0)","(581.03857421875, -478.861572265625, 293.5631408691406)","(464.3, 372.94)","(823.34, 471.68)","(583.082458,-478.308624,294.481140)"
