Left_2D,Right_2D,3D_Point,Pred_left,Pred_right,Pred_3d
"(201.0, 423.0)","(1072.0, 432.0)","(560.1737060546875, -537.1203002929688, 287.39599609375)","(206.67, 424.43)","(1072.57, 436.35)","(561.750977,-536.164917,288.109375)"
"(205.0, 426.0)","(1070.0, 432.0)","(560.9649047851562, -536.1983032226562, 288.0233154296875)","(207.82, 424.26)","(1070.66, 436.78)","(561.779602,-535.794067,288.096252)"
"(206.0, 424.0)","(1068.0, 432.0)","(560.8685913085938, -536.0091552734375, 287.8369140625)","(209.22, 424.12)","(1069.0, 436.65)","(561.884338,-535.459961,288.150696)"
"(205.0, 424.0)","(1067.0, 432.0)","(560.50537109375, -535.9989013671875, 287.65057373046875)","(210.1, 423.84)","(1067.46, 436.34)","(561.872375,-535.220703,288.143005)"
"(209.0, 423.0)","(1066.0, 431.0)","(561.24951171875, -535.5852661132812, 288.01605224609375)","(212.21, 423.7)","(1066.13, 436.41)","(562.190735,-534.834961,288.298126)"
"(210.0, 424.0)","(1065.0, 431.0)","(561.3902587890625, -535.2742309570312, 288.162109375)","(213.64, 423.54)","(1065.21, 435.91)","(562.386414,-534.612549,288.414246)"
"(211.0, 422.0)","(1063.0, 431.0)","(561.2935180664062, -535.0851440429688, 287.9754333496094)","(215.02, 423.35)","(1063.86, 435.74)","(562.522217,-534.324524,288.482544)"
"(211.0, 422.0)","(1062.0, 431.0)","(561.1641235351562, -534.9647827148438, 287.91058349609375)","(215.49, 423.25)","(1062.52, 436.04)","(562.462341,-534.099365,288.433289)"
"(214.0, 421.0)","(1061.0, 431.0)","(561.6997680664062, -534.5950317382812, 288.12066650390625)","(216.86, 422.99)","(1061.01, 436.08)","(562.577576,-533.784729,288.476379)"
"(215.0, 423.0)","(1060.0, 431.0)","(561.8749389648438, -534.2027587890625, 288.3551025390625)","(218.02, 422.92)","(1059.8, 435.74)","(562.679016,-533.539124,288.542999)"
"(219.0, 422.0)","(1058.0, 431.0)","(562.5126953125, -533.6021118164062, 288.6206359863281)","(219.08, 422.86)","(1058.72, 435.93)","(562.788452,-533.284302,288.589050)"
"(216.0, 421.0)","(1057.0, 431.0)","(561.6475830078125, -533.89306640625, 288.1030578613281)","(219.38, 422.84)","(1057.29, 435.62)","(562.662781,-533.100769,288.540466)"
"(219.0, 422.0)","(1056.0, 431.0)","(562.2522583007812, -533.361083984375, 288.4900817871094)","(222.23, 421.21)","(1056.37, 435.38)","(563.142822,-532.823242,288.688477)"
"(223.0, 421.0)","(1055.0, 430.0)","(562.9917602539062, -532.9468383789062, 288.8533630371094)","(223.2, 421.17)","(1055.47, 435.35)","(563.248901,-532.612854,288.744232)"
"(223.0, 422.0)","(1054.0, 430.0)","(562.896240234375, -532.7454223632812, 288.87664794921875)","(223.96, 421.12)","(1054.54, 435.56)","(563.308044,-532.406860,288.763611)"
"(224.0, 421.0)","(1052.0, 430.0)","(562.8326416015625, -532.474853515625, 288.77789306640625)","(224.48, 421.12)","(1053.09, 435.67)","(563.242126,-532.166992,288.727600)"
"(222.0, 419.0)","(1052.0, 430.0)","(562.2973022460938, -532.8572998046875, 288.35870361328125)","(226.27, 421.19)","(1052.03, 435.24)","(563.510559,-531.864441,288.894745)"
"(227.0, 421.0)","(1050.0, 430.0)","(563.2683715820312, -531.9026489257812, 289.009033203125)","(228.38, 420.65)","(1050.65, 435.31)","(563.803040,-531.503845,289.008453)"
"(228.0, 421.0)","(1049.0, 430.0)","(563.3696899414062, -531.671630859375, 289.0640869140625)","(229.2, 420.63)","(1049.33, 435.19)","(563.816223,-531.263428,289.022736)"
"(229.0, 421.0)","(1048.0, 430.0)","(563.4707641601562, -531.4406127929688, 289.11895751953125)","(230.13, 420.55)","(1048.25, 434.77)","(563.876343,-531.064697,289.070831)"
"(228.0, 421.0)","(1047.0, 430.0)","(563.1074829101562, -531.4302978515625, 288.9326477050781)","(231.21, 420.42)","(1047.56, 434.73)","(564.030701,-530.875183,289.145325)"
"(229.0, 418.0)","(1046.0, 430.0)","(563.1048583984375, -531.442138671875, 288.72222900390625)","(231.72, 420.4)","(1046.6, 434.82)","(564.024353,-530.698425,289.138611)"
"(230.0, 422.0)","(1044.0, 430.0)","(563.2119750976562, -530.766357421875, 289.064453125)","(233.17, 420.36)","(1044.46, 434.8)","(564.076782,-530.283997,289.168976)"
"(228.0, 418.0)","(1043.0, 430.0)","(562.4800415039062, -531.1907348632812, 288.40496826171875)","(234.33, 420.33)","(1042.98, 434.41)","(564.139099,-530.005371,289.221313)"
"(232.0, 419.0)","(1042.0, 430.0)","(563.309814453125, -530.5469360351562, 288.9089050292969)","(235.29, 420.15)","(1042.57, 434.53)","(564.304260,-529.856201,289.289612)"
"(235.0, 419.0)","(1041.0, 430.0)","(563.8726806640625, -530.0945434570312, 289.2037048339844)","(237.06, 419.71)","(1041.08, 434.08)","(564.490417,-529.546021,289.380310)"
"(235.0, 421.0)","(1039.0, 430.0)","(563.6770629882812, -529.69091796875, 289.2476501464844)","(239.13, 419.58)","(1039.87, 434.29)","(564.810181,-529.167175,289.529999)"
"(236.0, 418.0)","(1038.0, 430.0)","(563.6748657226562, -529.7026977539062, 289.0378112792969)","(240.31, 419.45)","(1038.75, 434.22)","(564.928467,-528.916321,289.588287)"
"(235.0, 422.0)","(1037.0, 430.0)","(563.4473266601562, -529.3683471679688, 289.203369140625)","(241.31, 419.41)","(1036.93, 433.94)","(564.909790,-528.607422,289.593445)"
"(237.0, 418.0)","(1036.0, 430.0)","(563.642333984375, -529.3504028320312, 289.0257568359375)","(243.52, 418.62)","(1035.69, 433.77)","(565.224609,-528.288147,289.712463)"
"(239.0, 419.0)","(1034.0, 430.0)","(563.87353515625, -528.8062744140625, 289.2210998535156)","(244.88, 418.49)","(1034.5, 433.98)","(565.381470,-527.989868,289.777527)"
"(243.0, 419.0)","(1032.0, 429.0)","(564.5054321289062, -528.1889038085938, 289.60174560546875)","(246.15, 418.38)","(1032.59, 433.29)","(565.399048,-527.673279,289.816437)"
"(220.0, 422.0)","(1029.0, 429.0)","(558.9161376953125, -530.1310424804688, 286.91534423828125)","(248.31, 418.21)","(1029.5, 433.01)","(565.472656,-527.092468,289.863556)"
"(248.0, 418.0)","(1027.0, 428.0)","(564.9343872070312, -527.1788940429688, 289.8140869140625)","(250.64, 417.97)","(1027.12, 433.16)","(565.687378,-526.555237,289.956726)"
"(249.0, 415.0)","(1026.0, 428.0)","(564.9328002929688, -527.1905517578125, 289.60455322265625)","(253.07, 417.52)","(1026.65, 433.17)","(566.168640,-526.264587,290.175598)"
"(249.0, 417.0)","(1025.0, 428.0)","(564.8656005859375, -526.9072265625, 289.7129211425781)","(254.34, 417.48)","(1024.78, 432.9)","(566.202393,-525.918640,290.207794)"
"(250.0, 418.0)","(1023.0, 428.0)","(564.8619995117188, -526.4733276367188, 289.7862854003906)","(255.29, 417.35)","(1023.82, 432.72)","(566.283325,-525.719543,290.251587)"
"(257.0, 415.0)","(1023.0, 428.0)","(566.3711547851562, -525.9403686523438, 290.3593444824219)","(256.27, 417.2)","(1023.36, 432.69)","(566.441040,-525.569275,290.325500)"
"(256.0, 415.0)","(1024.0, 432.0)","(566.3759155273438, -525.90185546875, 290.1685485839844)","(257.47, 417.06)","(1021.81, 432.62)","(566.502502,-525.264282,290.354675)"
"(257.0, 417.0)","(1019.0, 428.0)","(565.9009399414062, -525.2937622070312, 290.26568603515625)","(259.3, 417.04)","(1019.34, 432.68)","(566.591675,-524.759277,290.402740)"
"(258.0, 417.0)","(1017.0, 428.0)","(565.8624267578125, -524.940673828125, 290.2506408691406)","(260.43, 416.54)","(1017.24, 432.66)","(566.552124,-524.421021,290.353180)"
"(259.0, 414.0)","(1016.0, 428.0)","(565.8615112304688, -524.9520874023438, 290.041748046875)","(262.41, 416.04)","(1016.49, 432.45)","(566.883240,-524.164856,290.501923)"
"(258.0, 417.0)","(1015.0, 428.0)","(565.5948486328125, -524.698486328125, 290.1165771484375)","(263.84, 415.87)","(1015.84, 432.38)","(567.115723,-523.945740,290.615631)"
"(260.0, 414.0)","(1014.0, 428.0)","(565.8226928710938, -524.598876953125, 290.026611328125)","(264.9, 415.8)","(1015.0, 432.21)","(567.238647,-523.743225,290.684753)"
"(263.0, 415.0)","(1012.0, 427.0)","(566.2472534179688, -524.010009765625, 290.3702392578125)","(266.0, 415.74)","(1013.0, 432.17)","(567.217896,-523.385986,290.676544)"
"(263.0, 414.0)","(1010.0, 427.0)","(565.9473876953125, -523.84912109375, 290.149169921875)","(267.04, 415.36)","(1011.16, 432.23)","(567.196899,-523.073792,290.640686)"
"(260.0, 418.0)","(1009.0, 427.0)","(565.25537109375, -523.7366943359375, 290.07293701171875)","(268.91, 414.25)","(1010.02, 432.21)","(567.434570,-522.818970,290.690033)"
"(264.0, 417.0)","(1008.0, 427.0)","(566.00146484375, -523.2520141601562, 290.39300537109375)","(270.84, 413.19)","(1008.34, 431.96)","(567.608704,-522.503418,290.722198)"
"(271.0, 414.0)","(1006.0, 427.0)","(567.2333984375, -522.4745483398438, 290.8275146484375)","(271.28, 413.19)","(1006.63, 431.69)","(567.471436,-522.265381,290.668152)"
"(274.0, 411.0)","(1005.0, 427.0)","(567.6887817382812, -522.2633056640625, 290.855712890625)","(274.75, 412.6)","(1006.0, 431.68)","(568.158081,-521.851196,290.985352)"
"(275.0, 411.0)","(1003.0, 427.0)","(567.6461791992188, -521.9094848632812, 290.8387756347656)","(276.34, 412.58)","(1003.89, 431.42)","(568.227295,-521.437378,291.037628)"
"(276.0, 414.0)","(1002.0, 427.0)","(567.8306274414062, -521.4329833984375, 291.14801025390625)","(277.86, 412.52)","(1002.73, 431.49)","(568.415588,-521.127258,291.130737)"
"(274.0, 410.0)","(1000.0, 427.0)","(566.98291015625, -521.739013671875, 290.43157958984375)","(278.69, 412.42)","(1001.15, 431.64)","(568.390442,-520.840759,291.107452)"
"(275.0, 413.0)","(1001.0, 426.0)","(567.413330078125, -521.5728759765625, 290.91131591796875)","(279.64, 412.08)","(1001.1, 432.38)","(568.606873,-520.705627,291.160553)"
"(280.0, 411.0)","(1002.0, 426.0)","(568.6242065429688, -521.2996215820312, 291.3973693847656)","(281.63, 412.09)","(1001.59, 433.46)","(569.152039,-520.468445,291.391052)"
"(275.0, 415.0)","(1005.0, 426.0)","(568.0157470703125, -521.8952026367188, 291.3547058105469)","(281.53, 413.19)","(1002.5, 434.58)","(569.313660,-520.424072,291.495789)"
"(280.0, 414.0)","(1008.0, 426.0)","(569.5307006835938, -521.7839965820312, 292.0640563964844)","(283.15, 414.67)","(1008.73, 433.6)","(570.553101,-520.948547,292.274475)"
"(282.0, 415.0)","(1012.0, 426.0)","(570.5619506835938, -521.9664916992188, 292.6601257324219)","(283.59, 414.86)","(1000.31, 437.24)","(569.597534,-519.610107,291.636841)"
"(280.0, 415.0)","(1001.0, 438.0)","(568.8995971679688, -520.0309448242188, 291.2461853027344)","(283.99, 415.95)","(1000.39, 437.28)","(569.733154,-519.484192,291.781158)"
"(282.0, 421.0)","(1000.0, 438.0)","(569.3980102539062, -519.20068359375, 291.9253234863281)","(284.02, 416.51)","(1001.83, 437.59)","(569.961060,-519.589478,291.919952)"
"(281.0, 418.0)","(1001.0, 434.0)","(569.1210327148438, -519.9508666992188, 291.76385498046875)","(283.29, 417.0)","(1002.94, 435.69)","(569.916016,-519.896667,292.020111)"
"(281.0, 421.0)","(999.0, 435.0)","(568.962890625, -519.3963623046875, 291.8473815917969)","(282.11, 417.16)","(1001.99, 434.63)","(569.497742,-519.972351,291.867798)"
"(281.0, 418.0)","(998.0, 436.0)","(568.7601928710938, -519.44873046875, 291.4871520996094)","(284.3, 419.11)","(997.66, 434.25)","(569.452759,-519.069885,292.009430)"
"(283.0, 417.0)","(996.0, 429.0)","(568.7432250976562, -519.54443359375, 291.7513122558594)","(285.25, 419.11)","(995.3, 434.53)","(569.351868,-518.657593,291.949188)"
"(284.0, 419.0)","(994.0, 428.0)","(568.7329711914062, -519.0966796875, 291.93896484375)","(286.48, 419.0)","(993.92, 434.53)","(569.437988,-518.361389,291.989532)"
"(285.0, 419.0)","(993.0, 430.0)","(568.8701171875, -518.7262573242188, 291.9161376953125)","(287.03, 418.94)","(992.88, 434.32)","(569.413208,-518.192810,291.985168)"
"(285.0, 419.0)","(991.0, 429.0)","(568.573486328125, -518.5521240234375, 291.8152160644531)","(288.15, 418.73)","(991.55, 434.38)","(569.479370,-517.918945,292.005157)"
"(286.0, 421.0)","(990.0, 429.0)","(568.7218017578125, -518.1571655273438, 292.0342102050781)","(289.4, 418.21)","(991.13, 434.29)","(569.686646,-517.776550,292.081848)"
"(289.0, 419.0)","(989.0, 429.0)","(569.203125, -517.86279296875, 292.1472473144531)","(291.01, 418.64)","(989.65, 434.56)","(569.866089,-517.363342,292.195435)"
"(288.0, 417.0)","(988.0, 434.0)","(568.8995971679688, -517.6702880859375, 291.6107482910156)","(292.53, 419.15)","(988.3, 434.56)","(570.038391,-516.988037,292.323608)"
"(292.0, 422.0)","(986.0, 429.0)","(569.5558471679688, -516.9207153320312, 292.546875)","(293.8, 419.32)","(986.81, 434.41)","(570.121216,-516.661438,292.389282)"
"(292.0, 422.0)","(986.0, 429.0)","(569.5558471679688, -516.9207153320312, 292.546875)","(295.05, 419.4)","(985.73, 434.06)","(570.248291,-516.408020,292.480438)"
"(293.0, 421.0)","(984.0, 429.0)","(569.4774169921875, -516.6468505859375, 292.44134521484375)","(296.07, 419.34)","(984.29, 433.87)","(570.273438,-516.136719,292.502045)"
"(296.0, 419.0)","(982.0, 429.0)","(569.8197631835938, -516.2303466796875, 292.48480224609375)","(299.21, 419.36)","(982.4, 433.62)","(570.713989,-515.571411,292.748810)"
"(298.0, 419.0)","(980.0, 429.0)","(569.9940795898438, -515.7636108398438, 292.5802917480469)","(301.16, 419.76)","(979.81, 433.79)","(570.809753,-514.993896,292.824280)"
"(297.0, 418.0)","(979.0, 429.0)","(569.6032104492188, -515.8348388671875, 292.31005859375)","(302.19, 419.84)","(978.59, 433.78)","(570.874268,-514.724304,292.866760)"
"(302.0, 422.0)","(977.0, 429.0)","(570.563232421875, -514.7090454101562, 293.09197998046875)","(303.53, 419.87)","(977.44, 433.5)","(571.010132,-514.451355,292.955780)"
"(300.0, 421.0)","(976.0, 430.0)","(569.9713745117188, -514.8224487304688, 292.6688537597656)","(305.3, 422.1)","(976.11, 433.5)","(571.285278,-513.911255,293.256592)"
"(304.0, 421.0)","(975.0, 430.0)","(570.7295532226562, -514.25341796875, 293.0650634765625)","(307.36, 422.09)","(975.22, 433.49)","(571.622681,-513.573792,293.433594)"
"(304.0, 418.0)","(973.0, 430.0)","(570.3688354492188, -514.2528076171875, 292.67401123046875)","(307.7, 420.04)","(973.54, 433.43)","(571.406982,-513.500732,293.186432)"
"(304.0, 422.0)","(973.0, 428.0)","(570.435302734375, -514.068115234375, 293.0839538574219)","(309.0, 420.21)","(972.29, 433.56)","(571.531982,-513.180054,293.259735)"
"(307.0, 421.0)","(971.0, 429.0)","(570.8243408203125, -513.5003662109375, 293.1727600097656)","(310.4, 420.34)","(971.1, 433.9)","(571.690918,-512.844177,293.337494)"
"(312.0, 421.0)","(970.0, 429.0)","(571.8033447265625, -512.8189697265625, 293.6837463378906)","(311.32, 420.34)","(969.43, 433.61)","(571.657532,-512.557739,293.338409)"
"(307.0, 419.0)","(969.0, 429.0)","(570.49169921875, -513.4188842773438, 292.8659362792969)","(311.78, 420.26)","(968.63, 433.55)","(571.645325,-512.419373,293.331421)"
"(311.0, 422.0)","(968.0, 429.0)","(571.3291625976562, -512.6066284179688, 293.51177978515625)","(313.47, 422.55)","(967.94, 433.72)","(571.992981,-511.949249,293.663788)"
"(313.0, 422.0)","(966.0, 430.0)","(571.51953125, -512.0693969726562, 293.5666198730469)","(315.24, 422.53)","(966.88, 433.72)","(572.239380,-511.623291,293.792816)"
"(315.0, 422.0)","(965.0, 429.0)","(571.8038330078125, -511.7933044433594, 293.7656555175781)","(315.84, 421.5)","(965.35, 433.87)","(572.134827,-511.442108,293.663605)"
"(316.0, 424.0)","(964.0, 429.0)","(571.9412841796875, -511.398193359375, 293.97808837890625)","(316.83, 421.71)","(963.48, 434.08)","(572.104431,-511.071503,293.656525)"
"(316.0, 423.0)","(963.0, 429.0)","(571.774658203125, -511.35693359375, 293.8246765136719)","(318.6, 420.74)","(962.92, 434.13)","(572.395325,-510.879547,293.739319)"
"(322.0, 423.0)","(961.0, 430.0)","(572.8524169921875, -510.370849609375, 294.3403015136719)","(319.7, 420.73)","(961.36, 433.84)","(572.415161,-510.587006,293.766907)"
"(321.0, 419.0)","(960.0, 429.0)","(572.3611450195312, -510.7539978027344, 293.85931396484375)","(321.68, 423.08)","(960.27, 433.83)","(572.765198,-510.043091,294.114197)"
"(319.0, 421.0)","(958.0, 430.0)","(571.7120971679688, -510.503173828125, 293.6169128417969)","(322.58, 423.01)","(959.24, 433.92)","(572.820862,-509.815826,294.136230)"
"(323.0, 422.0)","(957.0, 429.0)","(572.4653930664062, -509.92181396484375, 294.12884521484375)","(323.99, 423.04)","(958.1, 434.04)","(572.977356,-509.507629,294.216339)"
"(326.0, 422.0)","(956.0, 429.0)","(572.9912109375, -509.4633483886719, 294.4043884277344)","(325.49, 422.72)","(955.84, 434.38)","(572.991577,-509.065491,294.190308)"
"(326.0, 423.0)","(955.0, 430.0)","(572.898681640625, -509.1906433105469, 294.3788757324219)","(326.86, 422.74)","(954.92, 434.29)","(573.164551,-508.804108,294.288055)"
"(326.0, 423.0)","(953.0, 429.0)","(572.5958862304688, -509.0170593261719, 294.2756042480469)","(327.75, 423.11)","(953.38, 434.03)","(573.148926,-508.504730,294.322021)"
"(327.0, 423.0)","(952.0, 430.0)","(572.6985473632812, -508.7126770019531, 294.2821960449219)","(329.05, 423.15)","(952.79, 434.12)","(573.356750,-508.277161,294.429596)"
"(330.0, 422.0)","(951.0, 430.0)","(573.1961669921875, -508.33447265625, 294.4739990234375)","(331.0, 423.25)","(951.63, 434.24)","(573.630005,-507.899963,294.575195)"
"(329.0, 422.0)","(950.0, 430.0)","(572.833984375, -508.32489013671875, 294.2883605957031)","(331.85, 423.16)","(950.82, 434.26)","(573.701904,-507.711426,294.607208)"
"(331.0, 422.0)","(950.0, 430.0)","(573.2766723632812, -508.1002197265625, 294.5182189941406)","(332.47, 423.18)","(948.86, 434.65)","(573.571045,-507.373444,294.526093)"
"(331.0, 423.0)","(948.0, 432.0)","(573.063232421875, -507.63494873046875, 294.3829040527344)","(334.16, 423.38)","(947.16, 434.68)","(573.709839,-506.957672,294.614502)"
"(330.0, 421.0)","(946.0, 435.0)","(572.5733642578125, -507.4535217285156, 293.84771728515625)","(335.71, 423.49)","(946.75, 434.68)","(573.996826,-506.724487,294.772003)"
"(335.0, 423.0)","(946.0, 435.0)","(573.728271484375, -506.7296142578125, 294.5848388671875)","(336.53, 423.5)","(945.26, 434.63)","(573.965942,-506.453064,294.762695)"
"(337.0, 423.0)","(945.0, 435.0)","(574.0280151367188, -506.38262939453125, 294.7427978515625)","(337.51, 423.5)","(944.03, 434.47)","(574.004333,-506.203949,294.793488)"
"(335.0, 421.0)","(943.0, 435.0)","(573.2531127929688, -506.5248107910156, 294.2077331542969)","(339.18, 423.52)","(943.52, 434.57)","(574.302856,-505.945068,294.946014)"
"(337.0, 422.0)","(940.0, 430.0)","(573.1890869140625, -506.2063903808594, 294.497314453125)","(340.17, 423.56)","(942.23, 434.67)","(574.341003,-505.665833,294.966675)"
"(337.0, 422.0)","(940.0, 436.0)","(573.3155517578125, -505.78216552734375, 294.2668151855469)","(340.92, 423.82)","(940.38, 435.01)","(574.256958,-505.310547,294.928528)"
"(339.0, 422.0)","(941.0, 434.0)","(573.85546875, -505.82049560546875, 294.6434326171875)","(341.88, 423.79)","(939.15, 434.95)","(574.291382,-505.058960,294.950226)"
"(339.0, 423.0)","(937.0, 435.0)","(573.3341674804688, -505.1808776855469, 294.4018859863281)","(343.37, 423.96)","(937.73, 434.8)","(574.418030,-504.714661,295.038452)"
"(344.0, 422.0)","(937.0, 435.0)","(574.4083251953125, -504.69818115234375, 294.89056396484375)","(344.36, 423.95)","(937.01, 434.85)","(574.533875,-504.512512,295.097137)"
"(343.0, 422.0)","(936.0, 435.0)","(574.0463256835938, -504.68878173828125, 294.7051086425781)","(345.61, 424.09)","(935.84, 434.61)","(574.640198,-504.234558,295.176605)"
"(345.0, 426.0)","(934.0, 435.0)","(574.298828125, -503.8971862792969, 295.11553955078125)","(346.95, 424.29)","(934.92, 434.82)","(574.812439,-503.940186,295.271515)"
"(346.0, 424.0)","(935.0, 436.0)","(574.6326293945312, -503.99658203125, 295.0995178222656)","(348.31, 424.44)","(932.94, 435.25)","(574.840637,-503.502411,295.279816)"
"(344.0, 424.0)","(933.0, 435.0)","(573.8881225585938, -504.0487060546875, 294.7676086425781)","(349.95, 424.6)","(931.73, 435.17)","(575.029419,-503.162537,295.395599)"
"(349.0, 423.0)","(930.0, 432.0)","(574.4705200195312, -503.41241455078125, 295.15716552734375)","(351.91, 424.69)","(929.92, 435.03)","(575.199097,-502.723114,295.501068)"
"(349.0, 423.0)","(930.0, 435.0)","(574.531982421875, -503.19921875, 295.040283203125)","(353.23, 424.7)","(928.75, 435.01)","(575.320190,-502.431885,295.568390)"
